document_id,transform_number,origin_class,genre,n_models,mean_delta_prob,instability_rate,flip_rate,max_abs_delta
real_claude_b040_P3_r2,13,A,commercial,4,-0.0000268174,0.000000,0.000000,0.0000991616
real_claude_b040_P3_r2,15,A,commercial,4,-0.0000636520,0.000000,0.000000,0.0002401814
real_claude_b040_P3_r2,16,A,commercial,4,-0.0081624143,0.000000,0.000000,0.0281877471
real_claude_b042_P3_r2,1,A,commercial,4,-0.0000229760,0.000000,0.000000,0.0000857703
real_claude_b042_P3_r2,2,A,commercial,4,-0.0046762913,0.000000,0.000000,0.0151079155
real_claude_b042_P3_r2,3,A,commercial,4,-0.0125828223,0.000000,0.000000,0.0373322117
real_claude_b042_P3_r2,4,A,commercial,4,0.0002799279,0.000000,0.000000,0.0010549909
real_claude_b042_P3_r2,5,A,commercial,4,-0.0003708153,0.000000,0.000000,0.0013681356
real_claude_b042_P3_r2,10,A,commercial,4,-0.0346017796,0.500000,0.000000,0.0726920366
real_claude_b042_P3_r2,11,A,commercial,4,-0.9414702336,1.000000,1.000000,0.9994910458
real_claude_b042_P3_r2,13,A,commercial,4,-0.0006378922,0.000000,0.000000,0.0022050276
real_claude_b042_P3_r2,15,A,commercial,4,-0.0000943044,0.000000,0.000000,0.0003485668
real_claude_b042_P3_r2,16,A,commercial,4,-0.0148179396,0.000000,0.000000,0.0428376127
real_claude_b045_P3_r1,1,A,commercial,4,0.0000010063,0.000000,0.000000,0.0000037187
real_claude_b045_P3_r1,2,A,commercial,4,-0.0369717466,0.250000,0.000000,0.0659111200
real_claude_b045_P3_r1,3,A,commercial,4,-0.0108880194,0.000000,0.000000,0.0306097332
real_claude_b045_P3_r1,4,A,commercial,4,-0.0000026903,0.000000,0.000000,0.0000981069
real_claude_b045_P3_r1,5,A,commercial,4,0.0000265954,0.000000,0.000000,0.0000952904
real_claude_b045_P3_r1,10,A,commercial,4,-0.0062561218,0.000000,0.000000,0.0187419859
real_claude_b045_P3_r1,11,A,commercial,4,-0.9506111077,1.000000,1.000000,0.9992291012
real_claude_b045_P3_r1,13,A,commercial,4,-0.0002082633,0.000000,0.000000,0.0006927711
real_claude_b045_P3_r1,15,A,commercial,4,-0.0001111260,0.000000,0.000000,0.0003726904
real_claude_b045_P3_r1,16,A,commercial,4,-0.0128916188,0.000000,0.000000,0.0351802295
