document_id,transform_number,origin_class,genre,n_models,mean_delta_prob,instability_rate,flip_rate,max_abs_delta
human_prose_taiga_arzamas_0051,10,H,prose,1,-0.0201416022,0.000000,0.000000,0.0201416022
human_prose_taiga_arzamas_0051,11,H,prose,1,-0.0874851355,1.000000,0.000000,0.0874851355
human_prose_taiga_arzamas_0051,13,H,prose,1,0.0014420825,0.000000,0.000000,0.0014420825
human_prose_taiga_arzamas_0051,15,H,prose,1,0.0335975858,0.000000,0.000000,0.0335975858
human_prose_taiga_arzamas_0051,16,H,prose,1,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_magazines_0048,1,H,prose,2,-0.0000656250,0.000000,0.000000,0.0001295675
human_prose_taiga_magazines_0048,2,H,prose,2,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_magazines_0048,3,H,prose,2,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_magazines_0048,4,H,prose,2,0.0000156815,0.000000,0.000000,0.0000324376
human_prose_taiga_magazines_0048,5,H,prose,2,0.0001918531,0.000000,0.000000,0.0003769345
human_prose_taiga_magazines_0048,10,H,prose,2,0.0009733296,0.000000,0.000000,0.0019527810
human_prose_taiga_magazines_0048,11,H,prose,2,-0.0037217897,0.000000,0.000000,0.0073938621
human_prose_taiga_magazines_0048,13,H,prose,2,0.0001643681,0.000000,0.000000,0.0003296925
human_prose_taiga_magazines_0048,15,H,prose,2,0.0003158518,0.000000,0.000000,0.0006284700
human_prose_taiga_magazines_0048,16,H,prose,2,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_magazines_0053,1,H,prose,2,0.0004916337,0.000000,0.000000,0.0009832359
human_prose_taiga_magazines_0053,2,H,prose,2,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_magazines_0053,3,H,prose,2,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_magazines_0053,4,H,prose,2,0.0011775809,0.000000,0.000000,0.0023494306
human_prose_taiga_magazines_0053,5,H,prose,2,-0.0020283618,0.000000,0.000000,0.0040545618
human_prose_taiga_magazines_0053,10,H,prose,2,0.0025977186,0.000000,0.000000,0.0052070615
human_prose_taiga_magazines_0053,11,H,prose,2,-0.0150303817,0.000000,0.000000,0.0300352862
human_prose_taiga_magazines_0053,13,H,prose,2,0.0001736037,0.000000,0.000000,0.0003475366
human_prose_taiga_magazines_0053,15,H,prose,2,0.0005295531,0.000000,0.000000,0.0010573188
human_prose_taiga_magazines_0053,16,H,prose,2,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_proza_0034,1,H,prose,1,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_proza_0034,2,H,prose,1,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_proza_0034,3,H,prose,1,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_proza_0034,4,H,prose,1,0.0025297106,0.000000,0.000000,0.0025297106
human_prose_taiga_proza_0034,5,H,prose,1,0.0001551562,0.000000,0.000000,0.0001551562
human_prose_taiga_proza_0034,10,H,prose,1,0.0029013570,0.000000,0.000000,0.0029013570
human_prose_taiga_proza_0034,11,H,prose,1,-0.0312954033,0.000000,0.000000,0.0312954033
human_prose_taiga_proza_0034,13,H,prose,1,0.0012459116,0.000000,0.000000,0.0012459116
human_prose_taiga_proza_0034,15,H,prose,1,-0.0005297757,0.000000,0.000000,0.0005297757
human_prose_taiga_proza_0034,16,H,prose,1,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_proza_0056,1,H,prose,1,-0.0004169730,0.000000,0.000000,0.0004169730
human_prose_taiga_proza_0056,2,H,prose,1,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_proza_0056,3,H,prose,1,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_proza_0056,4,H,prose,1,0.0000000000,0.000000,0.000000,0.0000000000
human_prose_taiga_proza_0056,5,H,prose,1,-0.0117901400,0.000000,0.000000,0.0117901400
human_prose_taiga_proza_0056,10,H,prose,1,0.0977185574,1.000000,0.000000,0.0977185574
human_prose_taiga_proza_0056,11,H,prose,1,-0.1749964778,1.000000,0.000000,0.1749964778
human_prose_taiga_proza_0056,13,H,prose,1,0.0087145495,0.000000,0.000000,0.0087145495
human_prose_taiga_proza_0056,15,H,prose,1,0.0069448689,0.000000,0.000000,0.0069448689
human_prose_taiga_proza_0056,16,H,prose,1,0.0280693009,0.000000,0.000000,0.0280693009
human_science_cyberleninka_0026,1,H,science,18,-0.0000078325,0.000000,0.000000,0.0000976227
human_science_cyberleninka_0026,2,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_cyberleninka_0026,3,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_cyberleninka_0026,4,H,science,18,-0.0617565808,0.166667,0.055556,0.8245804180
human_science_cyberleninka_0026,5,H,science,18,0.0107701759,0.055556,0.000000,0.1013942058
human_science_cyberleninka_0026,10,H,science,18,-0.0612728347,0.166667,0.055556,0.8245835943
human_science_cyberleninka_0026,11,H,science,18,-0.0649668515,0.166667,0.055556,0.8245929353
human_science_cyberleninka_0026,13,H,science,18,-0.0026398831,0.000000,0.000000,0.0416223116
human_science_cyberleninka_0026,15,H,science,18,0.0002004736,0.000000,0.000000,0.0073999824
human_science_cyberleninka_0026,16,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_cyberleninka_0031,1,H,science,18,-0.0001430859,0.000000,0.000000,0.0003992614
human_science_cyberleninka_0031,2,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_cyberleninka_0031,3,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_cyberleninka_0031,4,H,science,18,-0.0543284436,0.444444,0.000000,0.1767018501
human_science_cyberleninka_0031,5,H,science,18,-0.1027840395,0.500000,0.000000,0.3201974346
human_science_cyberleninka_0031,10,H,science,18,0.0060205033,0.000000,0.000000,0.0284206775
human_science_cyberleninka_0031,11,H,science,18,-0.1633536454,0.555556,0.055556,0.8760428449
human_science_cyberleninka_0031,13,H,science,18,0.0022770390,0.000000,0.000000,0.0120367691
human_science_cyberleninka_0031,15,H,science,18,0.0163854298,0.055556,0.000000,0.0503335628
human_science_cyberleninka_0031,16,H,science,18,-0.0550208431,0.444444,0.000000,0.1695201870
human_science_cyberleninka_0032,1,H,science,18,-0.0045418826,0.000000,0.000000,0.0094383145
human_science_cyberleninka_0032,2,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_cyberleninka_0032,3,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_cyberleninka_0032,4,H,science,18,-0.0265867924,0.055556,0.000000,0.0571044400
human_science_cyberleninka_0032,5,H,science,18,-0.0020341459,0.000000,0.000000,0.0127721301
human_science_cyberleninka_0032,10,H,science,18,-0.0318806751,0.388889,0.000000,0.0767121371
human_science_cyberleninka_0032,11,H,science,18,-0.0925351883,0.500000,0.055556,0.9299369399
human_science_cyberleninka_0032,13,H,science,18,-0.0011251900,0.000000,0.000000,0.0055254843
human_science_cyberleninka_0032,15,H,science,18,0.0005768720,0.000000,0.000000,0.0022490124
human_science_cyberleninka_0032,16,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_cyberleninka_0053,1,H,science,18,-0.0001080062,0.000000,0.000000,0.0010053832
human_science_cyberleninka_0053,2,H,science,18,-0.0002309460,0.000000,0.000000,0.0022618225
human_science_cyberleninka_0053,3,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_cyberleninka_0053,4,H,science,18,0.0008807560,0.000000,0.000000,0.0070617894
human_science_cyberleninka_0053,5,H,science,18,-0.0000425153,0.000000,0.000000,0.0003455877
human_science_cyberleninka_0053,10,H,science,18,-0.0003260559,0.000000,0.000000,0.0036781258
human_science_cyberleninka_0053,11,H,science,18,-0.0005914092,0.000000,0.000000,0.0071052008
human_science_cyberleninka_0053,13,H,science,18,0.0000209717,0.000000,0.000000,0.0001456623
human_science_cyberleninka_0053,15,H,science,18,0.0002083492,0.000000,0.000000,0.0018533704
human_science_cyberleninka_0053,16,H,science,18,-0.0002077148,0.000000,0.000000,0.0023369471
human_science_spbgu_0024,1,H,science,18,0.0001277626,0.000000,0.000000,0.0008924277
human_science_spbgu_0024,2,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_spbgu_0024,3,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_spbgu_0024,4,H,science,18,0.0013801092,0.000000,0.000000,0.0143759497
human_science_spbgu_0024,5,H,science,18,-0.0000672996,0.000000,0.000000,0.0013533571
human_science_spbgu_0024,10,H,science,18,-0.0001646234,0.000000,0.000000,0.0028508024
human_science_spbgu_0024,11,H,science,18,-0.0030656191,0.000000,0.000000,0.0287979531
human_science_spbgu_0024,13,H,science,18,-0.0001257481,0.000000,0.000000,0.0009562211
human_science_spbgu_0024,15,H,science,18,0.0004700544,0.000000,0.000000,0.0026828306
human_science_spbgu_0024,16,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_urfu_0028,1,H,science,18,0.0001068942,0.000000,0.000000,0.0005724113
human_science_urfu_0028,2,H,science,18,-0.0072836002,0.055556,0.000000,0.0603632908
human_science_urfu_0028,3,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_urfu_0028,4,H,science,18,0.0000000000,0.000000,0.000000,0.0000000000
human_science_urfu_0028,5,H,science,18,-0.0095836393,0.055556,0.000000,0.0580122554
human_science_urfu_0028,10,H,science,18,0.0574383053,0.555556,0.000000,0.1350127098
human_science_urfu_0028,11,H,science,18,-0.0794455325,0.500000,0.000000,0.4437171229
human_science_urfu_0028,13,H,science,18,-0.0133190574,0.055556,0.000000,0.1949335246
human_science_urfu_0028,15,H,science,18,0.0026856374,0.000000,0.000000,0.0088422343
human_science_urfu_0028,16,H,science,18,-0.0208890147,0.055556,0.000000,0.1423144133
human_seo_alaev_0004,1,H,seo,2,0.0000805158,0.000000,0.000000,0.0001350236
human_seo_alaev_0004,2,H,seo,2,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_alaev_0004,3,H,seo,2,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_alaev_0004,4,H,seo,2,0.0031990432,0.000000,0.000000,0.0055480076
human_seo_alaev_0004,5,H,seo,2,0.0005439269,0.000000,0.000000,0.0020808049
human_seo_alaev_0004,10,H,seo,2,-0.0119740589,0.000000,0.000000,0.0184981560
human_seo_alaev_0004,11,H,seo,2,-0.0260492995,0.000000,0.000000,0.0309064768
human_seo_alaev_0004,13,H,seo,2,-0.0125044200,0.000000,0.000000,0.0203344288
human_seo_alaev_0004,15,H,seo,2,-0.0017381616,0.000000,0.000000,0.0031782450
human_seo_alaev_0004,16,H,seo,2,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_convertmonster_0001,1,H,seo,1,0.0004274840,0.000000,0.000000,0.0004274840
human_seo_convertmonster_0001,2,H,seo,1,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_convertmonster_0001,3,H,seo,1,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_convertmonster_0001,4,H,seo,1,0.6116430889,1.000000,1.000000,0.6116430889
human_seo_convertmonster_0001,5,H,seo,1,0.2536394433,1.000000,1.000000,0.2536394433
human_seo_convertmonster_0001,10,H,seo,1,-0.3881721104,1.000000,0.000000,0.3881721104
human_seo_convertmonster_0001,11,H,seo,1,-0.3882513231,1.000000,0.000000,0.3882513231
human_seo_convertmonster_0001,13,H,seo,1,-0.0887239906,1.000000,0.000000,0.0887239906
human_seo_convertmonster_0001,15,H,seo,1,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_convertmonster_0001,16,H,seo,1,-0.1943821815,1.000000,0.000000,0.1943821815
human_seo_devaka_ru_0004,1,H,seo,1,-0.0000061123,0.000000,0.000000,0.0000061123
human_seo_devaka_ru_0004,2,H,seo,1,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_devaka_ru_0004,3,H,seo,1,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_devaka_ru_0004,4,H,seo,1,0.0000546789,0.000000,0.000000,0.0000546789
human_seo_devaka_ru_0004,5,H,seo,1,0.0000394893,0.000000,0.000000,0.0000394893
human_seo_devaka_ru_0004,10,H,seo,1,0.0000626668,0.000000,0.000000,0.0000626668
human_seo_devaka_ru_0004,11,H,seo,1,-0.9999334315,1.000000,1.000000,0.9999334315
human_seo_devaka_ru_0004,13,H,seo,1,0.0000014605,0.000000,0.000000,0.0000014605
human_seo_devaka_ru_0004,15,H,seo,1,-0.0000006516,0.000000,0.000000,0.0000006516
human_seo_devaka_ru_0004,16,H,seo,1,-0.0000337825,0.000000,0.000000,0.0000337825
human_seo_drmax_0002,1,H,seo,2,-0.0003373008,0.000000,0.000000,0.0006690486
human_seo_drmax_0002,2,H,seo,2,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_drmax_0002,3,H,seo,2,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_drmax_0002,4,H,seo,2,0.0643893641,0.500000,0.000000,0.1280604851
human_seo_drmax_0002,5,H,seo,2,0.0061896495,0.000000,0.000000,0.0130980994
human_seo_drmax_0002,10,H,seo,2,-0.0601884688,0.500000,0.000000,0.1177001967
human_seo_drmax_0002,11,H,seo,2,-0.1252146384,0.500000,0.000000,0.2448935390
human_seo_drmax_0002,13,H,seo,2,-0.0356033819,0.500000,0.000000,0.0707343910
human_seo_drmax_0002,15,H,seo,2,-0.0232109176,0.000000,0.000000,0.0466696360
human_seo_drmax_0002,16,H,seo,2,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_drmax_su_0001,1,H,seo,1,0.0007606520,0.000000,0.000000,0.0007606520
human_seo_drmax_su_0001,2,H,seo,1,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_drmax_su_0001,3,H,seo,1,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_drmax_su_0001,4,H,seo,1,0.5588590850,1.000000,1.000000,0.5588590850
human_seo_drmax_su_0001,5,H,seo,1,-0.0569741028,1.000000,0.000000,0.0569741028
human_seo_drmax_su_0001,10,H,seo,1,-0.1484641070,1.000000,0.000000,0.1484641070
human_seo_drmax_su_0001,11,H,seo,1,-0.3429300319,1.000000,0.000000,0.3429300319
human_seo_drmax_su_0001,13,H,seo,1,0.0634631535,1.000000,0.000000,0.0634631535
human_seo_drmax_su_0001,15,H,seo,1,-0.0345100269,0.000000,0.000000,0.0345100269
human_seo_drmax_su_0001,16,H,seo,1,-0.1279664885,1.000000,0.000000,0.1279664885
human_seo_labrika_0002,1,H,seo,2,-0.0001828647,0.000000,0.000000,0.0003149111
human_seo_labrika_0002,2,H,seo,2,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_labrika_0002,3,H,seo,2,0.0000000000,0.000000,0.000000,0.0000000000
human_seo_labrika_0002,4,H,seo,2,0.3042084752,0.500000,0.500000,0.5965159637
human_seo_labrika_0002,5,H,seo,2,-0.0014025937,0.000000,0.000000,0.0025724059
human_seo_labrika_0002,10,H,seo,2,0.0006262386,0.000000,0.000000,0.0083799033
human_seo_labrika_0002,11,H,seo,2,-0.0053852365,0.000000,0.000000,0.0075798160
human_seo_labrika_0002,13,H,seo,2,0.0005374488,0.000000,0.000000,0.0007774825
human_seo_labrika_0002,15,H,seo,2,0.0007950012,0.000000,0.000000,0.0010000136
human_seo_labrika_0002,16,H,seo,2,0.0000000000,0.000000,0.000000,0.0000000000
nemotron_b012_P1_r1,1,A,seo,6,-0.0000040592,0.000000,0.000000,0.0000085044
nemotron_b012_P1_r1,2,A,seo,6,-0.0350332446,0.166667,0.000000,0.1097006835
nemotron_b012_P1_r1,3,A,seo,6,-0.0136785019,0.000000,0.000000,0.0299972447
nemotron_b012_P1_r1,4,A,seo,6,-0.0004869403,0.000000,0.000000,0.0014295141
nemotron_b012_P1_r1,5,A,seo,6,-0.0000859132,0.000000,0.000000,0.0002633471
nemotron_b012_P1_r1,10,A,seo,6,-0.0413522126,0.500000,0.000000,0.0933696293
nemotron_b012_P1_r1,11,A,seo,6,-0.8082198817,0.833333,0.833333,0.9987596502
nemotron_b012_P1_r1,13,A,seo,6,0.0000212513,0.000000,0.000000,0.0000608999
nemotron_b012_P1_r1,15,A,seo,6,-0.0000811330,0.000000,0.000000,0.0002697654
nemotron_b012_P1_r1,16,A,seo,6,-0.0405014386,0.500000,0.000000,0.1016164126
nemotron_b015_P3_r2,1,A,seo,5,-0.0003513574,0.000000,0.000000,0.0045932608
nemotron_b015_P3_r2,2,A,seo,5,-0.0156464103,0.200000,0.000000,0.0604163270
nemotron_b015_P3_r2,3,A,seo,5,0.0000009181,0.000000,0.000000,0.0000041578
nemotron_b015_P3_r2,4,A,seo,5,-0.0471115252,0.200000,0.000000,0.1942065324
nemotron_b015_P3_r2,5,A,seo,5,-0.0577174263,0.200000,0.000000,0.2412562516
nemotron_b015_P3_r2,10,A,seo,5,-0.0285512152,0.200000,0.000000,0.1092701761
nemotron_b015_P3_r2,11,A,seo,5,-0.0626090220,0.200000,0.000000,0.2447480023
nemotron_b015_P3_r2,13,A,seo,5,-0.0178089081,0.200000,0.000000,0.0810609003
nemotron_b015_P3_r2,15,A,seo,5,-0.0091665110,0.000000,0.000000,0.0439886289
nemotron_b015_P3_r2,16,A,seo,5,-0.0107592993,0.200000,0.000000,0.0845028734
nemotron_b016_P1_r1,1,A,analytics,6,0.0022669967,0.000000,0.000000,0.0058954596
nemotron_b016_P1_r1,2,A,analytics,6,-0.8285821761,1.000000,1.000000,0.9663863109
nemotron_b016_P1_r1,3,A,analytics,6,-0.0191129026,0.166667,0.000000,0.0509853790
nemotron_b016_P1_r1,4,A,analytics,6,0.0015290370,0.000000,0.000000,0.0038892582
nemotron_b016_P1_r1,5,A,analytics,6,-0.0190287046,0.000000,0.000000,0.0466344916
nemotron_b016_P1_r1,10,A,analytics,6,-0.0280240898,0.333333,0.000000,0.0752770370
nemotron_b016_P1_r1,11,A,analytics,6,-0.8234772282,0.833333,0.833333,0.9995035644
nemotron_b016_P1_r1,13,A,analytics,6,-0.0001845362,0.000000,0.000000,0.0004177700
nemotron_b016_P1_r1,15,A,analytics,6,0.0007625049,0.000000,0.000000,0.0022294310
nemotron_b016_P1_r1,16,A,analytics,6,-0.0419525499,0.333333,0.000000,0.1198457199
nemotron_b022_P3_r2,1,A,analytics,5,-0.0002898411,0.000000,0.000000,0.0005069819
nemotron_b022_P3_r2,2,A,analytics,5,-0.2968201286,1.000000,0.200000,0.6303596226
nemotron_b022_P3_r2,3,A,analytics,5,-0.1174114010,0.800000,0.000000,0.1592659117
nemotron_b022_P3_r2,4,A,analytics,5,0.0071848730,0.000000,0.000000,0.0118965481
nemotron_b022_P3_r2,5,A,analytics,5,-0.0009012101,0.000000,0.000000,0.0015580372
nemotron_b022_P3_r2,10,A,analytics,5,-0.0837366661,0.800000,0.000000,0.1299812434
nemotron_b022_P3_r2,11,A,analytics,5,-0.9624166691,1.000000,1.000000,0.9969578153
nemotron_b022_P3_r2,13,A,analytics,5,-0.0002020839,0.000000,0.000000,0.0019551445
nemotron_b022_P3_r2,15,A,analytics,5,0.0028895721,0.000000,0.000000,0.0054310067
nemotron_b022_P3_r2,16,A,analytics,5,-0.1101108964,0.800000,0.000000,0.1788678881
nemotron_b028_P1_r2,1,A,analytics,6,-0.0004899465,0.000000,0.000000,0.0011770919
nemotron_b028_P1_r2,2,A,analytics,6,-0.1975066782,0.500000,0.166667,0.4798802440
nemotron_b028_P1_r2,3,A,analytics,6,-0.2242761735,0.500000,0.166667,0.4929607331
nemotron_b028_P1_r2,4,A,analytics,6,0.0007199053,0.000000,0.000000,0.0019607062
nemotron_b028_P1_r2,5,A,analytics,6,0.0004630829,0.000000,0.000000,0.0011574357
nemotron_b028_P1_r2,10,A,analytics,6,-0.1810022019,0.500000,0.000000,0.4244510999
nemotron_b028_P1_r2,11,A,analytics,6,-0.9406195439,1.000000,1.000000,0.9995967668
nemotron_b028_P1_r2,13,A,analytics,6,0.0004724984,0.000000,0.000000,0.0013642919
nemotron_b028_P1_r2,15,A,analytics,6,-0.0012339289,0.000000,0.000000,0.0035069810
nemotron_b028_P1_r2,16,A,analytics,6,-0.1956908252,0.500000,0.000000,0.4614344460
nemotron_b033_P2_r2,1,A,commercial,5,-0.0000219018,0.000000,0.000000,0.0000494296
nemotron_b033_P2_r2,2,A,commercial,5,-0.1063573679,0.600000,0.000000,0.2595252479
nemotron_b033_P2_r2,3,A,commercial,5,-0.0067083247,0.000000,0.000000,0.0123908535
nemotron_b033_P2_r2,4,A,commercial,5,-0.0012446928,0.000000,0.000000,0.0027253858
nemotron_b033_P2_r2,5,A,commercial,5,-0.0000354331,0.000000,0.000000,0.0000827298
nemotron_b033_P2_r2,10,A,commercial,5,-0.1444797525,0.600000,0.000000,0.2558318698
nemotron_b033_P2_r2,11,A,commercial,5,-0.7969837867,0.800000,0.800000,0.9972477207
nemotron_b033_P2_r2,13,A,commercial,5,0.0000098470,0.000000,0.000000,0.0000202554
nemotron_b033_P2_r2,15,A,commercial,5,0.0000000000,0.000000,0.000000,0.0000000000
nemotron_b033_P2_r2,16,A,commercial,5,-0.0051283911,0.000000,0.000000,0.0103687198
nemotron_b038_P1_r2,1,A,commercial,5,0.0000404907,0.000000,0.000000,0.0000745311
nemotron_b038_P1_r2,2,A,commercial,5,-0.0612601622,0.600000,0.000000,0.1417212010
nemotron_b038_P1_r2,3,A,commercial,5,-0.0043393639,0.000000,0.000000,0.0083099086
nemotron_b038_P1_r2,4,A,commercial,5,0.0000937502,0.000000,0.000000,0.0001827887
nemotron_b038_P1_r2,5,A,commercial,5,0.0000974985,0.000000,0.000000,0.0002239892
nemotron_b038_P1_r2,10,A,commercial,5,-0.0020121595,0.000000,0.000000,0.0042654301
nemotron_b038_P1_r2,11,A,commercial,5,-0.7767045828,0.800000,0.800000,0.9954411730
nemotron_b038_P1_r2,13,A,commercial,5,-0.0001412065,0.000000,0.000000,0.0002970287
nemotron_b038_P1_r2,15,A,commercial,5,-0.0001267412,0.000000,0.000000,0.0002692688
nemotron_b038_P1_r2,16,A,commercial,5,-0.0038403456,0.000000,0.000000,0.0082250599
real_claude_b015_P2_r1,1,A,seo,4,0.0000244136,0.000000,0.000000,0.0000916824
real_claude_b015_P2_r1,2,A,seo,4,-0.1259587473,0.750000,0.000000,0.3225766368
real_claude_b015_P2_r1,3,A,seo,4,-0.0076362832,0.000000,0.000000,0.0275466602
real_claude_b015_P2_r1,4,A,seo,4,-0.0002523352,0.000000,0.000000,0.0010758980
real_claude_b015_P2_r1,5,A,seo,4,-0.0000819215,0.000000,0.000000,0.0003214820
real_claude_b015_P2_r1,10,A,seo,4,-0.0054339390,0.000000,0.000000,0.0217914748
real_claude_b015_P2_r1,11,A,seo,4,-0.8757681663,1.000000,1.000000,0.9996981498
real_claude_b015_P2_r1,13,A,seo,4,0.0001201038,0.000000,0.000000,0.0004647768
real_claude_b015_P2_r1,15,A,seo,4,-0.0002108559,0.000000,0.000000,0.0007839996
real_claude_b015_P2_r1,16,A,seo,4,-0.0039085709,0.000000,0.000000,0.0157684422
real_claude_b018_P3_r2,1,A,analytics,4,-0.0000082715,0.000000,0.000000,0.0000292817
real_claude_b018_P3_r2,2,A,analytics,4,-0.0039848564,0.000000,0.000000,0.0112184567
real_claude_b018_P3_r2,3,A,analytics,4,-0.0048214445,0.000000,0.000000,0.0139193401
real_claude_b018_P3_r2,4,A,analytics,4,-0.0014534980,0.000000,0.000000,0.0051709445
real_claude_b018_P3_r2,5,A,analytics,4,0.0000245646,0.000000,0.000000,0.0000870067
real_claude_b018_P3_r2,10,A,analytics,4,-0.0018279884,0.000000,0.000000,0.0059158008
real_claude_b018_P3_r2,11,A,analytics,4,-0.8030213837,1.000000,0.750000,0.9972649320
real_claude_b018_P3_r2,13,A,analytics,4,-0.0003362171,0.000000,0.000000,0.0011493820
real_claude_b018_P3_r2,15,A,analytics,4,0.0000849886,0.000000,0.000000,0.0003061120
real_claude_b018_P3_r2,16,A,analytics,4,-0.0062139587,0.000000,0.000000,0.0174591916
real_claude_b024_P1_r2,1,A,analytics,5,-0.0000569899,0.000000,0.000000,0.0002779473
real_claude_b024_P1_r2,2,A,analytics,5,-0.0327435164,0.200000,0.000000,0.0929345310
real_claude_b024_P1_r2,3,A,analytics,5,-0.0011294763,0.000000,0.000000,0.0054477147
real_claude_b024_P1_r2,4,A,analytics,5,-0.0003098180,0.000000,0.000000,0.0015282676
real_claude_b024_P1_r2,5,A,analytics,5,-0.0000097515,0.000000,0.000000,0.0000484479
real_claude_b024_P1_r2,10,A,analytics,5,-0.0030415230,0.000000,0.000000,0.0144445017
real_claude_b024_P1_r2,11,A,analytics,5,-0.5317748148,0.600000,0.600000,0.8978199098
real_claude_b024_P1_r2,13,A,analytics,5,-0.0001108430,0.000000,0.000000,0.0005513647
real_claude_b024_P1_r2,15,A,analytics,5,-0.0000854262,0.000000,0.000000,0.0004241381
real_claude_b024_P1_r2,16,A,analytics,5,-0.0003830238,0.000000,0.000000,0.0018536467
real_claude_b025_P2_r1,1,A,analytics,4,-0.0000054283,0.000000,0.000000,0.0000213453
real_claude_b025_P2_r1,2,A,analytics,4,-0.0941976558,0.500000,0.000000,0.2715553604
real_claude_b025_P2_r1,3,A,analytics,4,-0.0042661388,0.000000,0.000000,0.0162426829
real_claude_b025_P2_r1,4,A,analytics,4,0.0003579491,0.000000,0.000000,0.0014120796
real_claude_b025_P2_r1,5,A,analytics,4,-0.0002732199,0.000000,0.000000,0.0010536139
real_claude_b025_P2_r1,10,A,analytics,4,-0.0147684852,0.250000,0.000000,0.0509717931
real_claude_b025_P2_r1,11,A,analytics,4,-0.6463904816,1.000000,0.750000,0.9621169471
real_claude_b025_P2_r1,13,A,analytics,4,0.0001592764,0.000000,0.000000,0.0006326598
real_claude_b025_P2_r1,15,A,analytics,4,0.0001537506,0.000000,0.000000,0.0006093775
real_claude_b025_P2_r1,16,A,analytics,4,-0.0011461964,0.000000,0.000000,0.0044117940
real_claude_b034_P2_r2,1,A,commercial,4,0.0000193218,0.000000,0.000000,0.0000765246
real_claude_b034_P2_r2,2,A,commercial,4,-0.0124524882,0.000000,0.000000,0.0434542149
real_claude_b034_P2_r2,3,A,commercial,4,-0.0067599472,0.000000,0.000000,0.0263740456
real_claude_b034_P2_r2,4,A,commercial,4,0.0004364863,0.000000,0.000000,0.0017246275
real_claude_b034_P2_r2,5,A,commercial,4,0.0000255769,0.000000,0.000000,0.0001038335
real_claude_b034_P2_r2,10,A,commercial,4,-0.0178531685,0.250000,0.000000,0.0665853332
real_claude_b034_P2_r2,11,A,commercial,4,-0.9319153565,1.000000,1.000000,0.9918951748
real_claude_b034_P2_r2,13,A,commercial,4,0.0001072009,0.000000,0.000000,0.0004323375
real_claude_b034_P2_r2,15,A,commercial,4,0.0001765312,0.000000,0.000000,0.0007070554
real_claude_b034_P2_r2,16,A,commercial,4,-0.0158080130,0.250000,0.000000,0.0597205676
real_claude_b040_P3_r2,1,A,commercial,4,-0.0000245746,0.000000,0.000000,0.0000954269
real_claude_b040_P3_r2,2,A,commercial,4,-0.0046248084,0.000000,0.000000,0.0160807600
real_claude_b040_P3_r2,3,A,commercial,4,-0.0068826526,0.000000,0.000000,0.0241419592
real_claude_b040_P3_r2,4,A,commercial,4,-0.0004640910,0.000000,0.000000,0.0018097232
real_claude_b040_P3_r2,5,A,commercial,4,0.0000003655,0.000000,0.000000,0.0000014195
real_claude_b040_P3_r2,10,A,commercial,4,-0.0594173227,0.500000,0.000000,0.1335693191
real_claude_b040_P3_r2,11,A,commercial,4,-0.7419424535,1.000000,0.750000,0.9960455256
