document_id,feature_id,genre_percentile
gpt_b005_P3_r2,R06,0.0000
gpt_b005_P3_r2,R07,0.0000
gpt_b005_P3_r2,S01,0.9374
gpt_b005_P3_r2,S02,0.1726
gpt_b005_P3_r2,S03,0.6565
gpt_b005_P3_r2,S04,0.9628
gpt_b005_P3_r2,S05,0.8545
gpt_b005_P3_r2,S06,0.2876
gpt_b005_P3_r2,S07,0.4907
gpt_b005_P3_r2,S08,0.7834
gpt_b005_P3_r2,S09,0.9137
gpt_b005_P3_r2,S10,0.0000
gpt_b005_P3_r2,X01,0.6414
gpt_b005_P3_r2,X02,0.5132
gpt_b005_P3_r2,X05,0.9222
gpt_b006_P1_r1,C01,0.3672
gpt_b006_P1_r1,C02,0.0000
gpt_b006_P1_r1,C03,0.0000
gpt_b006_P1_r1,C05,0.0000
gpt_b006_P1_r1,C06,0.0000
gpt_b006_P1_r1,D04,0.2234
gpt_b006_P1_r1,D05,0.0000
gpt_b006_P1_r1,F01,0.0000
gpt_b006_P1_r1,F02,0.2673
gpt_b006_P1_r1,F03,0.3130
gpt_b006_P1_r1,F04,0.0000
gpt_b006_P1_r1,F05,0.0000
gpt_b006_P1_r1,F06,0.0000
gpt_b006_P1_r1,F07,0.0000
gpt_b006_P1_r1,F08,0.9361
gpt_b006_P1_r1,L01,0.1591
gpt_b006_P1_r1,L02,0.2758
gpt_b006_P1_r1,L03,0.1489
gpt_b006_P1_r1,L04,0.1151
gpt_b006_P1_r1,L05,0.9746
gpt_b006_P1_r1,L06,0.1337
gpt_b006_P1_r1,L07,0.9611
gpt_b006_P1_r1,L08,0.8613
gpt_b006_P1_r1,L09,0.3181
gpt_b006_P1_r1,M01,0.1607
gpt_b006_P1_r1,M02,0.0102
gpt_b006_P1_r1,M05,0.4095
gpt_b006_P1_r1,P01,0.0000
gpt_b006_P1_r1,R01,0.1235
gpt_b006_P1_r1,R02,0.0000
gpt_b006_P1_r1,R03,0.0000
gpt_b006_P1_r1,R04,0.0203
gpt_b006_P1_r1,R05,0.4552
gpt_b006_P1_r1,R06,0.0000
gpt_b006_P1_r1,R07,0.0000
gpt_b006_P1_r1,S01,0.2961
gpt_b006_P1_r1,S02,0.1235
gpt_b006_P1_r1,S03,0.0135
gpt_b006_P1_r1,S04,0.2538
gpt_b006_P1_r1,S05,0.7360
gpt_b006_P1_r1,S06,0.3503
gpt_b006_P1_r1,S07,0.5787
gpt_b006_P1_r1,S08,0.9120
gpt_b006_P1_r1,S09,0.8020
gpt_b006_P1_r1,S10,0.0000
gpt_b006_P1_r1,X01,0.6414
gpt_b006_P1_r1,X05,0.7194
gpt_b006_P1_r2,C01,0.8477
gpt_b006_P1_r2,C02,0.0880
gpt_b006_P1_r2,C03,0.0000
gpt_b006_P1_r2,C05,0.9019
gpt_b006_P1_r2,C06,0.6058
gpt_b006_P1_r2,D04,0.3739
gpt_b006_P1_r2,D05,0.5990
gpt_b006_P1_r2,F01,0.0000
gpt_b006_P1_r2,F02,0.6920
gpt_b006_P1_r2,F03,0.7902
gpt_b006_P1_r2,F04,0.0000
gpt_b006_P1_r2,F05,0.0000
gpt_b006_P1_r2,F06,0.0000
gpt_b006_P1_r2,F07,0.0000
gpt_b006_P1_r2,F08,0.8472
gpt_b006_P1_r2,L01,0.2809
gpt_b006_P1_r2,L02,0.3215
gpt_b006_P1_r2,L03,0.3824
gpt_b006_P1_r2,L04,0.1032
gpt_b006_P1_r2,L05,0.9611
gpt_b006_P1_r2,L06,0.1320
gpt_b006_P1_r2,L07,0.9255
gpt_b006_P1_r2,L08,0.8393
gpt_b006_P1_r2,L09,0.1540
gpt_b006_P1_r2,M01,0.3316
gpt_b006_P1_r2,M02,0.6768
gpt_b006_P1_r2,M05,0.2369
gpt_b006_P1_r2,P01,0.1743
gpt_b006_P1_r2,R01,0.7902
gpt_b006_P1_r2,R02,0.5059
gpt_b006_P1_r2,R03,0.6514
gpt_b006_P1_r2,R04,0.8697
gpt_b006_P1_r2,R05,0.5110
gpt_b006_P1_r2,R06,0.7276
gpt_b006_P1_r2,R07,0.0000
gpt_b006_P1_r2,S01,0.6464
gpt_b006_P1_r2,S02,0.7902
gpt_b006_P1_r2,S03,0.1134
gpt_b006_P1_r2,S04,0.9408
gpt_b006_P1_r2,S05,0.6430
gpt_b006_P1_r2,S06,0.3063
gpt_b006_P1_r2,S07,0.9814
gpt_b006_P1_r2,S08,0.8426
gpt_b006_P1_r2,S09,0.9205
gpt_b006_P1_r2,S10,0.0000
gpt_b006_P1_r2,X01,0.8838
gpt_b006_P1_r2,X02,0.6605
gpt_b006_P1_r2,X05,0.4389
gpt_b006_P2_r1,C01,0.2640
gpt_b006_P2_r1,C02,0.0000
gpt_b006_P2_r1,C03,0.0000
gpt_b006_P2_r1,C05,0.0000
gpt_b006_P2_r1,C06,0.0000
gpt_b006_P2_r1,D04,0.5770
gpt_b006_P2_r1,D05,0.0000
gpt_b006_P2_r1,F01,0.5702
gpt_b006_P2_r1,F02,0.0626
gpt_b006_P2_r1,F03,0.5161
gpt_b006_P2_r1,F04,0.0000
gpt_b006_P2_r1,F05,0.0000
gpt_b006_P2_r1,F06,0.0000
gpt_b006_P2_r1,F07,0.0000
gpt_b006_P2_r1,F08,0.7389
gpt_b006_P2_r1,L01,0.1506
gpt_b006_P2_r1,L02,0.3486
gpt_b006_P2_r1,L03,0.1641
gpt_b006_P2_r1,L04,0.0558
gpt_b006_P2_r1,L05,0.9594
gpt_b006_P2_r1,L06,0.2420
gpt_b006_P2_r1,L07,0.8934
gpt_b006_P2_r1,L08,0.7953
gpt_b006_P2_r1,L09,0.2572
gpt_b006_P2_r1,M01,0.4975
gpt_b006_P2_r1,M02,0.1760
gpt_b006_P2_r1,M05,0.5144
gpt_b006_P2_r1,P01,0.6176
gpt_b006_P2_r1,R01,0.2944
gpt_b006_P2_r1,R02,0.2352
gpt_b006_P2_r1,R03,0.0914
gpt_b006_P2_r1,R04,0.2183
gpt_b006_P2_r1,R05,0.1878
gpt_b006_P2_r1,R06,0.8680
gpt_b006_P2_r1,R07,0.9679
gpt_b006_P2_r1,S01,0.1997
gpt_b006_P2_r1,S02,0.2944
gpt_b006_P2_r1,S03,0.0135
gpt_b006_P2_r1,S04,0.0914
gpt_b006_P2_r1,S05,0.8325
gpt_b006_P2_r1,S06,0.2318
gpt_b006_P2_r1,S07,0.8088
gpt_b006_P2_r1,S08,0.9814
gpt_b006_P2_r1,S09,0.5161
gpt_b006_P2_r1,S10,0.0000
gpt_b006_P2_r1,X01,0.8838
gpt_b006_P2_r1,X02,0.6605
gpt_b006_P2_r1,X05,0.7056
gpt_b006_P2_r2,C01,0.6887
gpt_b006_P2_r2,C02,0.0000
gpt_b006_P2_r2,C03,0.0000
gpt_b006_P2_r2,C05,0.9289
gpt_b006_P2_r2,C06,0.4535
gpt_b006_P2_r2,D04,0.5888
gpt_b006_P2_r2,D05,0.0000
gpt_b006_P2_r2,F01,0.5381
gpt_b006_P2_r2,F02,0.0677
gpt_b006_P2_r2,F03,0.7766
gpt_b006_P2_r2,F04,0.0000
gpt_b006_P2_r2,F05,0.0000
gpt_b006_P2_r2,F06,0.0000
gpt_b006_P2_r2,F07,0.0000
gpt_b006_P2_r2,F08,0.8472
gpt_b006_P2_r2,L01,0.2081
gpt_b006_P2_r2,L02,0.4349
gpt_b006_P2_r2,L03,0.1895
gpt_b006_P2_r2,L04,0.1557
gpt_b006_P2_r2,L05,0.9289
gpt_b006_P2_r2,L06,0.3570
gpt_b006_P2_r2,L07,0.9492
gpt_b006_P2_r2,L08,0.6650
gpt_b006_P2_r2,L09,0.1827
gpt_b006_P2_r2,M01,0.3959
gpt_b006_P2_r2,M02,0.4585
gpt_b006_P2_r2,M05,0.5093
gpt_b006_P2_r2,P01,0.7445
gpt_b006_P2_r2,R01,0.1438
gpt_b006_P2_r2,R02,0.2064
gpt_b006_P2_r2,R03,0.1201
gpt_b006_P2_r2,R04,0.0931
gpt_b006_P2_r2,R05,0.7851
gpt_b006_P2_r2,R06,0.8849
gpt_b006_P2_r2,R07,0.8426
gpt_b006_P2_r2,S01,0.5448
gpt_b006_P2_r2,S02,0.1438
gpt_b006_P2_r2,S03,0.3909
gpt_b006_P2_r2,S04,0.4467
gpt_b006_P2_r2,S05,0.8545
gpt_b006_P2_r2,S06,0.4230
gpt_b006_P2_r2,S07,0.8731
gpt_b006_P2_r2,S08,0.8917
gpt_b006_P2_r2,S09,0.3570
gpt_b006_P2_r2,S10,0.0000
gpt_b006_P2_r2,X01,0.6414
gpt_b006_P2_r2,X02,0.8553
gpt_b006_P2_r2,X05,0.4917
gpt_b006_P3_r1,C01,0.6159
gpt_b006_P3_r1,C02,0.0000
gpt_b006_P3_r1,C03,0.0000
gpt_b006_P3_r1,C05,0.0000
gpt_b006_P3_r1,C06,0.0000
gpt_b006_P3_r1,D04,0.3249
gpt_b006_P3_r1,D05,0.0000
gpt_b006_P3_r1,F01,0.0000
gpt_b006_P3_r1,F02,0.2893
gpt_b006_P3_r1,F03,0.1404
gpt_b006_P3_r1,F04,0.0000
gpt_b006_P3_r1,F05,0.0000
gpt_b006_P3_r1,F06,0.0000
gpt_b006_P3_r1,F07,0.0000
gpt_b006_P3_r1,F08,0.7389
gpt_b006_P3_r1,L01,0.3164
gpt_b006_P3_r1,L02,0.3604
gpt_b006_P3_r1,L03,0.2284
gpt_b006_P3_r1,L04,0.0305
gpt_b006_P3_r1,L05,0.9695
gpt_b006_P3_r1,L06,0.1607
gpt_b006_P3_r1,L07,0.8917
gpt_b006_P3_r1,L08,0.7293
gpt_b006_P3_r1,L09,0.2843
gpt_b006_P3_r1,M01,0.4704
gpt_b006_P3_r1,M02,0.0457
gpt_b006_P3_r1,M05,0.2572
gpt_b006_P3_r1,P01,0.0000
gpt_b006_P3_r1,R01,0.1895
gpt_b006_P3_r1,R02,0.0051
gpt_b006_P3_r1,R03,0.0017
gpt_b006_P3_r1,R04,0.0203
gpt_b006_P3_r1,R05,0.2589
gpt_b006_P3_r1,R06,0.0000
gpt_b006_P3_r1,R07,0.0000
gpt_b006_P3_r1,S01,0.1015
gpt_b006_P3_r1,S02,0.1895
gpt_b006_P3_r1,S03,0.0135
gpt_b006_P3_r1,S04,0.1844
gpt_b006_P3_r1,S05,0.6734
gpt_b006_P3_r1,S06,0.1100
gpt_b006_P3_r1,S07,0.6650
gpt_b006_P3_r1,S08,0.8832
gpt_b006_P3_r1,S09,0.9069
gpt_b006_P3_r1,S10,0.0000
gpt_b006_P3_r1,X01,0.6414
gpt_b006_P3_r1,X05,0.6111
gpt_b006_P3_r2,C01,0.7513
gpt_b006_P3_r2,C02,0.0000
gpt_b006_P3_r2,C03,0.0000
gpt_b006_P3_r2,C05,0.0000
gpt_b006_P3_r2,C06,0.0000
gpt_b006_P3_r2,D04,0.5990
gpt_b006_P3_r2,D05,0.0000
gpt_b006_P3_r2,F01,0.5465
gpt_b006_P3_r2,F02,0.3790
gpt_b006_P3_r2,F03,0.5922
gpt_b006_P3_r2,F04,0.0000
gpt_b006_P3_r2,F05,0.0000
gpt_b006_P3_r2,F06,0.0000
gpt_b006_P3_r2,F07,0.0000
gpt_b006_P3_r2,F08,0.8472
gpt_b006_P3_r2,L01,0.4941
gpt_b006_P3_r2,L02,0.6954
gpt_b006_P3_r2,L03,0.4856
gpt_b006_P3_r2,L04,0.0795
gpt_b006_P3_r2,L05,0.8596
gpt_b006_P3_r2,L06,0.2200
gpt_b006_P3_r2,L07,0.9188
gpt_b006_P3_r2,L08,0.4788
gpt_b006_P3_r2,L09,0.3959
gpt_b006_P3_r2,M01,0.0406
gpt_b006_P3_r2,M02,0.0677
gpt_b006_P3_r2,M05,0.5601
gpt_b006_P3_r2,P01,0.0795
gpt_b006_P3_r2,R01,0.2200
gpt_b006_P3_r2,R02,0.1151
gpt_b006_P3_r2,R03,0.5415
gpt_b006_P3_r2,R04,0.7699
gpt_b006_P3_r2,R05,0.9120
gpt_b006_P3_r2,R06,0.4958
gpt_b006_P3_r2,R07,0.0000
gpt_b006_P3_r2,S01,0.8816
gpt_b006_P3_r2,S02,0.2200
gpt_b006_P3_r2,S03,0.1134
gpt_b006_P3_r2,S04,0.9239
gpt_b006_P3_r2,S05,0.7259
gpt_b006_P3_r2,S06,0.3706
gpt_b006_P3_r2,S07,0.9137
gpt_b006_P3_r2,S08,0.9019
gpt_b006_P3_r2,S09,0.8545
gpt_b006_P3_r2,S10,0.0000
gpt_b006_P3_r2,X01,0.0000
gpt_b006_P3_r2,X02,0.1763
gpt_b006_P3_r2,X05,0.7333
gpt_b007_P1_r1,C01,0.0203
gpt_b007_P1_r1,C02,0.0000
gpt_b007_P1_r1,C03,0.0000
gpt_b007_P1_r1,C05,0.0000
gpt_b007_P1_r1,C06,0.7039
gpt_b007_P1_r1,D04,0.7225
gpt_b007_P1_r1,D05,0.7022
gpt_b007_P1_r1,F01,0.0000
gpt_b007_P1_r1,F02,0.2267
gpt_b007_P1_r1,F03,0.2352
gpt_b007_P1_r1,F04,0.0000
gpt_b007_P1_r1,F05,0.0000
gpt_b007_P1_r1,F06,0.0000
gpt_b007_P1_r1,F07,0.0000
gpt_b007_P1_r1,F08,0.9639
gpt_b007_P1_r1,L01,0.1083
gpt_b007_P1_r1,L02,0.1455
gpt_b007_P1_r1,L03,0.0863
gpt_b007_P1_r1,L04,0.0017
gpt_b007_P1_r1,L05,0.9255
gpt_b007_P1_r1,L06,0.2741
gpt_b007_P1_r1,L07,0.3672
gpt_b007_P1_r1,L08,0.0338
gpt_b007_P1_r1,L09,0.2792
gpt_b007_P1_r1,M01,0.5262
gpt_b007_P1_r1,M02,0.0118
gpt_b007_P1_r1,M05,0.2267
gpt_b007_P1_r1,P01,0.0000
gpt_b007_P1_r1,R01,0.2470
gpt_b007_P1_r1,R02,0.0085
gpt_b007_P1_r1,R03,0.0135
gpt_b007_P1_r1,R04,0.3147
gpt_b007_P1_r1,R05,0.7191
gpt_b007_P1_r1,R06,0.0000
gpt_b007_P1_r1,R07,0.0000
gpt_b007_P1_r1,S01,0.3706
gpt_b007_P1_r1,S02,0.2470
gpt_b007_P1_r1,S03,0.1134
gpt_b007_P1_r1,S04,0.1354
gpt_b007_P1_r1,S05,0.7936
gpt_b007_P1_r1,S06,0.2876
gpt_b007_P1_r1,S07,0.5482
gpt_b007_P1_r1,S08,0.8731
gpt_b007_P1_r1,S09,0.8714
gpt_b007_P1_r1,S10,0.0000
gpt_b007_P1_r1,X01,0.9798
gpt_b007_P1_r1,X05,0.8333
gpt_b007_P1_r2,C01,0.0491
gpt_b007_P1_r2,C02,0.0000
gpt_b007_P1_r2,C03,0.0000
gpt_b007_P1_r2,C05,0.0000
gpt_b007_P1_r2,C06,0.8156
gpt_b007_P1_r2,D04,0.6227
gpt_b007_P1_r2,D05,0.4399
gpt_b007_P1_r2,F01,0.0000
gpt_b007_P1_r2,F02,0.3824
gpt_b007_P1_r2,F03,0.5618
gpt_b007_P1_r2,F04,0.0000
gpt_b007_P1_r2,F05,0.0000
gpt_b007_P1_r2,F06,0.0000
gpt_b007_P1_r2,F07,0.0000
gpt_b007_P1_r2,F08,0.8639
gpt_b007_P1_r2,L01,0.2893
gpt_b007_P1_r2,L02,0.3553
gpt_b007_P1_r2,L03,0.1455
gpt_b007_P1_r2,L04,0.0085
gpt_b007_P1_r2,L05,0.8799
gpt_b007_P1_r2,L06,0.4399
gpt_b007_P1_r2,L07,0.5871
gpt_b007_P1_r2,L08,0.0931
gpt_b007_P1_r2,L09,0.0423
gpt_b007_P1_r2,M01,0.2758
gpt_b007_P1_r2,M02,0.1878
gpt_b007_P1_r2,M05,0.0355
gpt_b007_P1_r2,P01,0.2014
gpt_b007_P1_r2,R01,0.1557
gpt_b007_P1_r2,R02,0.1557
gpt_b007_P1_r2,R03,0.2707
gpt_b007_P1_r2,R04,0.2623
gpt_b007_P1_r2,R05,0.7360
gpt_b007_P1_r2,R06,0.8156
gpt_b007_P1_r2,R07,0.0000
gpt_b007_P1_r2,S01,0.6481
gpt_b007_P1_r2,S02,0.1557
gpt_b007_P1_r2,S03,0.3909
gpt_b007_P1_r2,S04,0.4687
gpt_b007_P1_r2,S05,0.8173
gpt_b007_P1_r2,S06,0.2453
gpt_b007_P1_r2,S07,0.7411
gpt_b007_P1_r2,S08,0.8223
gpt_b007_P1_r2,S09,0.9103
gpt_b007_P1_r2,S10,0.0000
gpt_b007_P1_r2,X01,0.8838
gpt_b007_P1_r2,X02,0.8553
gpt_b007_P1_r2,X05,0.7972
gpt_b007_P2_r1,C01,0.0575
gpt_b007_P2_r1,C02,0.0000
gpt_b007_P2_r1,C03,0.0000
gpt_b007_P2_r1,C05,0.0000
gpt_b007_P2_r1,C06,0.8849
gpt_b007_P2_r1,D04,0.2775
gpt_b007_P2_r1,D05,0.0000
gpt_b007_P2_r1,F01,0.5668
gpt_b007_P2_r1,F02,0.0558
gpt_b007_P2_r1,F03,0.4382
gpt_b007_P2_r1,F04,0.0000
gpt_b007_P2_r1,F05,0.0000
gpt_b007_P2_r1,F06,0.0000
gpt_b007_P2_r1,F07,0.0000
gpt_b007_P2_r1,F08,0.9250
gpt_b007_P2_r1,L01,0.3029
gpt_b007_P2_r1,L02,0.3706
gpt_b007_P2_r1,L03,0.0880
gpt_b007_P2_r1,L04,0.0829
gpt_b007_P2_r1,L05,0.9425
gpt_b007_P2_r1,L06,0.2690
gpt_b007_P2_r1,L07,0.7648
gpt_b007_P2_r1,L08,0.0085
gpt_b007_P2_r1,L09,0.2775
gpt_b007_P2_r1,M01,0.6142
gpt_b007_P2_r1,M02,0.5939
gpt_b007_P2_r1,M05,0.0626
gpt_b007_P2_r1,P01,0.6650
gpt_b007_P2_r1,R01,0.3655
gpt_b007_P2_r1,R02,0.4772
gpt_b007_P2_r1,R03,0.1387
gpt_b007_P2_r1,R04,0.1794
gpt_b007_P2_r1,R05,0.1743
gpt_b007_P2_r1,R06,0.8562
gpt_b007_P2_r1,R07,0.9645
gpt_b007_P2_r1,S01,0.1049
gpt_b007_P2_r1,S02,0.3655
gpt_b007_P2_r1,S03,0.1134
gpt_b007_P2_r1,S04,0.0474
gpt_b007_P2_r1,S05,0.6819
gpt_b007_P2_r1,S06,0.2250
gpt_b007_P2_r1,S07,0.2420
gpt_b007_P2_r1,S08,0.9069
gpt_b007_P2_r1,S09,0.5144
gpt_b007_P2_r1,S10,0.0000
gpt_b007_P2_r1,X01,0.9798
gpt_b007_P2_r1,X02,0.6605
gpt_b007_P2_r1,X05,0.7889
gpt_b007_P2_r2,C01,0.2132
gpt_b007_P2_r2,C02,0.0000
gpt_b007_P2_r2,C03,0.0000
gpt_b007_P2_r2,C05,0.0000
gpt_b007_P2_r2,C06,0.8223
gpt_b007_P2_r2,D04,0.9154
gpt_b007_P2_r2,D05,0.0000
gpt_b007_P2_r2,F01,0.5398
gpt_b007_P2_r2,F02,0.1997
gpt_b007_P2_r2,F03,0.3723
gpt_b007_P2_r2,F04,0.0000
gpt_b007_P2_r2,F05,0.0000
gpt_b007_P2_r2,F06,0.0000
gpt_b007_P2_r2,F07,0.0000
gpt_b007_P2_r2,F08,0.8639
gpt_b007_P2_r2,L01,0.2860
gpt_b007_P2_r2,L02,0.4738
gpt_b007_P2_r2,L03,0.0592
gpt_b007_P2_r2,L04,0.1624
gpt_b007_P2_r2,L05,0.8122
gpt_b007_P2_r2,L06,0.5364
gpt_b007_P2_r2,L07,0.5381
gpt_b007_P2_r2,L08,0.0660
gpt_b007_P2_r2,L09,0.1574
gpt_b007_P2_r2,M01,0.5093
gpt_b007_P2_r2,M02,0.6904
gpt_b007_P2_r2,M05,0.0914
gpt_b007_P2_r2,P01,0.6870
gpt_b007_P2_r2,R01,0.2047
gpt_b007_P2_r2,R02,0.3773
gpt_b007_P2_r2,R03,0.2403
gpt_b007_P2_r2,R04,0.0423
gpt_b007_P2_r2,R05,0.4924
gpt_b007_P2_r2,R06,0.7411
gpt_b007_P2_r2,R07,0.8714
gpt_b007_P2_r2,S01,0.3993
gpt_b007_P2_r2,S02,0.2047
gpt_b007_P2_r2,S03,0.3909
gpt_b007_P2_r2,S04,0.2369
gpt_b007_P2_r2,S05,0.9374
gpt_b007_P2_r2,S06,0.2386
gpt_b007_P2_r2,S07,0.5313
gpt_b007_P2_r2,S08,0.9679
gpt_b007_P2_r2,S09,0.4839
gpt_b007_P2_r2,S10,0.0000
gpt_b007_P2_r2,X01,0.9596
gpt_b007_P2_r2,X02,0.5132
gpt_b007_P2_r2,X05,0.7639
gpt_b007_P3_r1,C01,0.0778
gpt_b007_P3_r1,C02,0.0000
gpt_b007_P3_r1,C03,0.0000
gpt_b007_P3_r1,C05,0.0000
gpt_b007_P3_r1,C06,0.5161
gpt_b007_P3_r1,D04,0.7174
gpt_b007_P3_r1,D05,0.0000
gpt_b007_P3_r1,F01,0.0000
gpt_b007_P3_r1,F02,0.1963
gpt_b007_P3_r1,F03,0.0609
gpt_b007_P3_r1,F04,0.0000
gpt_b007_P3_r1,F05,0.0000
gpt_b007_P3_r1,F06,0.0000
gpt_b007_P3_r1,F07,0.0000
gpt_b007_P3_r1,F08,0.7667
gpt_b007_P3_r1,L01,0.0948
gpt_b007_P3_r1,L02,0.1946
gpt_b007_P3_r1,L03,0.1049
gpt_b007_P3_r1,L04,0.0677
gpt_b007_P3_r1,L05,0.9357
gpt_b007_P3_r1,L06,0.2995
gpt_b007_P3_r1,L07,0.6227
gpt_b007_P3_r1,L08,0.0626
gpt_b007_P3_r1,L09,0.3858
gpt_b007_P3_r1,M01,0.4501
gpt_b007_P3_r1,M02,0.0355
gpt_b007_P3_r1,M05,0.0998
gpt_b007_P3_r1,P01,0.0000
gpt_b007_P3_r1,R01,0.5245
gpt_b007_P3_r1,R02,0.0118
gpt_b007_P3_r1,R03,0.0051
gpt_b007_P3_r1,R04,0.7699
gpt_b007_P3_r1,R05,0.2504
gpt_b007_P3_r1,R06,0.0000
gpt_b007_P3_r1,R07,0.0000
gpt_b007_P3_r1,S01,0.1523
gpt_b007_P3_r1,S02,0.5245
gpt_b007_P3_r1,S03,0.0135
gpt_b007_P3_r1,S04,0.1777
gpt_b007_P3_r1,S05,0.7056
gpt_b007_P3_r1,S06,0.0643
gpt_b007_P3_r1,S07,0.3858
gpt_b007_P3_r1,S08,0.8494
gpt_b007_P3_r1,S09,0.8562
gpt_b007_P3_r1,S10,0.0000
gpt_b007_P3_r1,X01,0.6414
gpt_b007_P3_r1,X05,0.8278
gpt_b007_P3_r2,C01,0.1827
gpt_b007_P3_r2,C02,0.0000
gpt_b007_P3_r2,C03,0.0000
gpt_b007_P3_r2,C05,0.0000
gpt_b007_P3_r2,C06,0.7513
gpt_b007_P3_r2,D04,0.6954
gpt_b007_P3_r2,D05,0.0000
gpt_b007_P3_r2,F01,0.0000
gpt_b007_P3_r2,F02,0.2589
gpt_b007_P3_r2,F03,0.5042
gpt_b007_P3_r2,F04,0.0000
gpt_b007_P3_r2,F05,0.0000
gpt_b007_P3_r2,F06,0.0000
gpt_b007_P3_r2,F07,0.0000
gpt_b007_P3_r2,F08,0.7667
gpt_b007_P3_r2,L01,0.1878
gpt_b007_P3_r2,L02,0.2792
gpt_b007_P3_r2,L03,0.0609
gpt_b007_P3_r2,L04,0.0948
gpt_b007_P3_r2,L05,0.8714
gpt_b007_P3_r2,L06,0.4636
gpt_b007_P3_r2,L07,0.7107
gpt_b007_P3_r2,L08,0.1523
gpt_b007_P3_r2,L09,0.0220
gpt_b007_P3_r2,M01,0.6514
gpt_b007_P3_r2,M02,0.4433
gpt_b007_P3_r2,M05,0.0677
gpt_b007_P3_r2,P01,0.5448
gpt_b007_P3_r2,R01,0.4399
gpt_b007_P3_r2,R02,0.1946
gpt_b007_P3_r2,R03,0.1557
gpt_b007_P3_r2,R04,0.7699
gpt_b007_P3_r2,R05,0.7005
gpt_b007_P3_r2,R06,0.8477
gpt_b007_P3_r2,R07,0.8765
gpt_b007_P3_r2,S01,0.5398
gpt_b007_P3_r2,S02,0.4399
gpt_b007_P3_r2,S03,0.3909
gpt_b007_P3_r2,S04,0.3080
gpt_b007_P3_r2,S05,0.9357
gpt_b007_P3_r2,S06,0.3807
gpt_b007_P3_r2,S07,0.2758
gpt_b007_P3_r2,S08,0.7682
gpt_b007_P3_r2,S09,0.8816
gpt_b007_P3_r2,S10,0.0000
gpt_b007_P3_r2,X01,0.9596
gpt_b007_P3_r2,X02,0.8553
gpt_b007_P3_r2,X05,0.8083
gpt_b008_P1_r1,C01,0.5922
gpt_b008_P1_r1,C02,0.1895
gpt_b008_P1_r1,C03,0.0000
gpt_b008_P1_r1,C05,0.0000
gpt_b008_P1_r1,C06,0.2149
gpt_b008_P1_r1,D04,0.6396
gpt_b008_P1_r1,D05,0.0000
gpt_b008_P1_r1,F01,0.0000
gpt_b008_P1_r1,F02,0.3418
gpt_b008_P1_r1,F03,0.6514
gpt_b008_P1_r1,F04,0.0000
gpt_b008_P1_r1,F05,0.0000
gpt_b008_P1_r1,F06,0.0000
gpt_b008_P1_r1,F07,0.0000
gpt_b008_P1_r1,F08,0.5028
gpt_b008_P1_r1,L01,0.3841
gpt_b008_P1_r1,L02,0.5364
gpt_b008_P1_r1,L03,0.2064
gpt_b008_P1_r1,L04,0.0355
gpt_b008_P1_r1,L05,0.8020
gpt_b008_P1_r1,L06,0.2284
gpt_b008_P1_r1,L07,0.2589
gpt_b008_P1_r1,L08,0.3892
gpt_b008_P1_r1,L09,0.1184
gpt_b008_P1_r1,M01,0.4788
gpt_b008_P1_r1,M02,0.1083
gpt_b008_P1_r1,M05,0.3723
gpt_b008_P1_r1,P01,0.1794
gpt_b008_P1_r1,R01,0.3249
gpt_b008_P1_r1,R02,0.2403
gpt_b008_P1_r1,R03,0.3587
gpt_b008_P1_r1,R04,0.4162
gpt_b008_P1_r1,R05,0.6244
gpt_b008_P1_r1,R06,0.6227
gpt_b008_P1_r1,R07,0.0000
gpt_b008_P1_r1,S01,0.7208
gpt_b008_P1_r1,S02,0.3249
gpt_b008_P1_r1,S03,0.6565
gpt_b008_P1_r1,S04,0.7648
gpt_b008_P1_r1,S05,0.7293
gpt_b008_P1_r1,S06,0.5922
gpt_b008_P1_r1,S07,0.7259
gpt_b008_P1_r1,S08,0.7631
gpt_b008_P1_r1,S09,0.7648
gpt_b008_P1_r1,S10,0.0000
gpt_b008_P1_r1,X01,0.6414
gpt_b008_P1_r1,X02,0.4395
gpt_b008_P1_r1,X05,0.4972
gpt_b008_P1_r2,C01,0.4061
gpt_b008_P1_r2,C02,0.2115
gpt_b008_P1_r2,C03,0.0000
gpt_b008_P1_r2,C05,0.0000
gpt_b008_P1_r2,C06,0.3164
gpt_b008_P1_r2,D04,0.7970
gpt_b008_P1_r2,D05,0.0000
gpt_b008_P1_r2,F01,0.0000
gpt_b008_P1_r2,F02,0.5110
gpt_b008_P1_r2,F03,0.5465
gpt_b008_P1_r2,F04,0.0000
gpt_b008_P1_r2,F05,0.0000
gpt_b008_P1_r2,F06,0.0000
gpt_b008_P1_r2,F07,0.0000
gpt_b008_P1_r2,F08,0.1917
gpt_b008_P1_r2,L01,0.3113
gpt_b008_P1_r2,L02,0.4095
gpt_b008_P1_r2,L03,0.2369
gpt_b008_P1_r2,L04,0.0237
gpt_b008_P1_r2,L05,0.7817
gpt_b008_P1_r2,L06,0.2132
gpt_b008_P1_r2,L07,0.2961
gpt_b008_P1_r2,L08,0.1455
gpt_b008_P1_r2,L09,0.2521
gpt_b008_P1_r2,M01,0.1201
gpt_b008_P1_r2,M02,0.3942
gpt_b008_P1_r2,M05,0.7242
gpt_b008_P1_r2,P01,0.1658
gpt_b008_P1_r2,R01,0.5076
gpt_b008_P1_r2,R02,0.2098
