document_id,feature_id,genre_percentile
human_seo_madcats_0028,M02,0.5753
human_seo_madcats_0028,M05,0.0897
human_seo_madcats_0028,P01,0.3181
human_seo_madcats_0028,R01,0.9780
human_seo_madcats_0028,R02,0.8968
human_seo_madcats_0028,R03,0.4856
human_seo_madcats_0028,R04,0.9898
human_seo_madcats_0028,R05,0.2132
human_seo_madcats_0028,R06,0.0000
human_seo_madcats_0028,R07,0.4399
human_seo_madcats_0028,S01,0.2369
human_seo_madcats_0028,S02,0.9780
human_seo_madcats_0028,S03,0.8139
human_seo_madcats_0028,S04,0.7563
human_seo_madcats_0028,S05,0.3570
human_seo_madcats_0028,S06,0.9898
human_seo_madcats_0028,S07,0.1692
human_seo_madcats_0028,S08,0.9628
human_seo_madcats_0028,S09,0.9983
human_seo_madcats_0028,S10,0.0000
human_seo_madcats_0029,C01,0.3418
human_seo_madcats_0029,C02,0.2860
human_seo_madcats_0029,C03,0.0000
human_seo_madcats_0029,C05,0.0000
human_seo_madcats_0029,C06,0.5821
human_seo_madcats_0029,D04,0.5042
human_seo_madcats_0029,D05,0.5279
human_seo_madcats_0029,F01,0.0000
human_seo_madcats_0029,F02,0.5939
human_seo_madcats_0029,F03,0.1083
human_seo_madcats_0029,F04,0.0000
human_seo_madcats_0029,F05,0.0000
human_seo_madcats_0029,F06,0.0000
human_seo_madcats_0029,F07,0.0000
human_seo_madcats_0029,L01,0.5482
human_seo_madcats_0029,L02,0.4450
human_seo_madcats_0029,L03,0.5956
human_seo_madcats_0029,L04,0.4332
human_seo_madcats_0029,L05,0.5296
human_seo_madcats_0029,L06,0.7411
human_seo_madcats_0029,L07,0.9865
human_seo_madcats_0029,L08,0.9188
human_seo_madcats_0029,L09,0.5381
human_seo_madcats_0029,M01,0.4721
human_seo_madcats_0029,M02,0.7242
human_seo_madcats_0029,M05,0.1658
human_seo_madcats_0029,P01,0.3333
human_seo_madcats_0029,R01,0.2064
human_seo_madcats_0029,R02,0.3147
human_seo_madcats_0029,R03,0.3029
human_seo_madcats_0029,R04,0.6007
human_seo_madcats_0029,R05,0.6633
human_seo_madcats_0029,R06,0.0000
human_seo_madcats_0029,R07,0.0000
human_seo_madcats_0029,S01,0.9103
human_seo_madcats_0029,S02,0.2064
human_seo_madcats_0029,S03,0.9120
human_seo_madcats_0029,S04,0.6734
human_seo_madcats_0029,S05,0.9814
human_seo_madcats_0029,S06,0.2081
human_seo_madcats_0029,S07,0.3790
human_seo_madcats_0029,S08,0.7597
human_seo_madcats_0029,S09,0.6684
human_seo_madcats_0029,S10,0.0000
human_seo_madcats_0030,C01,0.3841
human_seo_madcats_0030,C02,0.9086
human_seo_madcats_0030,C03,0.8629
human_seo_madcats_0030,C05,0.0000
human_seo_madcats_0030,C06,0.5195
human_seo_madcats_0030,D04,0.2453
human_seo_madcats_0030,D05,0.8426
human_seo_madcats_0030,F01,0.0000
human_seo_madcats_0030,F02,0.8342
human_seo_madcats_0030,F03,0.3232
human_seo_madcats_0030,F04,0.0000
human_seo_madcats_0030,F05,0.0000
human_seo_madcats_0030,F06,0.0000
human_seo_madcats_0030,F07,0.0000
human_seo_madcats_0030,L01,0.2149
human_seo_madcats_0030,L02,0.1540
human_seo_madcats_0030,L03,0.3689
human_seo_madcats_0030,L04,0.3316
human_seo_madcats_0030,L05,0.0457
human_seo_madcats_0030,L06,0.9171
human_seo_madcats_0030,L07,0.4856
human_seo_madcats_0030,L08,0.0237
human_seo_madcats_0030,L09,0.3892
human_seo_madcats_0030,M01,0.6413
human_seo_madcats_0030,M02,0.7580
human_seo_madcats_0030,M05,0.2318
human_seo_madcats_0030,P01,0.3063
human_seo_madcats_0030,R01,0.6904
human_seo_madcats_0030,R02,0.9222
human_seo_madcats_0030,R03,0.7868
human_seo_madcats_0030,R04,0.8308
human_seo_madcats_0030,R05,0.4619
human_seo_madcats_0030,R06,0.0000
human_seo_madcats_0030,R07,0.0000
human_seo_madcats_0030,S01,0.3519
human_seo_madcats_0030,S02,0.6904
human_seo_madcats_0030,S03,0.8139
human_seo_madcats_0030,S04,0.4805
human_seo_madcats_0030,S05,0.2995
human_seo_madcats_0030,S06,0.6311
human_seo_madcats_0030,S07,0.0068
human_seo_madcats_0030,S08,0.8968
human_seo_madcats_0030,S09,0.9222
human_seo_madcats_0030,S10,0.0000
human_seo_madcats_ru_0001,C01,0.1540
human_seo_madcats_ru_0001,C02,0.6041
human_seo_madcats_ru_0001,C03,0.8900
human_seo_madcats_ru_0001,C05,0.0000
human_seo_madcats_ru_0001,C06,0.7851
human_seo_madcats_ru_0001,D04,0.2623
human_seo_madcats_ru_0001,D05,0.5804
human_seo_madcats_ru_0001,F01,0.0000
human_seo_madcats_ru_0001,F02,0.7986
human_seo_madcats_ru_0001,F03,0.0355
human_seo_madcats_ru_0001,F04,0.0000
human_seo_madcats_ru_0001,F05,0.0000
human_seo_madcats_ru_0001,F06,0.0000
human_seo_madcats_ru_0001,F07,0.0000
human_seo_madcats_ru_0001,L01,0.1675
human_seo_madcats_ru_0001,L02,0.2234
human_seo_madcats_ru_0001,L03,0.3164
human_seo_madcats_ru_0001,L04,0.5228
human_seo_madcats_ru_0001,L05,0.3621
human_seo_madcats_ru_0001,L06,0.7750
human_seo_madcats_ru_0001,L07,0.8156
human_seo_madcats_ru_0001,L08,0.5398
human_seo_madcats_ru_0001,L09,0.1540
human_seo_madcats_ru_0001,M01,0.7614
human_seo_madcats_ru_0001,M02,0.6261
human_seo_madcats_ru_0001,M05,0.7817
human_seo_madcats_ru_0001,P01,0.1844
human_seo_madcats_ru_0001,R01,0.4315
human_seo_madcats_ru_0001,R02,0.5922
human_seo_madcats_ru_0001,R03,0.6058
human_seo_madcats_ru_0001,R04,0.6751
human_seo_madcats_ru_0001,R05,0.4146
human_seo_madcats_ru_0001,R06,0.0000
human_seo_madcats_ru_0001,R07,0.0000
human_seo_madcats_ru_0001,S01,0.6853
human_seo_madcats_ru_0001,S02,0.4315
human_seo_madcats_ru_0001,S03,0.6565
human_seo_madcats_ru_0001,S04,0.6904
human_seo_madcats_ru_0001,S05,0.7648
human_seo_madcats_ru_0001,S06,0.0288
human_seo_madcats_ru_0001,S07,0.3435
human_seo_madcats_ru_0001,S08,0.7191
human_seo_madcats_ru_0001,S09,0.8782
human_seo_madcats_ru_0001,S10,0.0000
human_seo_madcats_ru_0002,C01,0.6701
human_seo_madcats_ru_0002,C02,0.6954
human_seo_madcats_ru_0002,C03,0.8799
human_seo_madcats_ru_0002,C05,0.0000
human_seo_madcats_ru_0002,C06,0.5076
human_seo_madcats_ru_0002,D04,0.3469
human_seo_madcats_ru_0002,D05,0.5618
human_seo_madcats_ru_0002,F01,0.0000
human_seo_madcats_ru_0002,F02,0.8596
human_seo_madcats_ru_0002,F03,0.4602
human_seo_madcats_ru_0002,F04,0.0000
human_seo_madcats_ru_0002,F05,0.0000
human_seo_madcats_ru_0002,F06,0.0000
human_seo_madcats_ru_0002,F07,0.0000
human_seo_madcats_ru_0002,L01,0.4788
human_seo_madcats_ru_0002,L02,0.3147
human_seo_madcats_ru_0002,L03,0.6548
human_seo_madcats_ru_0002,L04,0.2420
human_seo_madcats_ru_0002,L05,0.4788
human_seo_madcats_ru_0002,L06,0.5685
human_seo_madcats_ru_0002,L07,0.8054
human_seo_madcats_ru_0002,L08,0.9357
human_seo_madcats_ru_0002,L09,0.0085
human_seo_madcats_ru_0002,M01,0.7157
human_seo_madcats_ru_0002,M02,0.6937
human_seo_madcats_ru_0002,M05,0.7936
human_seo_madcats_ru_0002,P01,0.4213
human_seo_madcats_ru_0002,R01,0.9662
human_seo_madcats_ru_0002,R02,0.8697
human_seo_madcats_ru_0002,R03,0.4179
human_seo_madcats_ru_0002,R04,0.9154
human_seo_madcats_ru_0002,R05,0.2132
human_seo_madcats_ru_0002,R06,0.0000
human_seo_madcats_ru_0002,R07,0.4365
human_seo_madcats_ru_0002,S01,0.5702
human_seo_madcats_ru_0002,S02,0.9662
human_seo_madcats_ru_0002,S03,0.9915
human_seo_madcats_ru_0002,S04,0.7530
human_seo_madcats_ru_0002,S05,0.5922
human_seo_madcats_ru_0002,S06,0.5584
human_seo_madcats_ru_0002,S07,0.0981
human_seo_madcats_ru_0002,S08,0.6904
human_seo_madcats_ru_0002,S09,0.8003
human_seo_madcats_ru_0002,S10,0.0000
human_seo_madcats_ru_0003,C01,0.7445
human_seo_madcats_ru_0003,C02,0.6108
human_seo_madcats_ru_0003,C03,0.0000
human_seo_madcats_ru_0003,C05,0.0000
human_seo_madcats_ru_0003,C06,0.9729
human_seo_madcats_ru_0003,D04,0.1269
human_seo_madcats_ru_0003,D05,0.4805
human_seo_madcats_ru_0003,F01,0.0000
human_seo_madcats_ru_0003,F02,0.2217
human_seo_madcats_ru_0003,F03,0.0863
human_seo_madcats_ru_0003,F04,0.0000
human_seo_madcats_ru_0003,F05,0.0000
human_seo_madcats_ru_0003,F06,0.0000
human_seo_madcats_ru_0003,F07,0.0000
human_seo_madcats_ru_0003,L01,0.0914
human_seo_madcats_ru_0003,L02,0.1066
human_seo_madcats_ru_0003,L03,0.1184
human_seo_madcats_ru_0003,L04,0.4061
human_seo_madcats_ru_0003,L05,0.5144
human_seo_madcats_ru_0003,L06,0.5990
human_seo_madcats_ru_0003,L07,0.6244
human_seo_madcats_ru_0003,L08,0.6261
human_seo_madcats_ru_0003,L09,0.1861
human_seo_madcats_ru_0003,M01,0.8088
human_seo_madcats_ru_0003,M02,0.4027
human_seo_madcats_ru_0003,M05,0.7614
human_seo_madcats_ru_0003,P01,0.5279
human_seo_madcats_ru_0003,R01,0.3299
human_seo_madcats_ru_0003,R02,0.5821
human_seo_madcats_ru_0003,R03,0.5651
human_seo_madcats_ru_0003,R04,0.2183
human_seo_madcats_ru_0003,R05,0.7259
human_seo_madcats_ru_0003,R06,0.0000
human_seo_madcats_ru_0003,R07,0.6125
human_seo_madcats_ru_0003,S01,0.6227
human_seo_madcats_ru_0003,S02,0.3299
human_seo_madcats_ru_0003,S03,0.9543
human_seo_madcats_ru_0003,S04,0.1168
human_seo_madcats_ru_0003,S05,0.3046
human_seo_madcats_ru_0003,S06,0.0220
human_seo_madcats_ru_0003,S07,0.6193
human_seo_madcats_ru_0003,S08,0.3553
human_seo_madcats_ru_0003,S09,0.3773
human_seo_madcats_ru_0003,S10,0.0000
human_seo_madcats_ru_0003,X01,0.0000
human_seo_madcats_ru_0003,X02,0.0000
human_seo_madcats_ru_0004,C01,0.5482
human_seo_madcats_ru_0004,C02,0.6785
human_seo_madcats_ru_0004,C03,0.8088
human_seo_madcats_ru_0004,C05,0.0000
human_seo_madcats_ru_0004,C06,0.1489
human_seo_madcats_ru_0004,D04,0.6261
human_seo_madcats_ru_0004,D05,0.6616
human_seo_madcats_ru_0004,F01,0.0000
human_seo_madcats_ru_0004,F02,0.8680
human_seo_madcats_ru_0004,F03,0.1455
human_seo_madcats_ru_0004,F04,0.0000
human_seo_madcats_ru_0004,F05,0.0000
human_seo_madcats_ru_0004,F06,0.0000
human_seo_madcats_ru_0004,F07,0.0000
human_seo_madcats_ru_0004,L01,0.6481
human_seo_madcats_ru_0004,L02,0.6091
human_seo_madcats_ru_0004,L03,0.8240
human_seo_madcats_ru_0004,L04,0.2030
human_seo_madcats_ru_0004,L05,0.4450
human_seo_madcats_ru_0004,L06,0.6650
human_seo_madcats_ru_0004,L07,0.8020
human_seo_madcats_ru_0004,L08,0.8003
human_seo_madcats_ru_0004,L09,0.3096
human_seo_madcats_ru_0004,M01,0.5550
human_seo_madcats_ru_0004,M02,0.3875
human_seo_madcats_ru_0004,M05,0.0829
human_seo_madcats_ru_0004,P01,0.2047
human_seo_madcats_ru_0004,R01,0.4179
human_seo_madcats_ru_0004,R02,0.9374
human_seo_madcats_ru_0004,R03,0.8596
human_seo_madcats_ru_0004,R04,0.6007
human_seo_madcats_ru_0004,R05,0.5262
human_seo_madcats_ru_0004,R06,0.0000
human_seo_madcats_ru_0004,R07,0.0000
human_seo_madcats_ru_0004,S01,0.6210
human_seo_madcats_ru_0004,S02,0.4179
human_seo_madcats_ru_0004,S03,0.3909
human_seo_madcats_ru_0004,S04,0.5888
human_seo_madcats_ru_0004,S05,0.5804
human_seo_madcats_ru_0004,S06,0.4839
human_seo_madcats_ru_0004,S07,0.3824
human_seo_madcats_ru_0004,S08,0.4281
human_seo_madcats_ru_0004,S09,0.9543
human_seo_madcats_ru_0004,S10,0.0000
human_seo_madcats_ru_0005,C01,0.0846
human_seo_madcats_ru_0005,C02,0.1540
human_seo_madcats_ru_0005,C03,0.0000
human_seo_madcats_ru_0005,C05,0.0000
human_seo_madcats_ru_0005,C06,0.6261
human_seo_madcats_ru_0005,D04,0.9611
human_seo_madcats_ru_0005,D05,0.8274
human_seo_madcats_ru_0005,F01,0.0000
human_seo_madcats_ru_0005,F02,0.8223
human_seo_madcats_ru_0005,F03,0.2318
human_seo_madcats_ru_0005,F04,0.0000
human_seo_madcats_ru_0005,F05,0.0000
human_seo_madcats_ru_0005,F06,0.0000
human_seo_madcats_ru_0005,F07,0.0000
human_seo_madcats_ru_0005,L01,0.4399
human_seo_madcats_ru_0005,L02,0.4315
human_seo_madcats_ru_0005,L03,0.4907
human_seo_madcats_ru_0005,L04,0.6125
human_seo_madcats_ru_0005,L05,0.6176
human_seo_madcats_ru_0005,L06,0.7174
human_seo_madcats_ru_0005,L07,0.7530
human_seo_madcats_ru_0005,L08,0.3435
human_seo_madcats_ru_0005,L09,0.1963
human_seo_madcats_ru_0005,M01,0.1269
human_seo_madcats_ru_0005,M02,0.6616
human_seo_madcats_ru_0005,M05,0.2995
human_seo_madcats_ru_0005,P01,0.1134
human_seo_madcats_ru_0005,R01,0.8460
human_seo_madcats_ru_0005,R02,0.9780
human_seo_madcats_ru_0005,R03,0.7733
human_seo_madcats_ru_0005,R04,0.6379
human_seo_madcats_ru_0005,R05,0.0186
human_seo_madcats_ru_0005,R06,0.0000
human_seo_madcats_ru_0005,R07,0.0000
human_seo_madcats_ru_0005,S01,0.0152
human_seo_madcats_ru_0005,S02,0.8460
human_seo_madcats_ru_0005,S03,0.9120
human_seo_madcats_ru_0005,S04,0.1320
human_seo_madcats_ru_0005,S05,0.2741
human_seo_madcats_ru_0005,S06,0.9391
human_seo_madcats_ru_0005,S07,0.0406
human_seo_madcats_ru_0005,S08,0.8122
human_seo_madcats_ru_0005,S09,0.8139
human_seo_madcats_ru_0005,S10,0.0000
human_seo_madcats_ru_0006,C01,0.6396
human_seo_madcats_ru_0006,C02,0.5804
human_seo_madcats_ru_0006,C03,0.8274
human_seo_madcats_ru_0006,C05,0.7157
human_seo_madcats_ru_0006,C06,0.4315
human_seo_madcats_ru_0006,D04,0.0288
human_seo_madcats_ru_0006,D05,0.0000
human_seo_madcats_ru_0006,F01,0.0000
human_seo_madcats_ru_0006,F02,0.1709
human_seo_madcats_ru_0006,F03,0.2555
human_seo_madcats_ru_0006,F04,0.0000
human_seo_madcats_ru_0006,F05,0.0000
human_seo_madcats_ru_0006,F06,0.0000
human_seo_madcats_ru_0006,F07,0.0000
human_seo_madcats_ru_0006,L01,0.2420
human_seo_madcats_ru_0006,L02,0.3570
human_seo_madcats_ru_0006,L03,0.1015
human_seo_madcats_ru_0006,L04,0.5042
human_seo_madcats_ru_0006,L05,0.3570
human_seo_madcats_ru_0006,L06,0.7580
human_seo_madcats_ru_0006,L07,0.4264
human_seo_madcats_ru_0006,L08,0.6565
human_seo_madcats_ru_0006,L09,0.0051
human_seo_madcats_ru_0006,M01,0.1658
human_seo_madcats_ru_0006,M02,0.3892
human_seo_madcats_ru_0006,M05,0.8105
human_seo_madcats_ru_0006,P01,0.3807
human_seo_madcats_ru_0006,R01,0.3164
human_seo_madcats_ru_0006,R02,0.6481
human_seo_madcats_ru_0006,R03,0.4619
human_seo_madcats_ru_0006,R04,0.8037
human_seo_madcats_ru_0006,R05,0.7699
human_seo_madcats_ru_0006,R06,0.0000
human_seo_madcats_ru_0006,R07,0.0000
human_seo_madcats_ru_0006,S01,0.9594
human_seo_madcats_ru_0006,S02,0.3164
human_seo_madcats_ru_0006,S03,0.1134
human_seo_madcats_ru_0006,S04,0.8900
human_seo_madcats_ru_0006,S05,0.6142
human_seo_madcats_ru_0006,S06,0.7259
human_seo_madcats_ru_0006,S07,0.5888
human_seo_madcats_ru_0006,S08,0.2234
human_seo_madcats_ru_0006,S09,0.4416
human_seo_madcats_ru_0006,S10,0.0000
human_seo_madcats_ru_0007,C01,0.4805
human_seo_madcats_ru_0007,C02,0.5144
human_seo_madcats_ru_0007,C03,0.0000
human_seo_madcats_ru_0007,C05,0.0000
human_seo_madcats_ru_0007,C06,0.9272
human_seo_madcats_ru_0007,D04,0.0508
human_seo_madcats_ru_0007,D05,0.6142
human_seo_madcats_ru_0007,F01,0.0000
human_seo_madcats_ru_0007,F02,0.7970
human_seo_madcats_ru_0007,F03,0.2098
human_seo_madcats_ru_0007,F04,0.0000
human_seo_madcats_ru_0007,F05,0.0000
human_seo_madcats_ru_0007,F06,0.0000
human_seo_madcats_ru_0007,F07,0.0000
human_seo_madcats_ru_0007,L01,0.1743
human_seo_madcats_ru_0007,L02,0.0795
human_seo_madcats_ru_0007,L03,0.2166
human_seo_madcats_ru_0007,L04,0.7766
human_seo_madcats_ru_0007,L05,0.1421
human_seo_madcats_ru_0007,L06,0.9679
human_seo_madcats_ru_0007,L07,0.4704
human_seo_madcats_ru_0007,L08,0.2234
human_seo_madcats_ru_0007,L09,0.0795
human_seo_madcats_ru_0007,M01,0.8426
human_seo_madcats_ru_0007,M02,0.5313
human_seo_madcats_ru_0007,M05,0.5482
human_seo_madcats_ru_0007,P01,0.5059
human_seo_madcats_ru_0007,R01,0.8917
human_seo_madcats_ru_0007,R02,0.8393
human_seo_madcats_ru_0007,R03,0.2047
human_seo_madcats_ru_0007,R04,0.1201
human_seo_madcats_ru_0007,R05,0.0389
human_seo_madcats_ru_0007,R06,0.0000
human_seo_madcats_ru_0007,R07,0.4788
human_seo_madcats_ru_0007,S01,0.0254
human_seo_madcats_ru_0007,S02,0.8917
human_seo_madcats_ru_0007,S03,0.0135
human_seo_madcats_ru_0007,S04,0.1540
human_seo_madcats_ru_0007,S05,0.4382
human_seo_madcats_ru_0007,S06,0.9459
human_seo_madcats_ru_0007,S07,0.1303
human_seo_madcats_ru_0007,S08,0.6041
human_seo_madcats_ru_0007,S09,0.2995
human_seo_madcats_ru_0007,S10,0.0000
human_seo_madcats_ru_0008,C01,0.9255
human_seo_madcats_ru_0008,C02,0.5415
human_seo_madcats_ru_0008,C03,0.8934
human_seo_madcats_ru_0008,C05,0.0000
human_seo_madcats_ru_0008,C06,0.3909
human_seo_madcats_ru_0008,D04,0.8765
human_seo_madcats_ru_0008,D05,0.8494
human_seo_madcats_ru_0008,F01,0.0000
human_seo_madcats_ru_0008,F02,0.5888
human_seo_madcats_ru_0008,F03,0.2284
human_seo_madcats_ru_0008,F04,0.0000
human_seo_madcats_ru_0008,F05,0.0000
human_seo_madcats_ru_0008,F06,0.0000
human_seo_madcats_ru_0008,F07,0.0000
human_seo_madcats_ru_0008,L01,0.8257
human_seo_madcats_ru_0008,L02,0.6413
human_seo_madcats_ru_0008,L03,0.7800
human_seo_madcats_ru_0008,L04,0.9577
human_seo_madcats_ru_0008,L05,0.5212
human_seo_madcats_ru_0008,L06,0.7327
human_seo_madcats_ru_0008,L07,0.4044
human_seo_madcats_ru_0008,L08,0.4907
human_seo_madcats_ru_0008,L09,0.1946
human_seo_madcats_ru_0008,M01,0.6074
human_seo_madcats_ru_0008,M02,0.8206
human_seo_madcats_ru_0008,M05,0.5262
human_seo_madcats_ru_0008,P01,0.4382
human_seo_madcats_ru_0008,R01,0.7174
human_seo_madcats_ru_0008,R02,0.1354
human_seo_madcats_ru_0008,R03,0.8528
human_seo_madcats_ru_0008,R04,0.2623
human_seo_madcats_ru_0008,R05,0.1557
human_seo_madcats_ru_0008,R06,0.0000
human_seo_madcats_ru_0008,R07,0.0000
human_seo_madcats_ru_0008,S01,0.1709
human_seo_madcats_ru_0008,S02,0.7174
human_seo_madcats_ru_0008,S03,0.1134
human_seo_madcats_ru_0008,S04,0.0897
human_seo_madcats_ru_0008,S05,0.3418
human_seo_madcats_ru_0008,S06,0.7868
human_seo_madcats_ru_0008,S07,0.1387
human_seo_madcats_ru_0008,S08,0.3909
human_seo_madcats_ru_0008,S09,0.3164
human_seo_madcats_ru_0008,S10,0.0000
human_seo_madcats_ru_0009,C01,0.9848
human_seo_madcats_ru_0009,C02,0.6125
human_seo_madcats_ru_0009,C03,0.9695
human_seo_madcats_ru_0009,C05,0.0000
human_seo_madcats_ru_0009,C06,0.0000
human_seo_madcats_ru_0009,D04,0.1810
human_seo_madcats_ru_0009,D05,0.8359
human_seo_madcats_ru_0009,F01,0.0000
human_seo_madcats_ru_0009,F02,0.7090
human_seo_madcats_ru_0009,F03,0.4738
human_seo_madcats_ru_0009,F04,0.0000
human_seo_madcats_ru_0009,F05,0.0000
human_seo_madcats_ru_0009,F06,0.0000
human_seo_madcats_ru_0009,F07,0.0000
human_seo_madcats_ru_0009,L01,0.4382
human_seo_madcats_ru_0009,L02,0.2876
human_seo_madcats_ru_0009,L03,0.2149
human_seo_madcats_ru_0009,L04,0.9255
human_seo_madcats_ru_0009,L05,0.4569
human_seo_madcats_ru_0009,L06,0.7293
human_seo_madcats_ru_0009,L07,0.7343
human_seo_madcats_ru_0009,L08,0.4856
human_seo_madcats_ru_0009,L09,0.1878
human_seo_madcats_ru_0009,M01,0.7699
human_seo_madcats_ru_0009,M02,0.4924
human_seo_madcats_ru_0009,M05,0.6345
human_seo_madcats_ru_0009,P01,0.4721
human_seo_madcats_ru_0009,R01,0.7733
human_seo_madcats_ru_0009,R02,0.1574
human_seo_madcats_ru_0009,R03,0.8629
human_seo_madcats_ru_0009,R04,0.2183
human_seo_madcats_ru_0009,R05,0.0457
human_seo_madcats_ru_0009,R06,0.0000
human_seo_madcats_ru_0009,R07,0.0000
human_seo_madcats_ru_0009,S01,0.1269
human_seo_madcats_ru_0009,S02,0.7733
human_seo_madcats_ru_0009,S03,0.1134
human_seo_madcats_ru_0009,S04,0.0948
human_seo_madcats_ru_0009,S05,0.1895
human_seo_madcats_ru_0009,S06,0.7547
human_seo_madcats_ru_0009,S07,0.0186
human_seo_madcats_ru_0009,S08,0.3672
human_seo_madcats_ru_0009,S09,0.0474
human_seo_madcats_ru_0009,S10,0.0000
human_seo_madcats_ru_0010,C01,0.9898
human_seo_madcats_ru_0010,C02,0.4044
human_seo_madcats_ru_0010,C03,0.9188
human_seo_madcats_ru_0010,C05,0.0000
human_seo_madcats_ru_0010,C06,0.7682
human_seo_madcats_ru_0010,D04,0.6548
human_seo_madcats_ru_0010,D05,0.8105
human_seo_madcats_ru_0010,F01,0.0000
human_seo_madcats_ru_0010,F02,0.7208
human_seo_madcats_ru_0010,F03,0.5431
human_seo_madcats_ru_0010,F04,0.0000
human_seo_madcats_ru_0010,F05,0.0000
human_seo_madcats_ru_0010,F06,0.0000
human_seo_madcats_ru_0010,F07,0.0000
human_seo_madcats_ru_0010,L01,0.2301
human_seo_madcats_ru_0010,L02,0.4247
human_seo_madcats_ru_0010,L03,0.1912
human_seo_madcats_ru_0010,L04,0.8494
human_seo_madcats_ru_0010,L05,0.3723
human_seo_madcats_ru_0010,L06,0.8393
human_seo_madcats_ru_0010,L07,0.8883
human_seo_madcats_ru_0010,L08,0.3587
human_seo_madcats_ru_0010,L09,0.5550
human_seo_madcats_ru_0010,M01,0.7259
human_seo_madcats_ru_0010,M02,0.4078
human_seo_madcats_ru_0010,M05,0.9137
human_seo_madcats_ru_0010,P01,0.4315
human_seo_madcats_ru_0010,R01,0.7124
human_seo_madcats_ru_0010,R02,0.2521
human_seo_madcats_ru_0010,R03,0.9137
human_seo_madcats_ru_0010,R04,0.2183
human_seo_madcats_ru_0010,R05,0.1438
human_seo_madcats_ru_0010,R06,0.0000
human_seo_madcats_ru_0010,R07,0.0000
human_seo_madcats_ru_0010,S01,0.3587
human_seo_madcats_ru_0010,S02,0.7124
human_seo_madcats_ru_0010,S03,0.6565
human_seo_madcats_ru_0010,S04,0.4552
human_seo_madcats_ru_0010,S05,0.4433
human_seo_madcats_ru_0010,S06,0.3316
human_seo_madcats_ru_0010,S07,0.0423
human_seo_madcats_ru_0010,S08,0.6413
human_seo_madcats_ru_0010,S09,0.0846
human_seo_madcats_ru_0010,S10,0.0000
human_seo_madcats_ru_0012,C01,0.9103
human_seo_madcats_ru_0012,C02,0.1760
human_seo_madcats_ru_0012,C03,0.0000
human_seo_madcats_ru_0012,C05,0.0000
human_seo_madcats_ru_0012,C06,0.6616
human_seo_madcats_ru_0012,D04,0.8782
human_seo_madcats_ru_0012,D05,0.8190
human_seo_madcats_ru_0012,F01,0.0000
human_seo_madcats_ru_0012,F02,0.7073
human_seo_madcats_ru_0012,F03,0.2876
human_seo_madcats_ru_0012,F04,0.0000
human_seo_madcats_ru_0012,F05,0.0000
human_seo_madcats_ru_0012,F06,0.0000
human_seo_madcats_ru_0012,F07,0.0000
human_seo_madcats_ru_0012,L01,0.4450
human_seo_madcats_ru_0012,L02,0.3909
human_seo_madcats_ru_0012,L03,0.5076
human_seo_madcats_ru_0012,L04,0.9323
human_seo_madcats_ru_0012,L05,0.2014
human_seo_madcats_ru_0012,L06,0.9442
human_seo_madcats_ru_0012,L07,0.4602
human_seo_madcats_ru_0012,L08,0.3959
human_seo_madcats_ru_0012,L09,0.3824
human_seo_madcats_ru_0012,M01,0.6904
human_seo_madcats_ru_0012,M02,0.4653
human_seo_madcats_ru_0012,M05,0.5719
human_seo_madcats_ru_0012,P01,0.4230
human_seo_madcats_ru_0012,R01,0.6531
human_seo_madcats_ru_0012,R02,0.0575
human_seo_madcats_ru_0012,R03,0.6565
human_seo_madcats_ru_0012,R04,0.3147
human_seo_madcats_ru_0012,R05,0.1658
human_seo_madcats_ru_0012,R06,0.0000
human_seo_madcats_ru_0012,R07,0.0000
human_seo_madcats_ru_0012,S01,0.1760
human_seo_madcats_ru_0012,S02,0.6531
human_seo_madcats_ru_0012,S03,0.3909
human_seo_madcats_ru_0012,S04,0.2437
human_seo_madcats_ru_0012,S05,0.5431
human_seo_madcats_ru_0012,S06,0.8105
human_seo_madcats_ru_0012,S07,0.0931
human_seo_madcats_ru_0012,S08,0.0000
human_seo_madcats_ru_0012,S09,0.1320
human_seo_madcats_ru_0012,S10,0.0000
human_seo_optimizatorsha_ru_0001,C01,0.5076
human_seo_optimizatorsha_ru_0001,C02,0.3147
human_seo_optimizatorsha_ru_0001,C03,0.0000
human_seo_optimizatorsha_ru_0001,C05,0.8596
human_seo_optimizatorsha_ru_0001,C06,0.4078
human_seo_optimizatorsha_ru_0001,D04,0.1794
human_seo_optimizatorsha_ru_0001,D05,0.6819
human_seo_optimizatorsha_ru_0001,F01,0.0000
human_seo_optimizatorsha_ru_0001,F02,0.2961
human_seo_optimizatorsha_ru_0001,F03,0.4992
human_seo_optimizatorsha_ru_0001,F04,0.0000
human_seo_optimizatorsha_ru_0001,F05,0.0000
human_seo_optimizatorsha_ru_0001,F06,0.0000
human_seo_optimizatorsha_ru_0001,F07,0.0000
human_seo_optimizatorsha_ru_0001,L01,0.0118
human_seo_optimizatorsha_ru_0001,L02,0.0186
human_seo_optimizatorsha_ru_0001,L03,0.0085
human_seo_optimizatorsha_ru_0001,L04,0.1252
human_seo_optimizatorsha_ru_0001,L05,0.2420
human_seo_optimizatorsha_ru_0001,L06,0.8342
human_seo_optimizatorsha_ru_0001,L07,0.4467
human_seo_optimizatorsha_ru_0001,L08,0.2538
human_seo_optimizatorsha_ru_0001,L09,0.6328
