split,model,estimand,group,n,fpr,fpr_ci_low,fpr_ci_high,delta,delta_ci_low,delta_ci_high,note
holdout_genre_news,length-only,full,source=spbgu,59,0.2033898305084746,0.2033898305084746,0.2033898305084746,-0.49931287219422815,-0.672935257830748,-0.2264347308950342,
holdout_genre_news,length-only,full,source=urfu,48,0.041666666666666664,0.041666666666666664,0.041666666666666664,-0.6676356589147288,-0.83545197740113,-0.44526920031670625,
holdout_genre_prose,main,full,весь человеческий тест,572,0.09265734265734266,0.05653710247349823,0.13507109004739337,,,,
holdout_genre_prose,main,full,HH-formal-register,167,0.08383233532934131,0.023474178403755867,0.2537313432835821,-0.012463960966954984,-0.0843261786658013,0.16602116002267145,
holdout_genre_prose,main,full,HH-polished,152,0.06578947368421052,0.03333333333333333,0.1,-0.036591478696741855,-0.10323641398407753,0.023963133640552997,
holdout_genre_prose,main,full,HH-translation,73,0.0821917808219178,0.0273972602739726,0.1506849315068493,-0.011996595931589207,-0.09148895292987512,0.06528359345260754,
holdout_genre_prose,main,full,genre=news,152,0.06578947368421052,0.03333333333333333,0.1,-0.036591478696741855,-0.10323641398407753,0.023963133640552997,
holdout_genre_prose,main,full,genre=prose,180,0.12777777777777777,0.06666666666666667,0.16666666666666666,0.05124716553287981,-0.03132328308207705,0.11128048780487806,
holdout_genre_prose,main,full,genre=science,167,0.08383233532934131,0.023474178403755867,0.2537313432835821,-0.012463960966954984,-0.0843261786658013,0.16602116002267145,
holdout_genre_prose,main,full,genre=translation,73,0.0821917808219178,0.0273972602739726,0.1506849315068493,-0.011996595931589207,-0.09148895292987512,0.06528359345260754,
holdout_genre_prose,main,full,hh_all,392,0.07653061224489796,0.0412621359223301,0.13333333333333333,-0.05124716553287981,-0.11139476961394769,0.031034482758620696,
holdout_genre_prose,main,full,len_long,197,0.07106598984771574,0.02512562814070352,0.16304347826086957,-0.032934010152284254,-0.0963524130190797,0.06565247456287662,
holdout_genre_prose,main,full,len_mid,175,0.10285714285714286,0.05128205128205128,0.15204678362573099,0.014695933789132781,-0.03639139486467731,0.06195808211312087,
holdout_genre_prose,main,full,len_short,200,0.105,0.061224489795918366,0.16296296296296298,0.018978494623655903,-0.04064248704663212,0.07563598216627328,
holdout_genre_prose,main,full,source=buriy_2014,60,0.03333333333333333,0.03333333333333333,0.03333333333333333,-0.06627604166666667,-0.11205673758865248,-0.027272727272727275,
holdout_genre_prose,main,full,source=cyberleninka,60,0.2,0.05660377358490566,0.3375,0.11992187500000001,-0.031217948717948724,0.2591549295774648,
holdout_genre_prose,main,full,source=gazeta,60,0.1,0.1,0.1,0.008203125000000006,-0.04123006833712983,0.04707520891364903,
holdout_genre_prose,main,full,source=lenta,32,0.0625,0.0625,0.0625,-0.03194444444444444,-0.07904411764705882,0.006634078212290506,
holdout_genre_prose,main,full,source=rusltc,73,0.0821917808219178,0.0273972602739726,0.1506849315068493,-0.011996595931589207,-0.09148895292987512,0.06528359345260754,
holdout_genre_prose,main,full,source=spbgu,59,0.0,0.0,0.0,-0.10331384015594541,-0.1447811447811448,-0.06925207756232687,
holdout_genre_prose,main,full,source=taiga_arzamas,60,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08268229166666666,0.038666666666666655,0.11687413554633472,
holdout_genre_prose,main,full,source=taiga_magazines,60,0.06666666666666667,0.06666666666666667,0.06666666666666667,-0.029036458333333334,-0.07619047619047618,0.010911270983213428,
holdout_genre_prose,main,full,source=taiga_proza,60,0.15,0.15,0.15,0.0640625,0.015853658536585352,0.0994949494949495,
holdout_genre_prose,main,full,source=urfu,48,0.041666666666666664,0.041666666666666664,0.041666666666666664,-0.05566157760814249,-0.09895833333333334,-0.016752577319587632,
holdout_genre_prose,main,net,весь человеческий тест,572,0.1853146853146853,0.12228260869565218,0.25267993874425726,,,,
holdout_genre_prose,main,net,HH-formal-register,167,0.09580838323353294,0.0392156862745098,0.26136363636363635,-0.12641383898868927,-0.2166236003445306,0.050812699377183634,
holdout_genre_prose,main,net,HH-polished,152,0.17763157894736842,0.11666666666666667,0.28125,-0.010463659147869675,-0.11671590349581487,0.12215909090909091,
holdout_genre_prose,main,net,HH-translation,73,0.1917808219178082,0.1095890410958904,0.2876712328767123,0.007412084442858319,-0.11003514544230913,0.12831808105496503,
holdout_genre_prose,main,net,genre=news,152,0.17763157894736842,0.11666666666666667,0.28125,-0.010463659147869675,-0.11671590349581487,0.12215909090909091,
holdout_genre_prose,main,net,genre=prose,180,0.2722222222222222,0.16666666666666666,0.36666666666666664,0.12681405895691608,-0.004858708189158012,0.23971245114461198,
holdout_genre_prose,main,net,genre=science,167,0.09580838323353294,0.0392156862745098,0.26136363636363635,-0.12641383898868927,-0.2166236003445306,0.050812699377183634,
holdout_genre_prose,main,net,genre=translation,73,0.1917808219178082,0.1095890410958904,0.2876712328767123,0.007412084442858319,-0.11003514544230913,0.12831808105496503,
holdout_genre_prose,main,net,hh_all,392,0.14540816326530612,0.09074733096085409,0.21606648199445982,-0.12681405895691608,-0.23975409836065575,0.004688832054560971,
holdout_genre_prose,main,net,len_long,197,0.116751269035533,0.05732484076433121,0.24719101123595505,-0.10458206429780033,-0.1731926001588923,0.02562111801242234,
holdout_genre_prose,main,net,len_mid,175,0.17714285714285713,0.08181818181818182,0.2459016393442623,-0.011774019431450178,-0.1141304347826087,0.06545590840943166,
holdout_genre_prose,main,net,len_short,200,0.26,0.2,0.33774834437086093,0.11483870967741935,0.04823491655969189,0.1898405230188473,
holdout_genre_prose,main,net,source=buriy_2014,60,0.11666666666666667,0.11666666666666667,0.11666666666666667,-0.07669270833333333,-0.14705014749262538,-0.003396524486571878,
holdout_genre_prose,main,net,source=cyberleninka,60,0.21666666666666667,0.08333333333333333,0.32,0.035026041666666674,-0.12003968253968253,0.16233341509279697,
holdout_genre_prose,main,net,source=gazeta,60,0.18333333333333332,0.18333333333333332,0.18333333333333332,-0.0022135416666666796,-0.07559523809523813,0.06897163120567375,
holdout_genre_prose,main,net,source=lenta,32,0.28125,0.28125,0.28125,0.10162037037037036,0.031655186385737444,0.1684294871794872,
holdout_genre_prose,main,net,source=rusltc,73,0.1917808219178082,0.1095890410958904,0.2876712328767123,0.007412084442858319,-0.11003514544230913,0.12831808105496503,
holdout_genre_prose,main,net,source=spbgu,59,0.01694915254237288,0.01694915254237288,0.01694915254237288,-0.1877292100307265,-0.24816712652739453,-0.12768925144765206,
holdout_genre_prose,main,net,source=taiga_arzamas,60,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.10950520833333333,0.03793456032719836,0.17440087145969496,
holdout_genre_prose,main,net,source=taiga_magazines,60,0.16666666666666666,0.16666666666666666,0.16666666666666666,-0.020833333333333343,-0.09294871794871798,0.051587301587301584,
holdout_genre_prose,main,net,source=taiga_proza,60,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.20260416666666664,0.14105691056910566,0.25555555555555554,
holdout_genre_prose,main,net,source=urfu,48,0.041666666666666664,0.041666666666666664,0.041666666666666664,-0.15680661577608143,-0.21965737514518005,-0.08864494806421153,
holdout_genre_prose,format-only,full,весь человеческий тест,572,0.006993006993006993,0.0015698587127158557,0.01507537688442211,,,,
holdout_genre_prose,format-only,full,HH-formal-register,167,0.017964071856287425,0.0,0.0392156862745098,0.01549493605381829,-0.0030959752321981426,0.03680981595092025,
holdout_genre_prose,format-only,full,HH-polished,152,0.0,0.0,0.0,-0.009523809523809525,-0.020905923344947737,-0.0021231422505307855,
holdout_genre_prose,format-only,full,HH-translation,73,0.0136986301369863,0.0,0.0410958904109589,0.007686606088890108,-0.011848341232227487,0.039473684210526314,
holdout_genre_prose,format-only,full,genre=news,152,0.0,0.0,0.0,-0.009523809523809525,-0.020905923344947737,-0.0021231422505307855,
holdout_genre_prose,format-only,full,genre=prose,180,0.0,0.0,0.0,-0.01020408163265306,-0.021897810218978103,-0.002386634844868735,
holdout_genre_prose,format-only,full,genre=science,167,0.017964071856287425,0.0,0.0392156862745098,0.01549493605381829,-0.0030959752321981426,0.03680981595092025,
holdout_genre_prose,format-only,full,genre=translation,73,0.0136986301369863,0.0,0.0410958904109589,0.007686606088890108,-0.011848341232227487,0.039473684210526314,
holdout_genre_prose,format-only,full,hh_all,392,0.01020408163265306,0.00234192037470726,0.021875,0.01020408163265306,0.002369668246445498,0.021897810218978103,
holdout_genre_prose,format-only,full,len_long,197,0.015228426395939087,0.0,0.04424778761061947,0.01256175972927242,-0.004149377593360995,0.041666666666666664,
holdout_genre_prose,format-only,full,len_mid,175,0.005714285714285714,0.0,0.021739130434782608,-0.0018423893486865777,-0.017507059298104075,0.015625,
holdout_genre_prose,format-only,full,len_short,200,0.0,0.0,0.0,-0.010752688172043012,-0.0234375,-0.0024271844660194173,
holdout_genre_prose,format-only,full,source=buriy_2014,60,0.0,0.0,0.0,-0.0078125,-0.01749271137026239,-0.001763668430335097,
holdout_genre_prose,format-only,full,source=cyberleninka,60,0.016666666666666666,0.0,0.06382978723404255,0.010807291666666666,-0.011019283746556474,0.05885169226236511,
holdout_genre_prose,format-only,full,source=gazeta,60,0.0,0.0,0.0,-0.0078125,-0.01715686274509804,-0.0016474464579901153,
holdout_genre_prose,format-only,full,source=lenta,32,0.0,0.0,0.0,-0.007407407407407408,-0.01647058823529412,-0.0016207455429497568,
holdout_genre_prose,format-only,full,source=rusltc,73,0.0136986301369863,0.0,0.0410958904109589,0.007686606088890108,-0.011848341232227487,0.039473684210526314,
holdout_genre_prose,format-only,full,source=spbgu,59,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.011101199325998613,0.0018303620456126216,0.01694915254237288,
holdout_genre_prose,format-only,full,source=taiga_arzamas,60,0.0,0.0,0.0,-0.0078125,-0.017241379310344827,-0.001658374792703151,
holdout_genre_prose,format-only,full,source=taiga_magazines,60,0.0,0.0,0.0,-0.0078125,-0.017006802721088437,-0.0016666666666666668,
holdout_genre_prose,format-only,full,source=taiga_proza,60,0.0,0.0,0.0,-0.0078125,-0.017587939698492462,-0.0015698587127158557,
holdout_genre_prose,format-only,full,source=urfu,48,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.015108142493638677,0.006163406682966584,0.020833333333333332,
holdout_genre_prose,length-only,full,весь человеческий тест,572,0.8391608391608392,0.7582417582417582,0.9153225806451613,,,,
holdout_genre_prose,length-only,full,HH-formal-register,167,0.7125748502994012,0.6,0.7914893617021277,-0.1787831743919569,-0.3269070010449321,-0.04797626955585588,
holdout_genre_prose,length-only,full,HH-polished,152,0.993421052631579,0.9833333333333333,1.0,0.21008771929824566,0.13043478260869557,0.2739999999999999,
holdout_genre_prose,length-only,full,HH-translation,73,0.958904109589041,0.9041095890410958,1.0,0.1372608230158947,0.038238326704963965,0.24914124901709223,
holdout_genre_prose,length-only,full,genre=news,152,0.993421052631579,0.9833333333333333,1.0,0.21008771929824566,0.13043478260869557,0.2739999999999999,
holdout_genre_prose,length-only,full,genre=prose,180,0.7777777777777778,0.6333333333333333,0.9333333333333333,-0.08956916099773238,-0.2599669148056245,0.09499999999999997,
holdout_genre_prose,length-only,full,genre=science,167,0.7125748502994012,0.6,0.7914893617021277,-0.1787831743919569,-0.3269070010449321,-0.04797626955585588,
holdout_genre_prose,length-only,full,genre=translation,73,0.958904109589041,0.9041095890410958,1.0,0.1372608230158947,0.038238326704963965,0.24914124901709223,
holdout_genre_prose,length-only,full,hh_all,392,0.8673469387755102,0.7754569190600522,0.9403973509933775,0.08956916099773238,-0.09540229885057472,0.2599250936329588,
holdout_genre_prose,length-only,full,len_long,197,0.6751269035532995,0.5340314136125655,0.7768595041322314,-0.2502064297800338,-0.3816147082334133,-0.16095746909700404,
holdout_genre_prose,length-only,full,len_mid,175,0.88,0.8031088082901554,0.9447513812154696,0.058841309823677634,0.0007605986496449502,0.13078358949918578,
holdout_genre_prose,length-only,full,len_short,200,0.965,0.903954802259887,0.9958677685950413,0.19349462365591397,0.12110423116615066,0.253578498553373,
holdout_genre_prose,length-only,full,source=buriy_2014,60,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.16106770833333328,0.08256997455470738,0.23939802336028748,
holdout_genre_prose,length-only,full,source=cyberleninka,60,0.65,0.5348837209302325,0.7678571428571429,-0.21132812499999998,-0.36149708650829215,-0.06499999999999995,
holdout_genre_prose,length-only,full,source=gazeta,60,1.0,1.0,1.0,0.1796875,0.09871244635193133,0.25617977528089886,
holdout_genre_prose,length-only,full,source=lenta,32,1.0,1.0,1.0,0.1703703703703704,0.09217877094972071,0.25086505190311414,
holdout_genre_prose,length-only,full,source=rusltc,73,0.958904109589041,0.9041095890410958,1.0,0.1372608230158947,0.038238326704963965,0.24914124901709223,
holdout_genre_prose,length-only,full,source=spbgu,59,0.6779661016949152,0.6779661016949152,0.6779661016949152,-0.17973370337331085,-0.2519813589005314,-0.09499308197855416,
holdout_genre_prose,length-only,full,source=taiga_arzamas,60,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.10520833333333335,0.019871794871794912,0.19075907590759078,
holdout_genre_prose,length-only,full,source=taiga_magazines,60,0.7666666666666667,0.7666666666666667,0.7666666666666667,-0.08098958333333328,-0.16267281105990783,0.008379373848987126,
holdout_genre_prose,length-only,full,source=taiga_proza,60,0.6333333333333333,0.6333333333333333,0.6333333333333333,-0.2299479166666667,-0.2938320209973754,-0.15595238095238095,
holdout_genre_prose,length-only,full,source=urfu,48,0.8333333333333334,0.8333333333333334,0.8333333333333334,-0.006361323155216203,-0.09408602150537626,0.0790671217292378,
holdout_genre_science,main,full,весь человеческий тест,392,0.04081632653061224,0.015296367112810707,0.08900523560209424,,,,
holdout_genre_science,main,full,HH-formal-register,167,0.0658682634730539,0.014925373134328358,0.2112676056338028,0.04364604125083167,-0.015940656565656568,0.18937927474512842,
holdout_genre_science,main,full,HH-polished,152,0.013157894736842105,0.0,0.03333333333333333,-0.04517543859649123,-0.12195289904971768,-0.0011098779134295217,
holdout_genre_science,main,full,HH-translation,73,0.0410958904109589,0.0,0.0958904109589041,0.0003435393137802209,-0.07894736842105263,0.061376647583544136,
holdout_genre_science,main,full,genre=news,152,0.013157894736842105,0.0,0.03333333333333333,-0.04517543859649123,-0.12195289904971768,-0.0011098779134295217,
holdout_genre_science,main,full,genre=science,167,0.0658682634730539,0.014925373134328358,0.2112676056338028,0.04364604125083167,-0.015940656565656568,0.18937927474512842,
holdout_genre_science,main,full,genre=translation,73,0.0410958904109589,0.0,0.0958904109589041,0.0003435393137802209,-0.07894736842105263,0.061376647583544136,
holdout_genre_science,main,full,hh_all,392,0.04081632653061224,0.015296367112810707,0.08900523560209424,,,,
holdout_genre_science,main,full,len_long,136,0.058823529411764705,0.015625,0.23255813953488372,0.027573529411764705,-0.021590909090909095,0.19711792702273928,
holdout_genre_science,main,full,len_mid,95,0.06315789473684211,0.011764705882352941,0.1388888888888889,0.029487861066808438,-0.019230769230769232,0.0877370417193426,
holdout_genre_science,main,full,len_short,161,0.012422360248447204,0.0,0.03571428571428571,-0.04818370035761341,-0.13690476190476192,-0.0032190032190032233,
holdout_genre_science,main,full,source=buriy_2014,60,0.03333333333333333,0.03333333333333333,0.03333333333333333,-0.008835341365461845,-0.07049180327868854,0.01924882629107981,
holdout_genre_science,main,full,source=cyberleninka,60,0.16666666666666666,0.04,0.27941176470588236,0.14859437751004015,0.018701095461658844,0.2655744930943285,
holdout_genre_science,main,full,source=gazeta,60,0.0,0.0,0.0,-0.04819277108433735,-0.10526315789473684,-0.019955654101995565,
holdout_genre_science,main,full,source=lenta,32,0.0,0.0,0.0,-0.044444444444444446,-0.09848484848484848,-0.017241379310344827,
holdout_genre_science,main,full,source=rusltc,73,0.0410958904109589,0.0,0.0958904109589041,0.0003435393137802209,-0.07894736842105263,0.061376647583544136,
holdout_genre_science,main,full,source=spbgu,59,0.0,0.0,0.0,-0.04804804804804805,-0.10457516339869281,-0.019337016574585635,
holdout_genre_science,main,full,source=urfu,48,0.020833333333333332,0.020833333333333332,0.020833333333333332,-0.022771317829457367,-0.0824530516431925,0.005907960199004974,
holdout_genre_science,main,net,весь человеческий тест,392,0.07653061224489796,0.04672897196261682,0.13309352517985612,,,,
holdout_genre_science,main,net,HH-formal-register,167,0.11377245508982035,0.05365853658536585,0.2916666666666667,0.06488356620093147,-0.004175988068605523,0.24571011317999272,
holdout_genre_science,main,net,HH-polished,152,0.039473684210526314,0.0,0.05,-0.06052631578947369,-0.1507246376811594,-0.011341016238868518,
holdout_genre_science,main,net,HH-translation,73,0.0684931506849315,0.0136986301369863,0.136986301369863,-0.009876755271181356,-0.10286028602860287,0.06328274355272913,
holdout_genre_science,main,net,genre=news,152,0.039473684210526314,0.0,0.05,-0.06052631578947369,-0.1507246376811594,-0.011341016238868518,
holdout_genre_science,main,net,genre=science,167,0.11377245508982035,0.05365853658536585,0.2916666666666667,0.06488356620093147,-0.004175988068605523,0.24571011317999272,
holdout_genre_science,main,net,genre=translation,73,0.0684931506849315,0.0136986301369863,0.136986301369863,-0.009876755271181356,-0.10286028602860287,0.06328274355272913,
holdout_genre_science,main,net,hh_all,392,0.07653061224489796,0.04672897196261682,0.13309352517985612,,,,
holdout_genre_science,main,net,len_long,136,0.0661764705882353,0.02962962962962963,0.1702127659574468,-0.015854779411764705,-0.08040550998297477,0.07567609695269269,
holdout_genre_science,main,net,len_mid,95,0.11578947368421053,0.047619047619047616,0.23404255319148937,0.05181640971114655,-0.014421759386133187,0.16227889757301522,
holdout_genre_science,main,net,len_short,161,0.062111801242236024,0.029411764705882353,0.11764705882352941,-0.024468285337850552,-0.10396611474778591,0.03066037735849056,
holdout_genre_science,main,net,source=buriy_2014,60,0.05,0.05,0.05,-0.03132530120481927,-0.09728682170542637,0.002898550724637683,
holdout_genre_science,main,net,source=cyberleninka,60,0.25,0.13333333333333333,0.34375,0.20481927710843373,0.08451417004048584,0.30539072995969546,
holdout_genre_science,main,net,source=gazeta,60,0.05,0.05,0.05,-0.03132530120481927,-0.09953271028037382,0.002777777777777782,
holdout_genre_science,main,net,source=lenta,32,0.0,0.0,0.0,-0.08333333333333333,-0.14338235294117646,-0.052884615384615384,
holdout_genre_science,main,net,source=rusltc,73,0.0684931506849315,0.0136986301369863,0.136986301369863,-0.009876755271181356,-0.10286028602860287,0.06328274355272913,
holdout_genre_science,main,net,source=spbgu,59,0.01694915254237288,0.01694915254237288,0.01694915254237288,-0.0701379345447142,-0.1307018541690365,-0.03825254597142755,
holdout_genre_science,main,net,source=urfu,48,0.0625,0.0625,0.0625,-0.015988372093023256,-0.08253816793893129,0.016628440366972475,
holdout_genre_science,format-only,full,весь человеческий тест,392,0.01020408163265306,0.0,0.03214285714285714,,,,
holdout_genre_science,format-only,full,HH-formal-register,167,0.017964071856287425,0.0,0.08571428571428572,0.01351962741184298,-0.013157894736842105,0.08163265306122448,
holdout_genre_science,format-only,full,HH-polished,152,0.0,0.0,0.0,-0.016666666666666666,-0.050724637681159424,0.0,
holdout_genre_science,format-only,full,HH-translation,73,0.0136986301369863,0.0,0.0410958904109589,0.004294241422252758,-0.029940119760479042,0.03896103896103896,
holdout_genre_science,format-only,full,genre=news,152,0.0,0.0,0.0,-0.016666666666666666,-0.050724637681159424,0.0,
holdout_genre_science,format-only,full,genre=science,167,0.017964071856287425,0.0,0.08571428571428572,0.01351962741184298,-0.013157894736842105,0.08163265306122448,
holdout_genre_science,format-only,full,genre=translation,73,0.0136986301369863,0.0,0.0410958904109589,0.004294241422252758,-0.029940119760479042,0.03896103896103896,
holdout_genre_science,format-only,full,hh_all,392,0.01020408163265306,0.0,0.03214285714285714,,,,
holdout_genre_science,format-only,full,len_long,136,0.022058823529411766,0.0,0.11428571428571428,0.018152573529411766,0.0,0.10519265621306438,
holdout_genre_science,format-only,full,len_mid,95,0.010526315789473684,0.0,0.04285714285714286,0.0004253056884635821,-0.019010705057216686,0.023341926411999062,
holdout_genre_science,format-only,full,len_short,161,0.0,0.0,0.0,-0.017316017316017316,-0.056074766355140186,0.0,
holdout_genre_science,format-only,full,source=buriy_2014,60,0.0,0.0,0.0,-0.012048192771084338,-0.038834951456310676,0.0,
holdout_genre_science,format-only,full,source=cyberleninka,60,0.05,0.0,0.14814814814814814,0.046987951807228916,-0.007017543859649123,0.13977994731132806,
holdout_genre_science,format-only,full,source=gazeta,60,0.0,0.0,0.0,-0.012048192771084338,-0.036290322580645164,0.0,
holdout_genre_science,format-only,full,source=lenta,32,0.0,0.0,0.0,-0.011111111111111112,-0.0335195530726257,0.0,
holdout_genre_science,format-only,full,source=rusltc,73,0.0136986301369863,0.0,0.0410958904109589,0.004294241422252758,-0.029940119760479042,0.03896103896103896,
holdout_genre_science,format-only,full,source=spbgu,59,0.0,0.0,0.0,-0.012012012012012012,-0.037914691943127965,0.0,
holdout_genre_science,format-only,full,source=urfu,48,0.0,0.0,0.0,-0.011627906976744186,-0.03783783783783784,0.0,
holdout_genre_science,length-only,full,весь человеческий тест,392,0.6275510204081632,0.3887884267631103,0.8515151515151516,,,,
holdout_genre_science,length-only,full,HH-formal-register,167,0.2275449101796407,0.12992125984251968,0.45121951219512196,-0.6968995342648037,-0.8072930441682096,-0.4649321266968326,
holdout_genre_science,length-only,full,HH-polished,152,0.9407894736842105,0.8666666666666667,1.0,0.5116228070175439,0.21746031746031746,0.6734104046242775,
holdout_genre_science,length-only,full,HH-translation,73,0.8904109589041096,0.8082191780821918,0.958904109589041,0.3230128397818526,0.048879314766374304,0.6664343786295006,
holdout_genre_science,length-only,full,genre=news,152,0.9407894736842105,0.8666666666666667,1.0,0.5116228070175439,0.21746031746031746,0.6734104046242775,
holdout_genre_science,length-only,full,genre=science,167,0.2275449101796407,0.12992125984251968,0.45121951219512196,-0.6968995342648037,-0.8072930441682096,-0.4649321266968326,
holdout_genre_science,length-only,full,genre=translation,73,0.8904109589041096,0.8082191780821918,0.958904109589041,0.3230128397818526,0.048879314766374304,0.6664343786295006,
holdout_genre_science,length-only,full,hh_all,392,0.6275510204081632,0.3887884267631103,0.8515151515151516,,,,
holdout_genre_science,length-only,full,len_long,136,0.0661764705882353,0.03759398496240601,0.13636363636363635,-0.8596047794117647,-0.9169278996865204,-0.7615819209039548,
holdout_genre_science,length-only,full,len_mid,95,0.8,0.7017543859649122,0.8831168831168831,0.2276094276094277,-0.046542185338865893,0.4729535170711641,
holdout_genre_science,length-only,full,len_short,161,1.0,1.0,1.0,0.6320346320346321,0.37,0.7853881278538812,
holdout_genre_science,length-only,full,source=buriy_2014,60,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.2823293172690763,0.016993464052287632,0.5154960981047938,
holdout_genre_science,length-only,full,source=cyberleninka,60,0.4,0.25925925925925924,0.5172413793103449,-0.2686746987951807,-0.5878623188405796,0.027819548872180466,
holdout_genre_science,length-only,full,source=gazeta,60,1.0,1.0,1.0,0.43975903614457834,0.19543973941368076,0.65625,
holdout_genre_science,length-only,full,source=lenta,32,0.96875,0.96875,0.96875,0.3715277777777778,0.1314796587926509,0.6147354014598541,
holdout_genre_science,length-only,full,source=rusltc,73,0.8904109589041096,0.8082191780821918,0.958904109589041,0.3230128397818526,0.048879314766374304,0.6664343786295006,
holdout_genre_science,length-only,full,source=spbgu,59,0.2033898305084746,0.2033898305084746,0.2033898305084746,-0.49931287219422815,-0.672935257830748,-0.2264347308950342,
holdout_genre_science,length-only,full,source=urfu,48,0.041666666666666664,0.041666666666666664,0.041666666666666664,-0.6676356589147288,-0.83545197740113,-0.44526920031670625,
holdout_genre_seo,main,full,весь человеческий тест,623,0.3097913322632424,0.22259136212624583,0.40226628895184136,,,,
holdout_genre_seo,main,full,HH-formal-register,167,0.5209580838323353,0.46443514644351463,0.6721311475409836,0.28850194348145813,0.1681853939950177,0.448087431693989,
holdout_genre_seo,main,full,HH-polished,152,0.06578947368421052,0.03333333333333333,0.1,-0.3227455581629233,-0.3912220026350461,-0.23915135608048993,
holdout_genre_seo,main,full,HH-translation,73,0.1232876712328767,0.0547945205479452,0.2054794520547945,-0.21125778331257783,-0.35135916714864085,-0.0856445993031359,
holdout_genre_seo,main,full,genre=news,152,0.06578947368421052,0.03333333333333333,0.1,-0.3227455581629233,-0.3912220026350461,-0.23915135608048993,
holdout_genre_seo,main,full,genre=science,167,0.5209580838323353,0.46443514644351463,0.6721311475409836,0.28850194348145813,0.1681853939950177,0.448087431693989,
holdout_genre_seo,main,full,genre=seo,231,0.37662337662337664,0.2692307692307692,0.47752808988764045,0.10621521335807049,-0.05913631969062194,0.27212610809265086,
holdout_genre_seo,main,full,genre=translation,73,0.1232876712328767,0.0547945205479452,0.2054794520547945,-0.21125778331257783,-0.35135916714864085,-0.0856445993031359,
holdout_genre_seo,main,full,hh_all,392,0.27040816326530615,0.1524547803617571,0.40594059405940597,-0.10621521335807049,-0.27212610809265086,0.05913631969062194,
holdout_genre_seo,main,full,len_long,206,0.47572815533980584,0.4117647058823529,0.5314009661835749,0.24791040953644852,0.13503331465221996,0.32646782632026117,
holdout_genre_seo,main,full,len_mid,188,0.3670212765957447,0.2663316582914573,0.4953271028037383,0.08196380533137687,-0.005528775209050707,0.196288786192587,
holdout_genre_seo,main,full,len_short,229,0.11353711790393013,0.06844106463878327,0.18877551020408162,-0.31032075011637444,-0.3789344009855251,-0.22878004259202922,
holdout_genre_seo,main,full,source=alaev,21,0.0,0.0,0.0,-0.32059800664451826,-0.4143968871595331,-0.23308270676691728,
holdout_genre_seo,main,full,source=buriy_2014,60,0.1,0.1,0.1,-0.2321492007104796,-0.3192229038854806,-0.14067164179104477,
holdout_genre_seo,main,full,source=convertmonster,1,0.0,0.0,0.0,-0.3102893890675241,-0.40640809443507586,-0.22129783693843594,малая выборка
holdout_genre_seo,main,full,source=cyberleninka,60,0.6,0.45652173913043476,0.7619047619047619,0.3211367673179396,0.1353933551385781,0.51284466070214,
holdout_genre_seo,main,full,source=devaka_ru,33,0.3939393939393939,0.3939393939393939,0.3939393939393939,0.08885464817668204,-0.010624921413303179,0.18341307814992025,
holdout_genre_seo,main,full,source=drmax,22,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.10293450310089247,0.0041322314049587194,0.19420089217043535,
holdout_genre_seo,main,full,source=drmax_su,8,0.625,0.625,0.625,0.3193089430894309,0.22338709677419355,0.40820090805902387,малая выборка
holdout_genre_seo,main,full,source=gazeta,60,0.03333333333333333,0.03333333333333333,0.03333333333333333,-0.3059206631142688,-0.3861788617886179,-0.2207383279044517,
holdout_genre_seo,main,full,source=labrika,4,0.5,0.5,0.5,0.191437802907916,0.0958904109589041,0.27896613190730835,малая выборка
holdout_genre_seo,main,full,source=lenta,32,0.0625,0.0625,0.0625,-0.26068104906937395,-0.35536743515850144,-0.16935011709601874,
holdout_genre_seo,main,full,source=madcats,30,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.024732996065205126,-0.07543859649122808,0.11594202898550723,
holdout_genre_seo,main,full,source=madcats_ru,11,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.14735591206179438,0.05308560053085598,0.23827561327561325,малая выборка
holdout_genre_seo,main,full,source=optimizatorsha_ru,5,0.2,0.2,0.2,-0.1106796116504854,-0.20793650793650792,-0.020462850182703995,малая выборка
holdout_genre_seo,main,full,source=rusltc,73,0.1232876712328767,0.0547945205479452,0.2054794520547945,-0.21125778331257783,-0.35135916714864085,-0.0856445993031359,
holdout_genre_seo,main,full,source=seoprofy_ua,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.02365591397849459,-0.07232704402515727,0.11165845648604267,малая выборка
holdout_genre_seo,main,full,source=seopulses,12,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.10897435897435898,0.009631490787269714,0.20102984447246744,малая выборка
holdout_genre_seo,main,full,source=seopulses_ru,5,0.8,0.8,0.8,0.49417475728155347,0.3995370370370371,0.58125,малая выборка
