document_id,origin_class,genre,prompt_condition,regulation_level,index_common,score_format,index_common_plus_format,n_features_common,n_features_format,excluded_categories
human_seo_author_archive_0001,H,seo,,2,36.9883,0.0000,30.5556,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_author_archive_0002,H,seo,,2,48.0994,0.0000,39.7343,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_author_archive_0003,H,seo,,2,30.9942,0.0000,25.6039,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_author_archive_0004,H,seo,,2,57.3099,25.0000,51.6908,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_author_archive_0005,H,seo,,2,44.2251,12.5000,38.7077,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_author_archive_0006,H,seo,,2,51.2427,12.5000,44.5048,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0001,H,news,,1,54.3129,0.0000,44.8671,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0002,H,news,,1,49.0497,0.0000,40.5193,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0003,H,news,,1,52.5585,0.0000,43.4179,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0004,H,news,,1,45.4678,0.0000,37.5604,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0005,H,news,,1,55.4825,0.0000,45.8333,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0006,H,news,,1,52.7778,0.0000,43.5990,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0007,H,news,,1,26.9006,0.0000,22.2222,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0008,H,news,,1,60.4532,0.0000,49.9396,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0009,H,news,,1,35.0877,0.0000,28.9855,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0010,H,news,,1,39.4737,0.0000,32.6087,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0011,H,news,,1,39.4006,0.0000,32.5483,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0012,H,news,,1,44.2982,0.0000,36.5942,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0013,H,news,,1,54.1667,0.0000,44.7464,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0014,H,news,,1,52.4123,0.0000,43.2971,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0015,H,news,,1,57.7485,0.0000,47.7053,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0016,H,news,,1,74.1228,0.0000,61.2319,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0017,H,news,,1,40.6433,0.0000,33.5749,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0018,H,news,,1,31.7251,0.0000,26.2077,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0019,H,news,,1,56.2865,0.0000,46.4976,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0020,H,news,,1,53.7281,0.0000,44.3841,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0021,H,news,,1,50.3655,0.0000,41.6063,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0022,H,news,,1,68.5673,0.0000,56.6425,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0023,H,news,,1,32.9678,0.0000,27.2343,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0024,H,news,,1,23.0263,0.0000,19.0217,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0025,H,news,,1,63.3041,0.0000,52.2947,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0026,H,news,,1,45.7602,0.0000,37.8019,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0027,H,news,,1,56.8713,0.0000,46.9807,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0028,H,news,,1,54.7515,0.0000,45.2295,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0029,H,news,,1,54.5322,0.0000,45.0483,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0030,H,news,,1,50.0000,0.0000,41.3043,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0031,H,news,,1,48.6842,0.0000,40.2174,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0032,H,news,,1,52.3392,0.0000,43.2367,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0033,H,news,,1,51.0234,0.0000,42.1498,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0034,H,news,,1,45.9064,0.0000,37.9227,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0035,H,news,,1,61.4035,0.0000,50.7246,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0036,H,news,,1,61.5497,0.0000,50.8454,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0037,H,news,,1,63.1579,0.0000,52.1739,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0038,H,news,,1,53.8012,0.0000,44.4444,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0039,H,news,,1,23.0994,0.0000,19.0821,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0040,H,news,,1,62.3538,0.0000,51.5097,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0041,H,news,,1,28.8743,0.0000,23.8527,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0042,H,news,,1,44.0058,0.0000,36.3527,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0043,H,news,,1,54.6053,0.0000,45.1087,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0044,H,news,,1,42.9825,0.0000,35.5072,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0045,H,news,,1,54.4591,0.0000,44.9879,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0046,H,news,,1,38.7427,0.0000,32.0048,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0047,H,news,,1,59.5760,0.0000,49.2150,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0048,H,news,,1,51.3158,0.0000,42.3913,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0049,H,news,,1,49.6345,0.0000,41.0024,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0050,H,news,,1,54.3860,0.0000,44.9275,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0051,H,news,,1,38.9620,0.0000,32.1860,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0052,H,news,,1,52.0468,0.0000,42.9952,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0053,H,news,,1,68.4942,0.0000,56.5821,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0054,H,news,,1,55.6287,0.0000,45.9541,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0055,H,news,,1,57.3099,0.0000,47.3430,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0056,H,news,,1,51.0234,0.0000,42.1498,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0057,H,news,,1,61.8421,0.0000,51.0870,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0058,H,news,,1,47.3684,0.0000,39.1304,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0059,H,news,,1,47.0760,0.0000,38.8889,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_news_lenta_0060,H,news,,1,44.8830,0.0000,37.0773,17,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0001,H,science,,3,67.6901,0.0000,55.9179,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0002,H,science,,3,53.1433,25.0000,48.2488,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0003,H,science,,3,51.5351,50.0000,51.2681,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0004,H,science,,3,39.1813,50.0000,41.0628,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0005,H,science,,3,39.2544,37.5000,38.9493,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0006,H,science,,3,25.4386,50.0000,29.7101,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0007,H,science,,3,21.0526,50.0000,26.0870,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0008,H,science,,3,41.2281,12.5000,36.2319,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0009,H,science,,3,29.2398,75.0000,37.1981,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0010,H,science,,3,36.9152,50.0000,39.1908,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0011,H,science,,3,34.4298,50.0000,37.1377,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0013,H,science,,3,56.7251,37.5000,53.3816,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0014,H,science,,3,55.2632,12.5000,47.8261,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0015,H,science,,3,45.2485,50.0000,46.0749,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0016,H,science,,3,42.3246,37.5000,41.4855,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0017,H,science,,3,46.0526,50.0000,46.7391,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0018,H,science,,3,45.8333,0.0000,37.8623,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0019,H,science,,3,35.9649,50.0000,38.4058,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0020,H,science,,3,44.4444,25.0000,41.0628,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0021,H,science,,3,39.9854,50.0000,41.7271,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0022,H,science,,3,42.6170,75.0000,48.2488,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0023,H,science,,3,63.6696,25.0000,56.9444,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0024,H,science,,3,66.3743,50.0000,63.5266,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0025,H,science,,3,29.4591,50.0000,33.0314,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0026,H,science,,3,42.4708,0.0000,35.0845,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0027,H,science,,3,38.5234,25.0000,36.1715,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0028,H,science,,3,48.6111,0.0000,40.1570,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0029,H,science,,3,45.0292,50.0000,45.8937,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0030,H,science,,3,46.2719,25.0000,42.5725,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0031,H,science,,3,39.3275,50.0000,41.1836,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0032,H,science,,3,42.8363,12.5000,37.5604,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0033,H,science,,3,54.6784,12.5000,47.3430,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0034,H,science,,3,49.7076,12.5000,43.2367,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0035,H,science,,3,51.9006,75.0000,55.9179,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0036,H,science,,3,40.2778,25.0000,37.6208,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0037,H,science,,3,51.9737,50.0000,51.6304,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0038,H,science,,3,48.0263,50.0000,48.3696,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0039,H,science,,3,16.0088,50.0000,21.9203,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0040,H,science,,3,51.6082,50.0000,51.3285,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0041,H,science,,3,53.4357,12.5000,46.3164,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0042,H,science,,3,43.4211,25.0000,40.2174,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0043,H,science,,3,59.2105,50.0000,57.6087,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0044,H,science,,3,42.3246,50.0000,43.6594,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0045,H,science,,3,56.5789,25.0000,51.0870,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0046,H,science,,3,48.2456,25.0000,44.2029,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0047,H,science,,3,33.7719,50.0000,36.5942,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0048,H,science,,3,71.3450,0.0000,58.9372,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0049,H,science,,3,62.9386,0.0000,51.9928,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0050,H,science,,3,56.0673,37.5000,52.8382,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0051,H,science,,3,27.9240,12.5000,25.2415,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0052,H,science,,3,39.6930,75.0000,45.8333,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0053,H,science,,3,40.8626,75.0000,46.7995,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0054,H,science,,3,48.2456,50.0000,48.5507,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0055,H,science,,3,66.4474,25.0000,59.2391,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0056,H,science,,3,38.3772,12.5000,33.8768,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0057,H,science,,3,41.8129,37.5000,41.0628,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0058,H,science,,3,38.0117,37.5000,37.9227,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0059,H,science,,3,48.1725,0.0000,39.7947,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_science_cyberleninka_0060,H,science,,3,51.9006,25.0000,47.2222,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0001,H,prose,,0,59.4298,50.0000,57.7899,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0002,H,prose,,0,55.5556,12.5000,48.0676,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0003,H,prose,,0,35.3070,0.0000,29.1667,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0004,H,prose,,0,67.5439,25.0000,60.1449,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0005,H,prose,,0,58.6257,50.0000,57.1256,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0006,H,prose,,0,59.6491,50.0000,57.9710,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0007,H,prose,,0,51.0965,25.0000,46.5580,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0008,H,prose,,0,67.1053,0.0000,55.4348,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0009,H,prose,,0,75.8041,50.0000,71.3164,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0010,H,prose,,0,58.9181,12.5000,50.8454,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0011,H,prose,,0,50.5117,25.0000,46.0749,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0012,H,prose,,0,63.3041,0.0000,52.2947,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0013,H,prose,,0,56.7251,25.0000,51.2077,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0014,H,prose,,0,56.7982,50.0000,55.6159,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0015,H,prose,,0,24.0497,0.0000,19.8671,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0016,H,prose,,0,25.4386,0.0000,21.0145,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0017,H,prose,,0,39.4006,0.0000,32.5483,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0018,H,prose,,0,51.7544,0.0000,42.7536,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0019,H,prose,,0,45.3216,0.0000,37.4396,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0020,H,prose,,0,66.8129,50.0000,63.8889,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0021,H,prose,,0,41.9591,0.0000,34.6618,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0022,H,prose,,0,78.7281,50.0000,73.7319,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0023,H,prose,,0,57.5292,0.0000,47.5242,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0024,H,prose,,0,30.2632,0.0000,25.0000,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0025,H,prose,,0,48.3918,0.0000,39.9758,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0026,H,prose,,0,49.1228,0.0000,40.5797,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0027,H,prose,,0,74.1228,0.0000,61.2319,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0028,H,prose,,0,50.4386,50.0000,50.3623,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0029,H,prose,,0,76.6813,50.0000,72.0411,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0030,H,prose,,0,42.5439,12.5000,37.3188,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0031,H,prose,,0,60.2339,0.0000,49.7585,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0032,H,prose,,0,48.8304,0.0000,40.3382,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0033,H,prose,,0,73.4649,12.5000,62.8623,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0034,H,prose,,0,41.2281,0.0000,34.0580,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0035,H,prose,,0,64.6930,50.0000,62.1377,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0036,H,prose,,0,51.7544,50.0000,51.4493,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0037,H,prose,,0,30.8480,12.5000,27.6570,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0038,H,prose,,0,62.2807,50.0000,60.1449,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0039,H,prose,,0,48.8304,50.0000,49.0338,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0040,H,prose,,0,63.0117,50.0000,60.7488,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0041,H,prose,,0,36.6959,12.5000,32.4879,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0042,H,prose,,0,64.9123,50.0000,62.3188,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0043,H,prose,,0,39.0351,0.0000,32.2464,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0044,H,prose,,0,49.1228,50.0000,49.2754,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0045,H,prose,,0,56.3596,12.5000,48.7319,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0046,H,prose,,0,39.6199,12.5000,34.9034,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0047,H,prose,,0,42.2515,50.0000,43.5990,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0048,H,prose,,0,56.4327,12.5000,48.7923,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0049,H,prose,,0,28.0702,50.0000,31.8841,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0050,H,prose,,0,53.6550,0.0000,44.3237,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0051,H,prose,,0,70.1754,0.0000,57.9710,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0052,H,prose,,0,40.3509,50.0000,42.0290,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0053,H,prose,,0,37.2807,50.0000,39.4928,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0054,H,prose,,0,35.8918,75.0000,42.6932,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0055,H,prose,,0,25.1462,50.0000,29.4686,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0056,H,prose,,0,34.2836,50.0000,37.0169,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0057,H,prose,,0,58.6257,50.0000,57.1256,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0058,H,prose,,0,56.2865,50.0000,55.1932,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0059,H,prose,,0,47.0760,12.5000,41.0628,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_prose_taiga_proza_0060,H,prose,,0,57.8947,12.5000,50.0000,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0001,H,seo,,2,47.3684,0.0000,39.1304,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0002,H,seo,,2,52.9240,0.0000,43.7198,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0003,H,seo,,2,53.8012,12.5000,46.6184,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0004,H,seo,,2,49.7076,0.0000,41.0628,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0005,H,seo,,2,46.7105,0.0000,38.5870,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0006,H,seo,,2,52.9240,25.0000,48.0676,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0007,H,seo,,2,49.7076,0.0000,41.0628,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0008,H,seo,,2,34.5760,12.5000,30.7367,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0009,H,seo,,2,49.7807,0.0000,41.1232,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0010,H,seo,,2,50.5848,0.0000,41.7874,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0011,H,seo,,2,60.5263,0.0000,50.0000,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0012,H,seo,,2,46.0526,0.0000,38.0435,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0013,H,seo,,2,47.9532,12.5000,41.7874,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0014,H,seo,,2,52.4123,12.5000,45.4710,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0015,H,seo,,2,49.9269,0.0000,41.2440,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0016,H,seo,,2,53.2164,0.0000,43.9614,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0017,H,seo,,2,51.4620,12.5000,44.6860,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0018,H,seo,,2,50.4386,25.0000,46.0145,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0019,H,seo,,2,53.6550,0.0000,44.3237,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_drmax_0020,H,seo,,2,43.1287,12.5000,37.8019,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
human_seo_shakin_0001,H,seo,,2,42.8363,0.0000,35.3865,18,4,Morphological;POS;Emotion;Psycholinguistic;Knockoff
