n,n_machine,n_human,tpr_at_1pct_fpr,tpr_at_5pct_fpr,mcc,balanced_accuracy,auroc,fpr,fpr_ci_low,fpr_ci_high,fpr_hard_human,fpr_HH-formal-register,fpr_HH-polished,fpr_HH-translation,split,model,estimand,C,inner_auc,n_features,status,inner_folds_total,inner_folds_used,inner_folds_skipped,c_rebuilt,c_changed_by_rebuild,n_permutations,auroc_sd,auroc_min,auroc_max
752,360,392,0.625,0.8666666666666667,0.8456778298521647,0.9230725623582767,0.9773100907029478,0.08163265306122448,0.05060240963855422,0.13821138211382114,0.08163265306122448,0.09580838323353294,0.05921052631578947,0.0958904109589041,holdout_prompt_P1,main,net,0.01,0.9709,18,зарегистрирован до прогона,3,3,,0.01,0,,,,
752,360,392,0.005555555555555556,0.005555555555555556,-0.14543139665127494,0.4272392290249433,0.4246669501133787,0.5816326530612245,0.31647940074906367,0.8304597701149425,0.5816326530612245,0.1317365269461078,0.9407894736842105,0.863013698630137,holdout_prompt_P1,length-only,full,0.01,0.6275,4,зарегистрирован до прогона,3,3,,0.01,0,,,,
752,360,392,0.6666666666666666,0.6666666666666666,-0.45469886172314167,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_prompt_P1,genre-only,full,0.01,0.8841,4,зарегистрирован до прогона,3,3,,0.01,0,,,,
752,360,392,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_prompt_P1,source-only,full,0.1,0.5009,25,зарегистрирован до прогона,3,3,,0.1,0,,,,
752,360,392,0.9361111111111111,0.9777777777777777,0.931660415032548,0.9643424036281179,0.9903132086167801,0.01020408163265306,0.0,0.03214285714285714,0.01020408163265306,0.017964071856287425,0.0,0.0136986301369863,holdout_prompt_P1,format-only,full,1.0,0.9683,4,зарегистрирован до прогона,3,3,,10.0,1,,,,
752,360,392,0.9805555555555555,0.9972222222222222,0.9604953808447311,0.980640589569161,0.9993339002267574,0.03316326530612245,0.014005602240896359,0.06201550387596899,0.03316326530612245,0.059880239520958084,0.013157894736842105,0.0136986301369863,holdout_prompt_P1,main+M02,full,10.0,0.995,23,зарегистрирован до прогона,3,3,,0.1,1,,,,
,,,,,,,0.3573086734693877,,,,,,,,holdout_prompt_P1,negative-control,full,,,,post hoc: серия кластерных перестановок вместо одной,,,,,,20,0.3125588028219327,0.00019841269841269803,0.87140731292517
752,360,392,1.0,1.0,0.9659917246213792,0.9834183673469388,0.9999503968253968,0.03316326530612245,0.012594458438287154,0.07142857142857142,0.03316326530612245,0.05389221556886228,0.013157894736842105,0.0273972602739726,holdout_prompt_P2,main,full,10.0,0.9948,22,зарегистрирован до прогона,3,3,,0.1,1,,,,
752,360,392,0.7166666666666667,0.9277777777777778,0.882389560905184,0.941468253968254,0.9862811791383219,0.08928571428571429,0.05420560747663551,0.15434083601286175,0.08928571428571429,0.1317365269461078,0.05263157894736842,0.0684931506849315,holdout_prompt_P2,main,net,0.01,0.9514,18,зарегистрирован до прогона,3,3,,0.01,0,,,,
752,360,392,0.0,0.0,0.30142775532211996,0.6115929705215419,0.4047689909297052,0.7295918367346939,0.5492957746478874,0.9008498583569405,0.7295918367346939,0.41317365269461076,0.9605263157894737,0.9726027397260274,holdout_prompt_P2,length-only,full,0.01,0.5872,4,зарегистрирован до прогона,3,3,,0.01,0,,,,
752,360,392,0.6666666666666666,0.6666666666666666,-0.45469886172314167,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_prompt_P2,genre-only,full,0.01,0.8841,4,зарегистрирован до прогона,3,3,,0.01,0,,,,
752,360,392,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_prompt_P2,source-only,full,0.1,0.5009,25,зарегистрирован до прогона,3,3,,0.1,0,,,,
752,360,392,0.9861111111111112,0.9888888888888889,0.9733560090702947,0.9866780045351474,0.9904691043083901,0.012755102040816327,0.002398081534772182,0.0313588850174216,0.012755102040816327,0.029940119760479042,0.0,0.0,holdout_prompt_P2,format-only,full,1.0,0.9715,4,зарегистрирован до прогона,3,3,,10.0,1,,,,
752,360,392,1.0,1.0,0.9583148474999098,0.9795918367346939,0.9999787414965986,0.04081632653061224,0.020100502512562814,0.07462686567164178,0.04081632653061224,0.0658682634730539,0.013157894736842105,0.0410958904109589,holdout_prompt_P2,main+M02,full,10.0,0.995,23,зарегистрирован до прогона,3,3,,0.1,1,,,,
,,,,,,,0.3565182114512472,,,,,,,,holdout_prompt_P2,negative-control,full,,,,post hoc: серия кластерных перестановок вместо одной,,,,,,20,0.37371141562988974,0.0,0.9983347505668935
751,359,392,0.6518105849582173,0.8913649025069638,0.8493646166945181,0.9224887726678415,0.9776661360923199,0.04081632653061224,0.01079913606911447,0.09246575342465753,0.04081632653061224,0.08383233532934131,0.0,0.0273972602739726,holdout_prompt_P3,main,full,10.0,0.9996,22,зарегистрирован до прогона,3,3,,10.0,0,,,,
751,359,392,0.7604456824512534,0.9052924791086351,0.8587409973351501,0.9295840202376215,0.9820007390142687,0.07397959183673469,0.04607046070460705,0.12315270935960591,0.07397959183673469,0.08982035928143713,0.05263157894736842,0.0821917808219178,holdout_prompt_P3,main,net,0.01,0.9583,18,зарегистрирован до прогона,3,3,,0.1,1,,,,
751,359,392,0.011142061281337047,0.013927576601671309,-0.1297439285453841,0.4351621567847195,0.42173554658632256,0.5892857142857143,0.3281853281853282,0.8354430379746836,0.5892857142857143,0.15568862275449102,0.9342105263157895,0.863013698630137,holdout_prompt_P3,length-only,full,0.01,0.6144,4,зарегистрирован до прогона,3,3,,0.01,0,,,,
751,359,392,0.6657381615598886,0.6657381615598886,-0.4556923654866242,0.3328690807799443,0.6657381615598886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_prompt_P3,genre-only,full,0.01,0.8842,4,зарегистрирован до прогона,3,3,,0.01,0,,,,
751,359,392,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_prompt_P3,source-only,full,0.1,0.5017,25,зарегистрирован до прогона,3,3,,0.01,1,,,,
751,359,392,0.6880222841225627,0.8467966573816156,0.7290493822770234,0.8475001421181286,0.9244535557955772,0.015306122448979591,0.0033783783783783786,0.03865979381443299,0.015306122448979591,0.029940119760479042,0.0,0.0136986301369863,holdout_prompt_P3,format-only,full,10.0,0.9918,4,зарегистрирован до прогона,3,3,,10.0,0,,,,
751,359,392,0.6908077994428969,0.9080779944289693,0.8496475942327439,0.922371525211756,0.9835427207094538,0.03826530612244898,0.01006036217303823,0.08906882591093117,0.03826530612244898,0.07784431137724551,0.0,0.0273972602739726,holdout_prompt_P3,main+M02,full,10.0,0.9996,23,зарегистрирован до прогона,3,3,,10.0,0,,,,
,,,,,,,0.41691561025524415,,,,,,,,holdout_prompt_P3,negative-control,full,,,,post hoc: серия кластерных перестановок вместо одной,,,,,,20,0.2926662465687033,0.0025865499403103826,0.9373614348246262
1003,539,464,0.9628942486085343,0.9833024118738405,0.9518744801996033,0.9759372400998017,0.9963693941526452,0.02586206896551724,0.008375209380234505,0.0574468085106383,0.030612244897959183,0.041916167664670656,0.013157894736842105,0.0410958904109589,holdout_source,main,full,1.0,0.9965,22,зарегистрирован до прогона,3,2,2,0.1,1,,,,
1003,539,464,0.424860853432282,0.601113172541744,0.5543401532093367,0.7573411809865012,0.9062040176572197,0.034482758620689655,0.013531799729364006,0.0723905723905724,0.04081632653061224,0.05389221556886228,0.019736842105263157,0.0547945205479452,holdout_source,main,net,10.0,0.9825,18,зарегистрирован до прогона,3,2,2,1.0,1,,,,
1003,539,464,0.0018552875695732839,0.0018552875695732839,0.11438698786907682,0.5524198707696244,0.4363604375919647,0.646551724137931,0.4425385934819897,0.8391812865497076,0.6632653061224489,0.281437125748503,0.9605263157894737,0.9178082191780822,holdout_source,length-only,full,0.01,0.6539,4,зарегистрирован до прогона,3,2,2,0.01,0,,,,
1003,539,464,0.6660482374768089,0.6660482374768089,-0.20551829335351762,0.41061032563495614,0.6919582880174013,0.8448275862068966,0.6525198938992043,0.978021978021978,1.0,1.0,1.0,1.0,holdout_source,genre-only,full,0.01,0.8333,4,зарегистрирован до прогона,3,2,2,0.01,0,,,,
1003,539,464,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_source,source-only,full,0.1,0.52,18,зарегистрирован до прогона,3,2,2,0.01,1,,,,
1003,539,464,0.987012987012987,0.9925788497217068,0.969925579976137,0.9847358614292112,0.9979767769176635,0.01939655172413793,0.006289308176100629,0.03829787234042553,0.02295918367346939,0.04790419161676647,0.0,0.0136986301369863,holdout_source,format-only,full,1.0,0.9705,4,зарегистрирован до прогона,3,2,2,0.1,1,,,,
1003,539,464,0.9666048237476809,0.987012987012987,0.9499089628519525,0.975159538737125,0.9971410978184377,0.023706896551724137,0.006172839506172839,0.05542725173210162,0.02806122448979592,0.041916167664670656,0.006578947368421052,0.0410958904109589,holdout_source,main+M02,full,1.0,0.9971,23,зарегистрирован до прогона,3,2,2,1.0,0,,,,
,,,,,,,0.24218240195764826,,,,,,,,holdout_source,negative-control,full,,,,post hoc: серия кластерных перестановок вместо одной,,,,,,20,0.28964802417478863,0.0012515194165440482,0.9988324483398374
458,0,458,,,,,,0.039301310043668124,0.01699029126213592,0.07920792079207921,0.04336734693877551,0.07784431137724551,0.013157894736842105,0.0273972602739726,holdout_time,main,full,0.1,0.9982,22,"post hoc: тест одноклассовый, определим только FPR",3,2,0,0.1,0,,,,
458,0,458,,,,,,0.09170305676855896,0.05850091407678245,0.1497005988023952,0.08928571428571429,0.12574850299401197,0.046052631578947366,0.0958904109589041,holdout_time,main,net,0.01,0.9849,18,"post hoc: тест одноклассовый, определим только FPR",3,2,0,0.01,0,,,,
458,0,458,,,,,,0.5917030567685589,0.3629441624365482,0.8029197080291971,0.6147959183673469,0.20359281437125748,0.9407894736842105,0.8767123287671232,holdout_time,length-only,full,10.0,0.547,4,"post hoc: тест одноклассовый, определим только FPR",3,2,0,10.0,0,,,,
458,0,458,,,,,,0.8558951965065502,0.6950354609929078,0.9531502423263328,1.0,1.0,1.0,1.0,holdout_time,genre-only,full,0.01,0.9204,4,"post hoc: тест одноклассовый, определим только FPR",3,2,0,0.01,0,,,,
458,0,458,,,,,,0.8930131004366813,0.752851711026616,0.9728260869565217,1.0,1.0,1.0,1.0,holdout_time,source-only,full,0.01,0.5,23,"post hoc: тест одноклассовый, определим только FPR",3,2,0,0.01,0,,,,
458,0,458,,,,,,0.021834061135371178,0.007984031936127744,0.041791044776119404,0.02295918367346939,0.04790419161676647,0.0,0.0136986301369863,holdout_time,format-only,full,10.0,0.9893,4,"post hoc: тест одноклассовый, определим только FPR",3,2,0,10.0,0,,,,
458,0,458,,,,,,0.028384279475982533,0.009950248756218905,0.057971014492753624,0.03316326530612245,0.059880239520958084,0.013157894736842105,0.0136986301369863,holdout_time,main+M02,full,0.1,0.9983,23,"post hoc: тест одноклассовый, определим только FPR",3,2,0,0.1,0,,,,
751,359,392,0.9693593314763231,0.9888579387186629,0.9471939269050694,0.9740208060940253,0.9983016883633675,0.04081632653061224,0.015810276679841896,0.08771929824561403,0.04081632653061224,0.07784431137724551,0.013157894736842105,0.0136986301369863,holdout_topic,main,full,1.0,0.9956,22,зарегистрирован до прогона,3,3,,1.0,0,,,,
751,359,392,0.7103064066852368,0.9025069637883009,0.8694087638206672,0.9349205559661191,0.9821783866750042,0.06887755102040816,0.042801556420233464,0.11635220125786164,0.06887755102040816,0.08982035928143713,0.046052631578947366,0.0684931506849315,holdout_topic,main,net,0.01,0.9605,18,зарегистрирован до прогона,3,3,,0.1,1,,,,
751,359,392,0.011142061281337047,0.013927576601671309,0.1506777194236029,0.5693500937979649,0.4760957307714172,0.6301020408163265,0.3908450704225352,0.8537859007832899,0.6301020408163265,0.23353293413173654,0.9407894736842105,0.8904109589041096,holdout_topic,length-only,full,0.01,0.5398,4,зарегистрирован до прогона,3,3,,0.01,0,,,,
751,359,392,0.5988857938718662,0.5988857938718662,-0.5089588960113005,0.2994428969359331,0.5988857938718662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_topic,genre-only,full,0.01,0.8958,4,зарегистрирован до прогона,3,3,,0.01,0,,,,
751,359,392,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_topic,source-only,full,0.1,0.5017,25,зарегистрирован до прогона,3,3,,0.01,1,,,,
751,359,392,0.8690807799442897,0.9275766016713092,0.864694531257611,0.9285145813199931,0.9646658802796886,0.02040816326530612,0.00625,0.043478260869565216,0.02040816326530612,0.041916167664670656,0.0,0.0136986301369863,holdout_topic,format-only,full,10.0,0.9843,4,зарегистрирован до прогона,3,3,,10.0,0,,,,
751,359,392,0.9832869080779945,0.9944289693593314,0.9576978973991438,0.9792400943664374,0.9986001364334035,0.03316326530612245,0.011204481792717087,0.07174887892376682,0.03316326530612245,0.05389221556886228,0.013157894736842105,0.0273972602739726,holdout_topic,main+M02,full,0.1,0.9961,23,зарегистрирован до прогона,3,3,,1.0,1,,,,
,,,,,,,0.38427889261554204,,,,,,,,holdout_topic,negative-control,full,,,,post hoc: серия кластерных перестановок вместо одной,,,,,,20,0.32578461129188235,0.0006892729236541405,0.9402677505542607
