document_id,origin_class,source,genre,in_current_registry,n_sentences,repeat_share,repeated_unique,max_multiplicity,longest_repeated_block,repeat_char_share,adjacent_share,glued_per_1000w,verdict
deepseek_pro_b040_P2_r1,A,deepseek_pro,commercial,1,90,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b040_P2_r2,A,deepseek_pro,commercial,1,68,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b040_P3_r1,A,deepseek_pro,commercial,1,84,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b040_P3_r2,A,deepseek_pro,commercial,1,86,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b041_P1_r1,A,deepseek_pro,commercial,1,92,0.0,0,1,0,0.0,0.0,0.626566,
deepseek_pro_b041_P1_r2,A,deepseek_pro,commercial,1,114,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b041_P2_r1,A,deepseek_pro,commercial,1,21,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b041_P2_r2,A,deepseek_pro,commercial,1,41,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b041_P3_r1,A,deepseek_pro,commercial,1,103,0.0,0,1,0,0.0,0.0,1.529052,
deepseek_pro_b041_P3_r2,A,deepseek_pro,commercial,1,68,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b042_P1_r1,A,deepseek_pro,commercial,1,103,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b042_P1_r2,A,deepseek_pro,commercial,1,93,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b042_P2_r1,A,deepseek_pro,commercial,1,50,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b042_P2_r2,A,deepseek_pro,commercial,1,43,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b042_P3_r1,A,deepseek_pro,commercial,1,75,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b042_P3_r2,A,deepseek_pro,commercial,1,105,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b043_P1_r1,A,deepseek_pro,commercial,1,112,0.0,0,1,0,0.0,0.0,0.60423,
deepseek_pro_b043_P1_r2,A,deepseek_pro,commercial,1,150,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b043_P2_r1,A,deepseek_pro,commercial,1,79,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b043_P2_r2,A,deepseek_pro,commercial,1,71,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b043_P3_r1,A,deepseek_pro,commercial,1,86,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b043_P3_r2,A,deepseek_pro,commercial,1,88,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b044_P1_r1,A,deepseek_pro,commercial,1,83,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b044_P1_r2,A,deepseek_pro,commercial,1,86,0.0,0,1,0,0.0,0.0,0.705219,
deepseek_pro_b044_P2_r1,A,deepseek_pro,commercial,1,59,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b044_P2_r2,A,deepseek_pro,commercial,1,39,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b044_P3_r1,A,deepseek_pro,commercial,1,80,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b044_P3_r2,A,deepseek_pro,commercial,1,85,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b045_P1_r1,A,deepseek_pro,commercial,1,129,0.0,0,1,0,0.0,0.0,1.06383,
deepseek_pro_b045_P1_r2,A,deepseek_pro,commercial,1,104,0.0,0,1,0,0.0,0.0,2.829655,
deepseek_pro_b045_P2_r1,A,deepseek_pro,commercial,1,48,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b045_P2_r2,A,deepseek_pro,commercial,1,50,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b045_P3_r1,A,deepseek_pro,commercial,1,108,0.0,0,1,0,0.0,0.0,0.0,
deepseek_pro_b045_P3_r2,A,deepseek_pro,commercial,1,80,0.0,0,1,0,0.0,0.0,0.0,
gpt_b001_P1_r1,A,gpt,seo,1,95,0.0,0,1,0,0.0,0.0,0.0,
gpt_b001_P1_r2,A,gpt,seo,1,94,0.0,0,1,0,0.0,0.0,0.759301,
gpt_b001_P2_r1,A,gpt,seo,1,78,0.0,0,1,0,0.0,0.0,0.0,
gpt_b001_P2_r2,A,gpt,seo,1,54,0.0,0,1,0,0.0,0.0,0.0,
gpt_b001_P3_r1,A,gpt,seo,1,95,0.0,0,1,0,0.0,0.0,0.0,
gpt_b001_P3_r2,A,gpt,seo,1,92,0.0,0,1,0,0.0,0.0,0.747943,
gpt_b002_P1_r1,A,gpt,seo,1,85,0.0,0,1,0,0.0,0.0,0.0,
gpt_b002_P1_r2,A,gpt,seo,1,74,0.0,0,1,0,0.0,0.0,1.672241,
gpt_b002_P2_r1,A,gpt,seo,1,48,0.0,0,1,0,0.0,0.0,0.0,
gpt_b002_P2_r2,A,gpt,seo,1,63,0.0,0,1,0,0.0,0.0,2.862595,
gpt_b002_P3_r1,A,gpt,seo,1,88,0.0,0,1,0,0.0,0.0,0.0,
gpt_b002_P3_r2,A,gpt,seo,1,87,0.0,0,1,0,0.0,0.0,0.0,
gpt_b003_P1_r1,A,gpt,seo,1,84,0.0,0,1,0,0.0,0.0,0.0,
gpt_b003_P1_r2,A,gpt,seo,1,75,0.0,0,1,0,0.0,0.0,0.0,
gpt_b003_P2_r1,A,gpt,seo,1,64,0.0,0,1,0,0.0,0.0,0.0,
gpt_b003_P2_r2,A,gpt,seo,1,52,0.0,0,1,0,0.0,0.0,0.0,
gpt_b003_P3_r1,A,gpt,seo,1,94,0.0,0,1,0,0.0,0.0,0.0,
gpt_b003_P3_r2,A,gpt,seo,1,78,0.0,0,1,0,0.0,0.0,0.0,
gpt_b004_P1_r1,A,gpt,seo,1,93,0.0,0,1,0,0.0,0.0,0.0,
gpt_b004_P1_r2,A,gpt,seo,1,88,0.0,0,1,0,0.0,0.0,0.0,
gpt_b004_P2_r1,A,gpt,seo,1,61,0.0,0,1,0,0.0,0.0,0.0,
gpt_b004_P2_r2,A,gpt,seo,1,58,0.0,0,1,0,0.0,0.0,0.0,
gpt_b004_P3_r1,A,gpt,seo,1,99,0.0,0,1,0,0.0,0.0,0.0,
gpt_b004_P3_r2,A,gpt,seo,1,26,0.0,0,1,0,0.0,0.0,0.0,
gpt_b005_P1_r1,A,gpt,seo,1,88,0.0,0,1,0,0.0,0.0,0.0,
gpt_b005_P1_r2,A,gpt,seo,1,83,0.0,0,1,0,0.0,0.0,0.0,
gpt_b005_P2_r1,A,gpt,seo,1,67,0.0,0,1,0,0.0,0.0,0.0,
gpt_b005_P2_r2,A,gpt,seo,1,71,0.0,0,1,0,0.0,0.0,0.0,
gpt_b005_P3_r1,A,gpt,seo,1,113,0.0,0,1,0,0.0,0.0,0.0,
gpt_b005_P3_r2,A,gpt,seo,1,99,0.0,0,1,0,0.0,0.0,0.0,
gpt_b006_P1_r1,A,gpt,seo,1,98,0.0,0,1,0,0.0,0.0,0.0,
gpt_b006_P1_r2,A,gpt,seo,1,94,0.0,0,1,0,0.0,0.0,0.0,
gpt_b006_P2_r1,A,gpt,seo,1,68,0.0,0,1,0,0.0,0.0,0.0,
gpt_b006_P2_r2,A,gpt,seo,1,53,0.0,0,1,0,0.0,0.0,0.0,
gpt_b006_P3_r1,A,gpt,seo,1,104,0.0,0,1,0,0.0,0.0,0.0,
gpt_b006_P3_r2,A,gpt,seo,1,82,0.0,0,1,0,0.0,0.0,0.769231,
gpt_b007_P1_r1,A,gpt,seo,1,97,0.0,0,1,0,0.0,0.0,0.0,
gpt_b007_P1_r2,A,gpt,seo,1,105,0.0,0,1,0,0.0,0.0,0.0,
gpt_b007_P2_r1,A,gpt,seo,1,64,0.0,0,1,0,0.0,0.0,0.0,
gpt_b007_P2_r2,A,gpt,seo,1,67,0.0,0,1,0,0.0,0.0,0.0,
gpt_b007_P3_r1,A,gpt,seo,1,98,0.0,0,1,0,0.0,0.0,0.0,
gpt_b007_P3_r2,A,gpt,seo,1,81,0.0,0,1,0,0.0,0.0,0.0,
gpt_b008_P1_r1,A,gpt,seo,1,85,0.0,0,1,0,0.0,0.0,1.466276,
gpt_b008_P1_r2,A,gpt,seo,1,92,0.0,0,1,0,0.0,0.0,1.37741,
gpt_b008_P2_r1,A,gpt,seo,1,51,0.0,0,1,0,0.0,0.0,0.0,
gpt_b008_P2_r2,A,gpt,seo,1,47,0.0,0,1,0,0.0,0.0,0.0,
gpt_b008_P3_r1,A,gpt,seo,1,93,0.0,0,1,0,0.0,0.0,2.218935,
gpt_b008_P3_r2,A,gpt,seo,1,83,0.0,0,1,0,0.0,0.0,0.0,
gpt_b009_P1_r1,A,gpt,seo,1,99,0.0,0,1,0,0.0,0.0,0.650618,
gpt_b009_P1_r2,A,gpt,seo,1,60,0.0,0,1,0,0.0,0.0,0.976562,
gpt_b009_P2_r1,A,gpt,seo,1,56,0.0,0,1,0,0.0,0.0,0.0,
gpt_b009_P2_r2,A,gpt,seo,1,38,0.0,0,1,0,0.0,0.0,0.0,
gpt_b009_P3_r1,A,gpt,seo,1,107,0.0,0,1,0,0.0,0.0,0.604595,
gpt_b009_P3_r2,A,gpt,seo,1,83,0.0,0,1,0,0.0,0.0,1.477105,
gpt_b010_P1_r1,A,gpt,seo,1,77,0.0,0,1,0,0.0,0.0,0.0,
gpt_b010_P1_r2,A,gpt,seo,1,72,0.0,0,1,0,0.0,0.0,0.0,
gpt_b010_P2_r1,A,gpt,seo,1,41,0.0,0,1,0,0.0,0.0,0.0,
gpt_b010_P2_r2,A,gpt,seo,1,66,0.0,0,1,0,0.0,0.0,0.0,
gpt_b010_P3_r1,A,gpt,seo,1,87,0.0,0,1,0,0.0,0.0,0.0,
gpt_b010_P3_r2,A,gpt,seo,1,93,0.0,0,1,0,0.0,0.0,0.0,
gpt_b011_P1_r1,A,gpt,seo,1,109,0.0,0,1,0,0.0,0.0,0.0,
gpt_b011_P1_r2,A,gpt,seo,1,97,0.0,0,1,0,0.0,0.0,0.0,
gpt_b011_P2_r1,A,gpt,seo,1,63,0.0,0,1,0,0.0,0.0,0.0,
gpt_b011_P2_r2,A,gpt,seo,1,76,0.0,0,1,0,0.0,0.0,0.0,
gpt_b011_P3_r1,A,gpt,seo,1,75,0.0,0,1,0,0.0,0.0,0.0,
gpt_b011_P3_r2,A,gpt,seo,1,101,0.0,0,1,0,0.0,0.0,0.0,
gpt_b012_P1_r1,A,gpt,seo,1,128,0.0,0,1,0,0.0,0.0,0.0,
gpt_b012_P1_r2,A,gpt,seo,1,113,0.0,0,1,0,0.0,0.0,0.0,
gpt_b012_P2_r1,A,gpt,seo,1,79,0.0,0,1,0,0.0,0.0,0.0,
gpt_b012_P2_r2,A,gpt,seo,1,66,0.0,0,1,0,0.0,0.0,0.0,
gpt_b012_P3_r1,A,gpt,seo,1,95,0.0,0,1,0,0.0,0.0,0.0,
gpt_b012_P3_r2,A,gpt,seo,1,86,0.0,0,1,0,0.0,0.0,0.0,
gpt_b013_P1_r1,A,gpt,seo,1,71,0.0,0,1,0,0.0,0.0,1.611604,
gpt_b013_P1_r2,A,gpt,seo,1,89,0.0,0,1,0,0.0,0.0,1.246883,
gpt_b013_P2_r1,A,gpt,seo,1,67,0.0,0,1,0,0.0,0.0,0.0,
gpt_b013_P2_r2,A,gpt,seo,1,48,0.0,0,1,0,0.0,0.0,1.187648,
gpt_b013_P3_r1,A,gpt,seo,1,93,0.0,0,1,0,0.0,0.0,0.0,
gpt_b013_P3_r2,A,gpt,seo,1,74,0.0,0,1,0,0.0,0.0,1.430615,
gpt_b014_P1_r1,A,gpt,seo,1,97,0.0,0,1,0,0.0,0.0,0.0,
gpt_b014_P1_r2,A,gpt,seo,1,98,0.0,0,1,0,0.0,0.0,0.0,
gpt_b014_P2_r1,A,gpt,seo,1,75,0.0,0,1,0,0.0,0.0,0.0,
gpt_b014_P2_r2,A,gpt,seo,1,57,0.0,0,1,0,0.0,0.0,0.0,
gpt_b014_P3_r1,A,gpt,seo,1,99,0.0,0,1,0,0.0,0.0,0.0,
gpt_b014_P3_r2,A,gpt,seo,1,95,0.0,0,1,0,0.0,0.0,0.0,
gpt_b015_P1_r1,A,gpt,seo,1,95,0.0,0,1,0,0.0,0.0,0.0,
gpt_b015_P1_r2,A,gpt,seo,1,103,0.0,0,1,0,0.0,0.0,0.0,
gpt_b015_P2_r1,A,gpt,seo,1,64,0.0,0,1,0,0.0,0.0,0.0,
gpt_b015_P2_r2,A,gpt,seo,1,80,0.0,0,1,0,0.0,0.0,0.0,
gpt_b015_P3_r1,A,gpt,seo,1,111,0.0,0,1,0,0.0,0.0,0.0,
gpt_b015_P3_r2,A,gpt,seo,1,87,0.0,0,1,0,0.0,0.0,0.0,
gpt_b016_P1_r1,A,gpt,analytics,1,105,0.0,0,1,0,0.0,0.0,0.0,
gpt_b016_P1_r2,A,gpt,analytics,1,94,0.0,0,1,0,0.0,0.0,0.0,
gpt_b016_P2_r1,A,gpt,analytics,1,59,0.0,0,1,0,0.0,0.0,0.0,
gpt_b016_P2_r2,A,gpt,analytics,1,66,0.0,0,1,0,0.0,0.0,0.0,
gpt_b016_P3_r1,A,gpt,analytics,1,87,0.0,0,1,0,0.0,0.0,0.0,
gpt_b016_P3_r2,A,gpt,analytics,1,95,0.0,0,1,0,0.0,0.0,0.0,
gpt_b017_P1_r1,A,gpt,analytics,1,107,0.0,0,1,0,0.0,0.0,0.0,
gpt_b017_P1_r2,A,gpt,analytics,1,33,0.0,0,1,0,0.0,0.0,0.0,
gpt_b017_P2_r1,A,gpt,analytics,1,87,0.0,0,1,0,0.0,0.0,0.0,
gpt_b017_P2_r2,A,gpt,analytics,1,79,0.0,0,1,0,0.0,0.0,0.0,
gpt_b017_P3_r1,A,gpt,analytics,1,107,0.0,0,1,0,0.0,0.0,0.0,
gpt_b017_P3_r2,A,gpt,analytics,1,112,0.0,0,1,0,0.0,0.0,0.0,
gpt_b018_P1_r1,A,gpt,analytics,1,109,0.0,0,1,0,0.0,0.0,0.0,
gpt_b018_P1_r2,A,gpt,analytics,1,88,0.0,0,1,0,0.0,0.0,0.0,
gpt_b018_P2_r1,A,gpt,analytics,1,87,0.0,0,1,0,0.0,0.0,0.0,
gpt_b018_P2_r2,A,gpt,analytics,1,78,0.0,0,1,0,0.0,0.0,0.0,
gpt_b018_P3_r1,A,gpt,analytics,1,88,0.0,0,1,0,0.0,0.0,0.0,
gpt_b018_P3_r2,A,gpt,analytics,1,97,0.0,0,1,0,0.0,0.0,0.0,
gpt_b019_P1_r1,A,gpt,analytics,1,103,0.0,0,1,0,0.0,0.0,0.0,
gpt_b019_P1_r2,A,gpt,analytics,1,108,0.0,0,1,0,0.0,0.0,0.0,
gpt_b019_P2_r1,A,gpt,analytics,1,78,0.0,0,1,0,0.0,0.0,0.0,
gpt_b019_P2_r2,A,gpt,analytics,1,68,0.0,0,1,0,0.0,0.0,0.0,
gpt_b019_P3_r1,A,gpt,analytics,1,111,0.0,0,1,0,0.0,0.0,0.0,
gpt_b019_P3_r2,A,gpt,analytics,1,112,0.0,0,1,0,0.0,0.0,0.0,
gpt_b020_P1_r1,A,gpt,analytics,1,126,0.0,0,1,0,0.0,0.0,0.0,
gpt_b020_P1_r2,A,gpt,analytics,1,113,0.0,0,1,0,0.0,0.0,0.0,
gpt_b020_P2_r1,A,gpt,analytics,1,70,0.0,0,1,0,0.0,0.0,0.0,
gpt_b020_P2_r2,A,gpt,analytics,1,66,0.0,0,1,0,0.0,0.0,0.0,
gpt_b020_P3_r1,A,gpt,analytics,1,116,0.0,0,1,0,0.0,0.0,0.0,
gpt_b020_P3_r2,A,gpt,analytics,1,113,0.0,0,1,0,0.0,0.0,0.0,
gpt_b021_P1_r1,A,gpt,analytics,1,95,0.0,0,1,0,0.0,0.0,0.0,
gpt_b021_P1_r2,A,gpt,analytics,1,111,0.0,0,1,0,0.0,0.0,0.0,
gpt_b021_P2_r1,A,gpt,analytics,1,52,0.0,0,1,0,0.0,0.0,0.0,
gpt_b021_P2_r2,A,gpt,analytics,1,90,0.0,0,1,0,0.0,0.0,0.0,
gpt_b021_P3_r1,A,gpt,analytics,1,70,0.0,0,1,0,0.0,0.0,0.0,
gpt_b021_P3_r2,A,gpt,analytics,1,91,0.0,0,1,0,0.0,0.0,0.0,
gpt_b022_P1_r1,A,gpt,analytics,1,101,0.0,0,1,0,0.0,0.0,0.0,
gpt_b022_P1_r2,A,gpt,analytics,1,96,0.0,0,1,0,0.0,0.0,0.0,
gpt_b022_P2_r1,A,gpt,analytics,1,85,0.0,0,1,0,0.0,0.0,0.0,
gpt_b022_P2_r2,A,gpt,analytics,1,68,0.0,0,1,0,0.0,0.0,0.0,
gpt_b022_P3_r1,A,gpt,analytics,1,98,0.0,0,1,0,0.0,0.0,0.0,
gpt_b022_P3_r2,A,gpt,analytics,1,83,0.0,0,1,0,0.0,0.0,0.0,
gpt_b023_P1_r1,A,gpt,analytics,1,93,0.0,0,1,0,0.0,0.0,0.0,
gpt_b023_P1_r2,A,gpt,analytics,1,102,0.0,0,1,0,0.0,0.0,0.0,
gpt_b023_P2_r1,A,gpt,analytics,1,69,0.0,0,1,0,0.0,0.0,0.0,
gpt_b023_P2_r2,A,gpt,analytics,1,63,0.0,0,1,0,0.0,0.0,0.0,
gpt_b023_P3_r1,A,gpt,analytics,1,90,0.0,0,1,0,0.0,0.0,1.440922,
gpt_b023_P3_r2,A,gpt,analytics,1,85,0.0,0,1,0,0.0,0.0,0.0,
gpt_b024_P1_r1,A,gpt,analytics,1,107,0.0,0,1,0,0.0,0.0,0.0,
gpt_b024_P1_r2,A,gpt,analytics,1,70,0.0,0,1,0,0.0,0.0,0.0,
gpt_b024_P2_r1,A,gpt,analytics,1,65,0.0,0,1,0,0.0,0.0,0.0,
gpt_b024_P2_r2,A,gpt,analytics,1,72,0.0,0,1,0,0.0,0.0,0.0,
gpt_b024_P3_r1,A,gpt,analytics,1,97,0.0,0,1,0,0.0,0.0,0.0,
gpt_b024_P3_r2,A,gpt,analytics,1,98,0.0,0,1,0,0.0,0.0,0.0,
gpt_b025_P1_r1,A,gpt,analytics,1,115,0.0,0,1,0,0.0,0.0,0.0,
gpt_b025_P1_r2,A,gpt,analytics,1,109,0.0,0,1,0,0.0,0.0,0.0,
gpt_b025_P2_r1,A,gpt,analytics,1,71,0.0,0,1,0,0.0,0.0,0.0,
gpt_b025_P2_r2,A,gpt,analytics,1,74,0.0,0,1,0,0.0,0.0,0.0,
gpt_b025_P3_r1,A,gpt,analytics,1,125,0.0,0,1,0,0.0,0.0,0.0,
gpt_b025_P3_r2,A,gpt,analytics,1,75,0.0,0,1,0,0.0,0.0,0.0,
gpt_b026_P1_r1,A,gpt,analytics,1,106,0.0,0,1,0,0.0,0.0,0.0,
gpt_b026_P1_r2,A,gpt,analytics,1,88,0.0,0,1,0,0.0,0.0,0.0,
gpt_b026_P2_r1,A,gpt,analytics,1,65,0.0,0,1,0,0.0,0.0,0.0,
gpt_b026_P2_r2,A,gpt,analytics,1,68,0.0,0,1,0,0.0,0.0,0.0,
gpt_b026_P3_r1,A,gpt,analytics,1,119,0.0,0,1,0,0.0,0.0,0.0,
gpt_b026_P3_r2,A,gpt,analytics,1,98,0.0,0,1,0,0.0,0.0,0.0,
gpt_b027_P1_r1,A,gpt,analytics,1,94,0.0,0,1,0,0.0,0.0,0.685401,
gpt_b027_P1_r2,A,gpt,analytics,1,100,0.0,0,1,0,0.0,0.0,0.642261,
gpt_b027_P2_r1,A,gpt,analytics,1,59,0.0,0,1,0,0.0,0.0,0.0,
gpt_b027_P2_r2,A,gpt,analytics,1,62,0.0,0,1,0,0.0,0.0,0.0,
gpt_b027_P3_r1,A,gpt,analytics,1,102,0.0,0,1,0,0.0,0.0,0.0,
gpt_b027_P3_r2,A,gpt,analytics,1,103,0.0,0,1,0,0.0,0.0,0.584454,
gpt_b028_P1_r1,A,gpt,analytics,1,92,0.0,0,1,0,0.0,0.0,0.0,
gpt_b028_P1_r2,A,gpt,analytics,1,98,0.0,0,1,0,0.0,0.0,0.0,
gpt_b028_P2_r1,A,gpt,analytics,1,58,0.0,0,1,0,0.0,0.0,0.0,
gpt_b028_P2_r2,A,gpt,analytics,1,45,0.0,0,1,0,0.0,0.0,0.0,
gpt_b028_P3_r1,A,gpt,analytics,1,83,0.0,0,1,0,0.0,0.0,0.0,
gpt_b028_P3_r2,A,gpt,analytics,1,84,0.0,0,1,0,0.0,0.0,0.0,
gpt_b029_P1_r1,A,gpt,analytics,1,112,0.0,0,1,0,0.0,0.0,0.0,
gpt_b029_P1_r2,A,gpt,analytics,1,97,0.0,0,1,0,0.0,0.0,0.0,
gpt_b029_P2_r1,A,gpt,analytics,1,62,0.0,0,1,0,0.0,0.0,0.0,
gpt_b029_P2_r2,A,gpt,analytics,1,87,0.0,0,1,0,0.0,0.0,0.0,
gpt_b029_P3_r1,A,gpt,analytics,1,89,0.0,0,1,0,0.0,0.0,0.0,
gpt_b029_P3_r2,A,gpt,analytics,1,108,0.0,0,1,0,0.0,0.0,0.0,
gpt_b030_P1_r1,A,gpt,analytics,1,130,0.0,0,1,0,0.0,0.0,0.0,
gpt_b030_P1_r2,A,gpt,analytics,1,100,0.0,0,1,0,0.0,0.0,0.0,
gpt_b030_P2_r1,A,gpt,analytics,1,78,0.0,0,1,0,0.0,0.0,0.0,
gpt_b030_P2_r2,A,gpt,analytics,1,82,0.0,0,1,0,0.0,0.0,0.0,
gpt_b030_P3_r1,A,gpt,analytics,1,76,0.0,0,1,0,0.0,0.0,0.0,
gpt_b030_P3_r2,A,gpt,analytics,1,69,0.0,0,1,0,0.0,0.0,0.0,
gpt_b031_P1_r1,A,gpt,commercial,1,79,0.0,0,1,0,0.0,0.0,1.469508,
gpt_b031_P1_r2,A,gpt,commercial,1,65,0.0,0,1,0,0.0,0.0,0.0,
gpt_b031_P2_r1,A,gpt,commercial,1,55,0.0,0,1,0,0.0,0.0,0.0,
gpt_b031_P2_r2,A,gpt,commercial,1,60,0.0,0,1,0,0.0,0.0,0.0,
gpt_b031_P3_r1,A,gpt,commercial,1,74,0.0,0,1,0,0.0,0.0,0.0,
gpt_b031_P3_r2,A,gpt,commercial,1,90,0.0,0,1,0,0.0,0.0,0.0,
gpt_b032_P1_r1,A,gpt,commercial,1,104,0.0,0,1,0,0.0,0.0,0.0,
gpt_b032_P1_r2,A,gpt,commercial,1,71,0.0,0,1,0,0.0,0.0,0.0,
gpt_b032_P2_r1,A,gpt,commercial,1,56,0.0,0,1,0,0.0,0.0,0.0,
gpt_b032_P2_r2,A,gpt,commercial,1,62,0.0,0,1,0,0.0,0.0,0.0,
gpt_b032_P3_r1,A,gpt,commercial,1,85,0.0,0,1,0,0.0,0.0,0.0,
gpt_b032_P3_r2,A,gpt,commercial,1,86,0.0,0,1,0,0.0,0.0,0.0,
gpt_b033_P1_r1,A,gpt,commercial,1,81,0.0,0,1,0,0.0,0.0,0.0,
gpt_b033_P1_r2,A,gpt,commercial,1,98,0.0,0,1,0,0.0,0.0,0.0,
gpt_b033_P2_r1,A,gpt,commercial,1,77,0.0,0,1,0,0.0,0.0,0.0,
gpt_b033_P2_r2,A,gpt,commercial,1,77,0.0,0,1,0,0.0,0.0,0.0,
gpt_b033_P3_r1,A,gpt,commercial,1,114,0.0,0,1,0,0.0,0.0,0.0,
gpt_b033_P3_r2,A,gpt,commercial,1,78,0.0,0,1,0,0.0,0.0,0.0,
gpt_b034_P1_r1,A,gpt,commercial,1,78,0.0,0,1,0,0.0,0.0,0.0,
gpt_b034_P1_r2,A,gpt,commercial,1,69,0.0,0,1,0,0.0,0.0,0.0,
gpt_b034_P2_r1,A,gpt,commercial,1,67,0.0,0,1,0,0.0,0.0,0.0,
gpt_b034_P2_r2,A,gpt,commercial,1,51,0.0,0,1,0,0.0,0.0,0.0,
gpt_b034_P3_r1,A,gpt,commercial,1,77,0.0,0,1,0,0.0,0.0,0.0,
gpt_b034_P3_r2,A,gpt,commercial,1,77,0.0,0,1,0,0.0,0.0,0.0,
gpt_b035_P1_r1,A,gpt,commercial,1,116,0.0,0,1,0,0.0,0.0,0.0,
gpt_b035_P1_r2,A,gpt,commercial,1,114,0.0,0,1,0,0.0,0.0,0.0,
gpt_b035_P2_r1,A,gpt,commercial,1,67,0.0,0,1,0,0.0,0.0,0.0,
gpt_b035_P2_r2,A,gpt,commercial,1,55,0.0,0,1,0,0.0,0.0,0.0,
gpt_b035_P3_r1,A,gpt,commercial,1,99,0.0,0,1,0,0.0,0.0,0.0,
gpt_b035_P3_r2,A,gpt,commercial,1,72,0.0,0,1,0,0.0,0.0,0.0,
gpt_b036_P1_r1,A,gpt,commercial,1,98,0.0,0,1,0,0.0,0.0,0.0,
gpt_b036_P1_r2,A,gpt,commercial,1,104,0.0,0,1,0,0.0,0.0,0.0,
gpt_b036_P2_r1,A,gpt,commercial,1,64,0.0,0,1,0,0.0,0.0,0.0,
gpt_b036_P2_r2,A,gpt,commercial,1,66,0.0,0,1,0,0.0,0.0,0.0,
gpt_b036_P3_r1,A,gpt,commercial,1,89,0.0,0,1,0,0.0,0.0,0.0,
gpt_b036_P3_r2,A,gpt,commercial,1,85,0.0,0,1,0,0.0,0.0,0.0,
gpt_b037_P1_r1,A,gpt,commercial,1,49,0.0,0,1,0,0.0,0.0,0.0,
gpt_b037_P1_r2,A,gpt,commercial,1,79,0.0,0,1,0,0.0,0.0,0.0,
gpt_b037_P2_r1,A,gpt,commercial,1,46,0.0,0,1,0,0.0,0.0,0.0,
gpt_b037_P2_r2,A,gpt,commercial,1,39,0.0,0,1,0,0.0,0.0,0.0,
gpt_b037_P3_r1,A,gpt,commercial,1,98,0.0,0,1,0,0.0,0.0,0.0,
gpt_b037_P3_r2,A,gpt,commercial,1,55,0.0,0,1,0,0.0,0.0,0.0,
gpt_b038_P1_r1,A,gpt,commercial,1,80,0.0,0,1,0,0.0,0.0,0.0,
gpt_b038_P1_r2,A,gpt,commercial,1,94,0.0,0,1,0,0.0,0.0,0.0,
gpt_b038_P2_r1,A,gpt,commercial,1,64,0.0,0,1,0,0.0,0.0,0.0,
gpt_b038_P2_r2,A,gpt,commercial,1,61,0.0,0,1,0,0.0,0.0,0.0,
gpt_b038_P3_r1,A,gpt,commercial,1,70,0.0,0,1,0,0.0,0.0,0.0,
gpt_b038_P3_r2,A,gpt,commercial,1,72,0.0,0,1,0,0.0,0.0,0.0,
gpt_b039_P1_r1,A,gpt,commercial,1,93,0.0,0,1,0,0.0,0.0,0.0,
gpt_b039_P1_r2,A,gpt,commercial,1,82,0.0,0,1,0,0.0,0.0,0.0,
gpt_b039_P2_r1,A,gpt,commercial,1,60,0.0,0,1,0,0.0,0.0,0.0,
gpt_b039_P2_r2,A,gpt,commercial,1,63,0.0,0,1,0,0.0,0.0,0.0,
gpt_b039_P3_r1,A,gpt,commercial,1,68,0.0,0,1,0,0.0,0.0,0.0,
gpt_b039_P3_r2,A,gpt,commercial,1,89,0.0,0,1,0,0.0,0.0,0.0,
gpt_b040_P1_r1,A,gpt,commercial,1,87,0.0,0,1,0,0.0,0.0,0.0,
gpt_b040_P1_r2,A,gpt,commercial,1,85,0.0,0,1,0,0.0,0.0,0.0,
gpt_b040_P2_r1,A,gpt,commercial,1,70,0.0,0,1,0,0.0,0.0,0.0,
gpt_b040_P2_r2,A,gpt,commercial,1,60,0.0,0,1,0,0.0,0.0,0.0,
gpt_b040_P3_r1,A,gpt,commercial,1,55,0.0,0,1,0,0.0,0.0,0.0,
gpt_b040_P3_r2,A,gpt,commercial,1,84,0.0,0,1,0,0.0,0.0,0.0,
