document_id,transform_number,origin_class,generation_channel,nll_baseline,nll_transformed,delta_nll,scored_tokens,n_windows,status
human_seo_labrika_0002,13,H,,2.414394,2.560099,0.145705,2512,4,ok
nemotron_b012_P1_r1,13,A,nemotron,3.423155,3.457142,0.033987,1086,2,ok
nemotron_b015_P3_r2,13,A,nemotron,3.022644,3.081028,0.058384,3967,7,ok
nemotron_b016_P1_r1,13,A,nemotron,3.486115,3.553046,0.066931,1415,2,ok
nemotron_b022_P3_r2,13,A,nemotron,3.302259,3.392530,0.090271,2521,4,ok
nemotron_b028_P1_r2,13,A,nemotron,3.295929,3.406307,0.110378,1974,3,ok
nemotron_b033_P2_r2,13,A,nemotron,3.343024,3.500683,0.157659,678,1,ok
nemotron_b038_P1_r2,13,A,nemotron,3.300879,3.387597,0.086718,2083,4,ok
real_claude_b015_P2_r1,13,A,real_claude,3.276098,3.346157,0.070059,1025,2,ok
real_claude_b018_P3_r2,13,A,real_claude,3.522522,3.665004,0.142482,2224,4,ok
real_claude_b024_P1_r2,13,A,real_claude,3.401401,3.504152,0.102751,1643,3,ok
real_claude_b025_P2_r1,13,A,real_claude,3.284271,3.408653,0.124382,941,1,ok
real_claude_b034_P2_r2,13,A,real_claude,3.274455,3.446095,0.171640,1457,2,ok
real_claude_b040_P3_r2,13,A,real_claude,3.478730,3.569269,0.090539,2084,4,ok
real_claude_b042_P3_r2,13,A,real_claude,3.311909,3.455215,0.143306,2079,4,ok
real_claude_b045_P3_r1,13,A,real_claude,3.477903,3.604716,0.126813,2638,5,ok
deepseek_pro_b002_P3_r1,14,A,deepseek_pro,2.932154,3.203853,0.271699,2090,4,ok
deepseek_pro_b004_P2_r1,14,A,deepseek_pro,2.962420,3.678328,0.715908,417,1,ok
deepseek_pro_b007_P3_r2,14,A,deepseek_pro,3.047212,3.311562,0.264350,1177,2,ok
deepseek_pro_b009_P1_r1,14,A,deepseek_pro,2.999451,3.299433,0.299982,2968,5,ok
deepseek_pro_b009_P2_r2,14,A,deepseek_pro,2.931191,3.173036,0.241845,1211,2,ok
deepseek_pro_b021_P2_r2,14,A,deepseek_pro,2.957460,3.462602,0.505142,357,1,ok
deepseek_pro_b037_P2_r2,14,A,deepseek_pro,3.110237,3.717153,0.606916,440,1,ok
deepseek_pro_b038_P1_r2,14,A,deepseek_pro,3.184690,3.280497,0.095807,1024,2,ok
gpt_b004_P1_r1,14,A,gpt,3.141123,3.359766,0.218643,1920,3,ok
gpt_b004_P3_r1,14,A,gpt,3.241070,3.472617,0.231547,1891,3,ok
gpt_b021_P3_r2,14,A,gpt,3.423261,3.602881,0.179620,1906,3,ok
gpt_b026_P1_r1,14,A,gpt,2.959196,3.207431,0.248235,2189,4,ok
gpt_b028_P2_r1,14,A,gpt,3.233938,3.744198,0.510260,829,1,ok
gpt_b040_P2_r1,14,A,gpt,3.096807,3.385336,0.288529,1040,2,ok
human_hard_rusltc_0001,14,H,,3.121580,3.319274,0.197694,1064,2,ok
human_hard_rusltc_0002,14,H,,2.809068,3.097015,0.287947,1352,2,ok
human_hard_rusltc_0003,14,H,,3.290485,3.392115,0.101630,2388,4,ok
human_hard_rusltc_0055,14,H,,2.648841,2.790445,0.141604,1107,2,ok
human_hard_rusltc_0068,14,H,,2.655230,2.929551,0.274321,1410,2,ok
human_hard_rusltc_0073,14,H,,3.063622,3.237200,0.173578,2246,4,ok
human_news_buriy_2014_0027,14,H,,2.947762,3.123694,0.175932,1160,2,ok
human_news_buriy_2014_0034,14,H,,2.498666,2.722976,0.224310,1805,3,ok
human_news_gazeta_0031,14,H,,2.431371,2.623593,0.192222,1326,2,ok
human_news_gazeta_0040,14,H,,2.576308,2.766140,0.189832,1215,2,ok
human_news_lenta_0001,14,H,,2.672448,2.860212,0.187764,1062,2,ok
human_news_lenta_0016,14,H,,2.354553,2.468783,0.114230,1670,3,ok
human_prose_taiga_arzamas_0050,14,H,,2.864683,2.985411,0.120728,2375,4,ok
human_prose_taiga_arzamas_0051,14,H,,2.834851,3.056353,0.221502,2405,4,ok
human_prose_taiga_magazines_0048,14,H,,3.268327,3.405140,0.136813,6112,11,ok
human_prose_taiga_magazines_0053,14,H,,3.980711,4.154259,0.173548,1322,2,ok
human_prose_taiga_proza_0034,14,H,,2.506692,2.819639,0.312947,1095,2,ok
human_prose_taiga_proza_0056,14,H,,3.359663,3.555469,0.195806,1832,3,ok
human_science_cyberleninka_0026,14,H,,2.455090,2.622973,0.167883,3146,6,ok
human_science_cyberleninka_0031,14,H,,2.320432,2.530289,0.209857,2841,5,ok
human_science_cyberleninka_0032,14,H,,2.172165,2.379232,0.207067,2116,4,ok
human_science_cyberleninka_0053,14,H,,2.257457,2.419864,0.162407,11260,21,ok
human_science_spbgu_0024,14,H,,2.412085,2.507313,0.095228,5556,10,ok
human_science_urfu_0028,14,H,,2.470474,2.581016,0.110542,7693,15,ok
human_seo_alaev_0004,14,H,,3.119545,3.436592,0.317047,3283,6,ok
human_seo_convertmonster_0001,14,H,,2.423620,2.886838,0.463218,1137,2,ok
human_seo_devaka_ru_0004,14,H,,3.158421,3.266780,0.108359,1757,3,ok
human_seo_drmax_0002,14,H,,3.434824,3.696991,0.262167,3315,6,ok
human_seo_drmax_su_0001,14,H,,3.052851,3.221946,0.169095,2191,4,ok
human_seo_labrika_0002,14,H,,2.414394,2.960784,0.546390,2657,5,ok
nemotron_b012_P1_r1,14,A,nemotron,3.423155,4.032917,0.609762,351,1,ok
nemotron_b015_P3_r2,14,A,nemotron,3.022644,3.154422,0.131778,2764,5,ok
nemotron_b016_P1_r1,14,A,nemotron,3.486115,3.880685,0.394570,728,1,ok
nemotron_b022_P3_r2,14,A,nemotron,3.302259,3.467907,0.165648,2369,4,ok
nemotron_b028_P1_r2,14,A,nemotron,3.295929,3.581912,0.285983,1436,2,ok
nemotron_b033_P2_r2,14,A,nemotron,3.343024,3.711086,0.368062,484,1,ok
nemotron_b038_P1_r2,14,A,nemotron,3.300879,3.580513,0.279634,1815,3,ok
real_claude_b015_P2_r1,14,A,real_claude,3.276098,3.567411,0.291313,762,1,ok
real_claude_b025_P2_r1,14,A,real_claude,3.284271,3.966163,0.681892,558,1,ok
real_claude_b034_P2_r2,14,A,real_claude,3.274455,3.696383,0.421928,863,1,ok
deepseek_pro_b002_P3_r1,15,A,deepseek_pro,2.932154,2.949958,0.017804,2193,4,ok
deepseek_pro_b004_P2_r1,15,A,deepseek_pro,2.962420,3.000384,0.037964,1467,2,ok
deepseek_pro_b007_P3_r2,15,A,deepseek_pro,3.047212,3.070866,0.023654,2716,5,ok
deepseek_pro_b009_P1_r1,15,A,deepseek_pro,2.999451,3.019825,0.020374,2940,5,ok
deepseek_pro_b009_P2_r2,15,A,deepseek_pro,2.931191,2.946496,0.015305,1070,2,ok
deepseek_pro_b021_P2_r2,15,A,deepseek_pro,2.957460,2.957460,0.000000,649,1,applied_no_change
deepseek_pro_b037_P2_r2,15,A,deepseek_pro,3.110237,3.118212,0.007975,1224,2,ok
deepseek_pro_b038_P1_r2,15,A,deepseek_pro,3.184690,3.221514,0.036824,2776,5,ok
gpt_b004_P1_r1,15,A,gpt,3.141123,3.157498,0.016375,1948,3,ok
gpt_b004_P3_r1,15,A,gpt,3.241070,3.258373,0.017303,1940,3,ok
gpt_b021_P3_r2,15,A,gpt,3.423261,3.464455,0.041194,1958,3,ok
gpt_b026_P1_r1,15,A,gpt,2.959196,2.984165,0.024969,2232,4,ok
gpt_b028_P2_r1,15,A,gpt,3.233938,3.263418,0.029480,1340,2,ok
gpt_b031_P1_r1,15,A,gpt,2.903248,2.948130,0.044882,2219,4,ok
gpt_b040_P2_r1,15,A,gpt,3.096807,3.106770,0.009963,1663,3,ok
human_hard_rusltc_0001,15,H,,3.121580,3.126141,0.004561,1073,2,ok
human_hard_rusltc_0002,15,H,,2.809068,2.824873,0.015805,1351,2,ok
human_hard_rusltc_0003,15,H,,3.290485,3.304706,0.014221,2414,4,ok
human_hard_rusltc_0055,15,H,,2.648841,2.670231,0.021390,1110,2,ok
human_hard_rusltc_0068,15,H,,2.655230,2.708228,0.052998,1416,2,ok
human_hard_rusltc_0073,15,H,,3.063622,3.090672,0.027050,2256,4,ok
human_news_buriy_2014_0027,15,H,,2.947762,2.968660,0.020898,1172,2,ok
human_news_buriy_2014_0034,15,H,,2.498666,2.556046,0.057380,1811,3,ok
human_news_gazeta_0031,15,H,,2.431371,2.467616,0.036245,1340,2,ok
human_news_gazeta_0040,15,H,,2.576308,2.625644,0.049336,1222,2,ok
human_news_lenta_0001,15,H,,2.672448,2.708775,0.036327,1071,2,ok
human_news_lenta_0016,15,H,,2.354553,2.388280,0.033727,1679,3,ok
human_prose_taiga_arzamas_0050,15,H,,2.864683,2.879713,0.015030,2364,4,ok
human_prose_taiga_arzamas_0051,15,H,,2.834851,2.895295,0.060444,2431,4,ok
human_prose_taiga_magazines_0048,15,H,,3.268327,3.298399,0.030072,6173,12,ok
human_prose_taiga_magazines_0053,15,H,,3.980711,3.990622,0.009911,1340,2,ok
human_prose_taiga_proza_0034,15,H,,2.506692,2.541503,0.034811,1174,2,ok
human_prose_taiga_proza_0056,15,H,,3.359663,3.374543,0.014880,1854,3,ok
human_science_cyberleninka_0026,15,H,,2.455090,2.476335,0.021245,3177,6,ok
human_science_cyberleninka_0031,15,H,,2.320432,2.349875,0.029443,2003,3,ok
human_science_cyberleninka_0032,15,H,,2.172165,2.186254,0.014089,2072,4,ok
human_science_cyberleninka_0053,15,H,,2.257457,2.312027,0.054570,7137,13,ok
human_science_spbgu_0024,15,H,,2.412085,2.454982,0.042897,5522,10,ok
human_science_urfu_0028,15,H,,2.470474,2.489769,0.019295,7731,15,ok
human_seo_alaev_0004,15,H,,3.119545,3.116794,-0.002751,3296,6,ok
human_seo_convertmonster_0001,15,H,,2.423620,2.423620,0.000000,904,1,applied_no_change
human_seo_devaka_ru_0004,15,H,,3.158421,3.176484,0.018063,1561,3,ok
human_seo_drmax_0002,15,H,,3.434824,3.467179,0.032355,3326,6,ok
human_seo_drmax_su_0001,15,H,,3.052851,3.074211,0.021360,1070,2,ok
human_seo_labrika_0002,15,H,,2.414394,2.454100,0.039706,2495,4,ok
nemotron_b012_P1_r1,15,A,nemotron,3.423155,3.427178,0.004023,1081,2,ok
nemotron_b015_P3_r2,15,A,nemotron,3.022644,3.033341,0.010697,3945,7,ok
nemotron_b016_P1_r1,15,A,nemotron,3.486115,3.508434,0.022319,1411,2,ok
nemotron_b022_P3_r2,15,A,nemotron,3.302259,3.324094,0.021835,2497,4,ok
nemotron_b028_P1_r2,15,A,nemotron,3.295929,3.322608,0.026679,1968,3,ok
nemotron_b033_P2_r2,15,A,nemotron,3.343024,3.343024,-0.000000,672,1,applied_no_change
nemotron_b038_P1_r2,15,A,nemotron,3.300879,3.334870,0.033991,2074,4,ok
real_claude_b015_P2_r1,15,A,real_claude,3.276098,3.292670,0.016572,1017,1,ok
real_claude_b018_P3_r2,15,A,real_claude,3.522522,3.534447,0.011925,2199,4,ok
real_claude_b024_P1_r2,15,A,real_claude,3.401401,3.435863,0.034462,1625,3,ok
real_claude_b025_P2_r1,15,A,real_claude,3.284271,3.321100,0.036829,927,1,ok
real_claude_b034_P2_r2,15,A,real_claude,3.274455,3.308761,0.034306,1435,2,ok
real_claude_b040_P3_r2,15,A,real_claude,3.478730,3.498438,0.019708,2070,4,ok
real_claude_b042_P3_r2,15,A,real_claude,3.311909,3.317279,0.005370,2055,4,ok
real_claude_b045_P3_r1,15,A,real_claude,3.477903,3.511873,0.033970,2612,5,ok
deepseek_pro_b002_P3_r1,16,A,deepseek_pro,2.932154,2.932154,0.000000,2188,4,applied_no_change
deepseek_pro_b004_P2_r1,16,A,deepseek_pro,2.962420,3.034991,0.072571,2792,5,ok
deepseek_pro_b007_P3_r2,16,A,deepseek_pro,3.047212,3.048609,0.001397,2765,5,ok
deepseek_pro_b009_P1_r1,16,A,deepseek_pro,2.999451,2.999451,0.000000,2933,5,applied_no_change
deepseek_pro_b009_P2_r2,16,A,deepseek_pro,2.931191,3.010596,0.079405,1792,3,ok
deepseek_pro_b021_P2_r2,16,A,deepseek_pro,2.957460,2.916915,-0.040545,1172,2,ok
deepseek_pro_b037_P2_r2,16,A,deepseek_pro,3.110237,3.130731,0.020494,2167,4,ok
deepseek_pro_b038_P1_r2,16,A,deepseek_pro,3.184690,3.188887,0.004197,3000,5,ok
gpt_b004_P1_r1,16,A,gpt,3.141123,3.141123,0.000000,1944,3,applied_no_change
gpt_b004_P3_r1,16,A,gpt,3.241070,3.241070,0.000000,1934,3,applied_no_change
gpt_b021_P3_r2,16,A,gpt,3.423261,3.423261,0.000000,1952,3,applied_no_change
gpt_b026_P1_r1,16,A,gpt,2.959196,2.959196,0.000000,2228,4,applied_no_change
gpt_b028_P2_r1,16,A,gpt,3.233938,3.198949,-0.034989,1755,3,ok
gpt_b031_P1_r1,16,A,gpt,2.903248,2.903248,0.000000,2211,4,applied_no_change
gpt_b040_P2_r1,16,A,gpt,3.096807,3.085195,-0.011612,1967,3,ok
human_hard_rusltc_0001,16,H,,3.121580,3.121580,-0.000000,1067,2,applied_no_change
human_hard_rusltc_0002,16,H,,2.809068,2.809068,-0.000000,1350,2,applied_no_change
human_hard_rusltc_0003,16,H,,3.290485,3.290485,-0.000000,2403,4,applied_no_change
human_hard_rusltc_0055,16,H,,2.648841,2.648841,-0.000000,1106,2,applied_no_change
human_hard_rusltc_0068,16,H,,2.655230,2.655230,0.000000,1404,2,applied_no_change
human_hard_rusltc_0073,16,H,,3.063622,3.063622,0.000000,2242,4,applied_no_change
human_news_buriy_2014_0027,16,H,,2.947762,2.947762,-0.000000,1169,2,applied_no_change
human_news_buriy_2014_0034,16,H,,2.498666,2.498666,0.000000,1800,3,applied_no_change
human_news_gazeta_0031,16,H,,2.431371,2.431371,-0.000000,1327,2,applied_no_change
human_news_gazeta_0040,16,H,,2.576308,2.576308,0.000000,1217,2,applied_no_change
human_news_lenta_0001,16,H,,2.672448,2.672448,-0.000000,1060,2,applied_no_change
human_news_lenta_0016,16,H,,2.354553,2.354553,0.000000,1673,3,applied_no_change
human_prose_taiga_arzamas_0050,16,H,,2.864683,2.864683,0.000000,2356,4,applied_no_change
human_prose_taiga_arzamas_0051,16,H,,2.834851,2.834851,0.000000,2413,4,applied_no_change
human_prose_taiga_magazines_0048,16,H,,3.268327,3.268327,0.000000,6155,12,applied_no_change
human_prose_taiga_magazines_0053,16,H,,3.980711,3.985013,0.004302,1339,2,ok
human_prose_taiga_proza_0034,16,H,,2.506692,2.506692,0.000000,1172,2,applied_no_change
human_prose_taiga_proza_0056,16,H,,3.359663,3.369855,0.010192,2026,3,ok
human_science_cyberleninka_0026,16,H,,2.455090,2.455090,0.000000,3171,6,applied_no_change
human_science_cyberleninka_0031,16,H,,2.320432,2.341558,0.021126,2170,4,ok
human_science_cyberleninka_0032,16,H,,2.172165,2.172165,0.000000,2072,4,applied_no_change
human_science_cyberleninka_0053,16,H,,2.257457,2.245496,-0.011961,7927,15,ok
human_science_spbgu_0024,16,H,,2.412085,2.412085,0.000000,5499,10,applied_no_change
human_science_urfu_0028,16,H,,2.470474,2.479921,0.009447,7680,15,ok
human_seo_alaev_0004,16,H,,3.119545,3.105702,-0.013843,3290,6,ok
human_seo_convertmonster_0001,16,H,,2.423620,2.423620,0.000000,904,1,applied_no_change
human_seo_devaka_ru_0004,16,H,,3.158421,3.158421,0.000000,1556,3,applied_no_change
human_seo_drmax_0002,16,H,,3.434824,3.434824,0.000000,3308,6,applied_no_change
human_seo_drmax_su_0001,16,H,,3.052851,2.939939,-0.112912,2184,4,ok
human_seo_labrika_0002,16,H,,2.414394,2.421153,0.006759,2483,4,ok
nemotron_b012_P1_r1,16,A,nemotron,3.423155,3.437284,0.014129,4632,9,ok
nemotron_b015_P3_r2,16,A,nemotron,3.022644,3.079545,0.056901,4994,9,ok
nemotron_b016_P1_r1,16,A,nemotron,3.486115,3.441982,-0.044133,3580,6,ok
nemotron_b022_P3_r2,16,A,nemotron,3.302259,3.364838,0.062579,2976,5,ok
nemotron_b028_P1_r2,16,A,nemotron,3.295929,3.345280,0.049351,4772,9,ok
nemotron_b033_P2_r2,16,A,nemotron,3.343024,3.491221,0.148197,3004,5,ok
nemotron_b038_P1_r2,16,A,nemotron,3.300879,3.405961,0.105082,4755,9,ok
real_claude_b015_P2_r1,16,A,real_claude,3.276098,3.413561,0.137463,2690,5,ok
real_claude_b018_P3_r2,16,A,real_claude,3.522522,3.522522,0.000000,2195,4,applied_no_change
real_claude_b024_P1_r2,16,A,real_claude,3.401401,3.493559,0.092158,2406,4,ok
real_claude_b025_P2_r1,16,A,real_claude,3.284271,3.405868,0.121597,1781,3,ok
real_claude_b034_P2_r2,16,A,real_claude,3.274455,3.298994,0.024539,2202,4,ok
real_claude_b040_P3_r2,16,A,real_claude,3.478730,3.478730,0.000000,2064,4,applied_no_change
real_claude_b042_P3_r2,16,A,real_claude,3.311909,3.311909,-0.000000,2047,3,applied_no_change
real_claude_b045_P3_r1,16,A,real_claude,3.477903,3.477903,-0.000000,2604,5,applied_no_change
