n,n_machine,n_human,tpr_at_1pct_fpr,tpr_at_5pct_fpr,mcc,balanced_accuracy,auroc,fpr,fpr_ci_low,fpr_ci_high,fpr_hard_human,fpr_HH-formal-register,fpr_HH-polished,fpr_HH-translation,split,model,estimand,C,inner_auc,n_features,status,n_permutations,auroc_sd,auroc_min,auroc_max
780,360,420,0.6666666666666666,0.6666666666666666,-0.4605661864718383,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_prompt_P2,genre-only,full,0.01,0.8835,4,зарегистрирован до прогона,,,,
780,360,420,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_prompt_P2,source-only,full,10.0,0.5031,25,зарегистрирован до прогона,,,,
780,360,420,0.9861111111111112,0.9888888888888889,0.9742063492063492,0.9871031746031746,0.9902050264550265,0.011904761904761904,0.002173913043478261,0.030100334448160536,0.011904761904761904,0.029940119760479042,0.0,0.0,holdout_prompt_P2,format-only,full,1.0,0.9708,4,зарегистрирован до прогона,,,,
780,360,420,0.9833333333333333,1.0,0.9353648891976571,0.969047619047619,0.9991269841269842,0.06190476190476191,0.027472527472527472,0.10704960835509138,0.06190476190476191,0.0718562874251497,0.06111111111111111,0.0410958904109589,holdout_prompt_P2,main+M02,full,10.0,0.9941,23,зарегистрирован до прогона,,,,
,,,,,,,0.34898710317460313,,,,,,,,holdout_prompt_P2,negative-control,full,,,,post hoc: серия кластерных перестановок вместо одной,20,0.3671675055795501,3.306878306878295e-05,0.9987301587301588
779,359,420,0.5292479108635098,0.83008356545961,0.8167509063000293,0.906575805809789,0.9669850112747048,0.06428571428571428,0.022364217252396165,0.1220472440944882,0.06428571428571428,0.08982035928143713,0.05555555555555555,0.0273972602739726,holdout_prompt_P3,main,full,10.0,0.9995,22,зарегистрирован до прогона,,,,
779,359,420,0.6991643454038997,0.8941504178272981,0.845785786804012,0.923716673298846,0.9795728876508821,0.08571428571428572,0.05353319057815846,0.14482758620689656,0.08571428571428572,0.10179640718562874,0.06111111111111111,0.1095890410958904,holdout_prompt_P3,main,net,0.01,0.9601,18,зарегистрирован до прогона,,,,
779,359,420,0.013927576601671309,0.013927576601671309,-0.17749369050975558,0.4111155325640005,0.4009285051067781,0.6095238095238096,0.3346938775510204,0.8451327433628318,0.6095238095238096,0.1437125748502994,0.9388888888888889,0.863013698630137,holdout_prompt_P3,length-only,full,0.01,0.6032,4,зарегистрирован до прогона,,,,
779,359,420,0.6657381615598886,0.6657381615598886,-0.4615569944187656,0.3328690807799443,0.6657381615598886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_prompt_P3,genre-only,full,0.01,0.8836,4,зарегистрирован до прогона,,,,
779,359,420,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_prompt_P3,source-only,full,0.1,0.5004,25,зарегистрирован до прогона,,,,
779,359,420,0.7047353760445683,0.8467966573816156,0.7350364688341212,0.8480103461997612,0.922532829287704,0.014285714285714285,0.0030627871362940277,0.03734439834024896,0.014285714285714285,0.029940119760479042,0.0,0.0136986301369863,holdout_prompt_P3,format-only,full,10.0,0.9906,4,зарегистрирован до прогона,,,,
779,359,420,0.5403899721448467,0.8495821727019499,0.8372329271841347,0.9175155856214352,0.9736503515055046,0.06190476190476191,0.0075,0.1365079365079365,0.06190476190476191,0.059880239520958084,0.08333333333333333,0.0136986301369863,holdout_prompt_P3,main+M02,full,10.0,0.9995,23,зарегистрирован до прогона,,,,
,,,,,,,0.4223945483485873,,,,,,,,holdout_prompt_P3,negative-control,full,,,,post hoc: серия кластерных перестановок вместо одной,20,0.29472376286904645,0.0063204669054251145,0.9643122430030507
1032,539,493,0.948051948051948,0.9758812615955473,0.9321251077331286,0.9656282575726216,0.9941857620791263,0.04462474645030426,0.014577259475218658,0.0856269113149847,0.05238095238095238,0.05389221556886228,0.05555555555555555,0.0410958904109589,holdout_source,main,full,1.0,0.9975,22,зарегистрирован до прогона,,,,
1032,539,493,0.10204081632653061,0.4897959183673469,0.5589448867041961,0.7676694502252311,0.903035822479462,0.07505070993914807,0.036775106082036775,0.1261904761904762,0.0880952380952381,0.08982035928143713,0.09444444444444444,0.0684931506849315,holdout_source,main,net,0.1,0.9826,18,зарегистрирован до прогона,,,,
1032,539,493,0.0018552875695732839,0.0018552875695732839,0.08001640082608347,0.5367181355300741,0.41666070817041545,0.6612576064908722,0.44532803180914515,0.8486140724946695,0.6833333333333333,0.281437125748503,0.9611111111111111,0.9178082191780822,holdout_source,length-only,full,0.01,0.6588,4,зарегистрирован до прогона,,,,
1032,539,493,0.6660482374768089,0.6660482374768089,-0.21583336075113568,0.407060629894591,0.6907728608684853,0.8519269776876268,0.6616766467065869,0.9791666666666666,1.0,1.0,1.0,1.0,holdout_source,genre-only,full,0.01,0.8333,4,зарегистрирован до прогона,,,,
1032,539,493,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_source,source-only,full,1.0,0.52,18,зарегистрирован до прогона,,,,
1032,539,493,0.987012987012987,0.9925788497217068,0.9806178563540918,0.9904638971576092,0.9978699943927415,0.006085192697768763,0.0,0.020771513353115726,0.007142857142857143,0.017964071856287425,0.0,0.0,holdout_source,format-only,full,0.1,0.971,4,зарегистрирован до прогона,,,,
1032,539,493,0.9387755102040817,0.974025974025974,0.9301576270827788,0.9647006137878349,0.9949120714116368,0.04462474645030426,0.00984251968503937,0.09268292682926829,0.05238095238095238,0.041916167664670656,0.06666666666666667,0.0410958904109589,holdout_source,main+M02,full,1.0,0.9979,23,зарегистрирован до прогона,,,,
,,,,,,,0.2302754330572354,,,,,,,,holdout_source,negative-control,full,,,,post hoc: серия кластерных перестановок вместо одной,20,0.2943209447822839,0.001110161933111802,0.9980280513459302
491,0,491,,,,,,0.05091649694501019,0.01729106628242075,0.0936936936936937,0.05952380952380952,0.0718562874251497,0.06111111111111111,0.0273972602739726,holdout_time,main,full,0.1,0.9979,22,"post hoc: тест одноклассовый, определим только FPR",,,,
491,0,491,,,,,,0.08757637474541752,0.05851063829787234,0.1361111111111111,0.0880952380952381,0.11976047904191617,0.06111111111111111,0.0821917808219178,holdout_time,main,net,0.01,0.9797,18,"post hoc: тест одноклассовый, определим только FPR",,,,
491,0,491,,,,,,0.5906313645621182,0.36432160804020103,0.7881548974943052,0.6190476190476191,0.20958083832335328,0.9166666666666666,0.821917808219178,holdout_time,length-only,full,10.0,0.5443,4,"post hoc: тест одноклассовый, определим только FPR",,,,
491,0,491,,,,,,0.8553971486761711,0.6918429003021148,0.9521531100478469,1.0,1.0,1.0,1.0,holdout_time,genre-only,full,0.01,0.92,4,"post hoc: тест одноклассовый, определим только FPR",,,,
491,0,491,,,,,,0.890020366598778,0.7446808510638298,0.9707446808510638,1.0,1.0,1.0,1.0,holdout_time,source-only,full,0.01,0.5,23,"post hoc: тест одноклассовый, определим только FPR",,,,
491,0,491,,,,,,0.018329938900203666,0.006382978723404255,0.038135593220338986,0.01904761904761905,0.041916167664670656,0.0,0.0136986301369863,holdout_time,format-only,full,10.0,0.9907,4,"post hoc: тест одноклассовый, определим только FPR",,,,
491,0,491,,,,,,0.05091649694501019,0.014084507042253521,0.10020876826722339,0.05952380952380952,0.05389221556886228,0.07777777777777778,0.0273972602739726,holdout_time,main+M02,full,0.1,0.9981,23,"post hoc: тест одноклассовый, определим только FPR",,,,
779,359,420,0.9331476323119777,0.9777158774373259,0.9243270077453483,0.9634765884069505,0.9952845204934342,0.06190476190476191,0.022922636103151862,0.11594202898550725,0.06190476190476191,0.08383233532934131,0.06111111111111111,0.0136986301369863,holdout_topic,main,full,1.0,0.9949,22,зарегистрирован до прогона,,,,
779,359,420,0.649025069637883,0.8997214484679665,0.851149202522814,0.9265021886191802,0.9805212892956625,0.08571428571428572,0.05289256198347107,0.14377682403433475,0.08571428571428572,0.10179640718562874,0.06666666666666667,0.0958904109589041,holdout_topic,main,net,0.01,0.9614,18,зарегистрирован до прогона,,,,
779,359,420,0.013927576601671309,0.013927576601671309,0.12755014299637893,0.5587942697970553,0.46236238227881676,0.6428571428571429,0.38215102974828374,0.863013698630137,0.6428571428571429,0.20958083832335328,0.95,0.8767123287671232,holdout_topic,length-only,full,0.01,0.5286,4,зарегистрирован до прогона,,,,
779,359,420,0.5988857938718662,0.5988857938718662,-0.5150765810714116,0.2994428969359331,0.5988857938718662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_topic,genre-only,full,0.01,0.8952,4,зарегистрирован до прогона,,,,
779,359,420,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_topic,source-only,full,0.1,0.5004,25,зарегистрирован до прогона,,,,
779,359,420,0.8802228412256268,0.924791086350975,0.8802280750999312,0.9337544767210506,0.9615035150550472,0.007142857142857143,0.0,0.02181818181818182,0.007142857142857143,0.011976047904191617,0.0,0.0136986301369863,holdout_topic,format-only,full,1.0,0.9815,4,зарегистрирован до прогона,,,,
779,359,420,0.8328690807799443,0.9888579387186629,0.9246389639354787,0.9636788698766414,0.9925189017111024,0.06428571428571428,0.01488833746898263,0.13445378151260504,0.06428571428571428,0.059880239520958084,0.08888888888888889,0.0136986301369863,holdout_topic,main+M02,full,1.0,0.9959,23,зарегистрирован до прогона,,,,
,,,,,,,0.3879838174824247,,,,,,,,holdout_topic,negative-control,full,,,,post hoc: серия кластерных перестановок вместо одной,20,0.32347737716912583,0.002725825706327097,0.9527589866029976
