n,n_machine,n_human,tpr_at_1pct_fpr,tpr_at_5pct_fpr,mcc,balanced_accuracy,auroc,fpr,fpr_ci_low,fpr_ci_high,fpr_hard_human,fpr_HH-formal-register,fpr_HH-polished,fpr_HH-translation,split,model,estimand,C,inner_auc,n_features,status,n_permutations,auroc_sd,auroc_min,auroc_max
1017,360,657,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_genre_seo,genre-only,full,0.01,1.0,3,зарегистрирован до прогона,,,,
1017,360,657,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_genre_seo,source-only,full,0.01,0.5,7,зарегистрирован до прогона,,,,
1017,360,657,0.8777777777777778,0.925,0.884802710066828,0.9281392694063927,0.9762747336377473,0.0076103500761035,0.001221001221001221,0.019438444924406047,0.007142857142857143,0.017964071856287425,0.0,0.0,holdout_genre_seo,format-only,full,1.0,0.9997,4,зарегистрирован до прогона,,,,
1017,360,657,0.030555555555555555,0.9027777777777778,0.8036063898997499,0.9167237442922374,0.9613267376966007,0.1415525114155251,0.07692307692307693,0.22324723247232472,0.14047619047619048,0.1437125748502994,0.17777777777777778,0.0410958904109589,holdout_genre_seo,main+M02,full,0.01,1.0,23,зарегистрирован до прогона,,,,
,,,,,,,0.43403686791814644,,,,,,,,holdout_genre_seo,negative-control,full,,,,post hoc: серия кластерных перестановок вместо одной,20,0.1814209996327821,0.16760104853712163,0.7947995941146626
420,0,420,,,,,,0.05476190476190476,0.020202020202020204,0.10344827586206896,0.05476190476190476,0.0718562874251497,0.05,0.0273972602739726,holdout_genre_translation,main,full,0.1,0.9943,22,"post hoc: тест одноклассовый, определим только FPR",,,,
420,0,420,,,,,,0.08571428571428572,0.05555555555555555,0.14220183486238533,0.08571428571428572,0.10778443113772455,0.06111111111111111,0.0958904109589041,holdout_genre_translation,main,net,0.01,0.9729,18,"post hoc: тест одноклассовый, определим только FPR",,,,
420,0,420,,,,,,0.6404761904761904,0.3793103448275862,0.8603238866396761,0.6404761904761904,0.20359281437125748,0.95,0.8767123287671232,holdout_genre_translation,length-only,full,0.01,0.5003,4,"post hoc: тест одноклассовый, определим только FPR",,,,
420,0,420,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_genre_translation,genre-only,full,0.01,0.9053,4,"post hoc: тест одноклассовый, определим только FPR",,,,
420,0,420,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_genre_translation,source-only,full,1.0,0.5024,25,"post hoc: тест одноклассовый, определим только FPR",,,,
420,0,420,,,,,,0.009523809523809525,0.0,0.030303030303030304,0.009523809523809525,0.017964071856287425,0.0,0.0136986301369863,holdout_genre_translation,format-only,full,1.0,0.9718,4,"post hoc: тест одноклассовый, определим только FPR",,,,
420,0,420,,,,,,0.047619047619047616,0.012048192771084338,0.09660107334525939,0.047619047619047616,0.04790419161676647,0.05555555555555555,0.0273972602739726,holdout_genre_translation,main+M02,full,0.1,0.9953,23,"post hoc: тест одноклассовый, определим только FPR",,,,
690,270,420,0.9962962962962963,1.0,0.9223065383316713,0.9678571428571429,0.9996119929453263,0.06428571428571428,0.025423728813559324,0.12052117263843648,0.06428571428571428,0.07784431137724551,0.06111111111111111,0.0410958904109589,holdout_model_Anthropic,main,full,10.0,0.9947,22,зарегистрирован до прогона,,,,
690,270,420,0.5148148148148148,0.8481481481481481,0.8497468588472605,0.9306878306878307,0.9738977072310406,0.09047619047619047,0.05442176870748299,0.140625,0.09047619047619047,0.10179640718562874,0.08333333333333333,0.0821917808219178,holdout_model_Anthropic,main,net,0.01,0.9516,18,зарегистрирован до прогона,,,,
690,270,420,0.003703703703703704,0.003703703703703704,0.008871758249891027,0.5043650793650793,0.42530864197530865,0.6357142857142857,0.37333333333333335,0.8578088578088578,0.6357142857142857,0.19161676646706588,0.95,0.8767123287671232,holdout_model_Anthropic,length-only,full,0.01,0.6264,4,зарегистрирован до прогона,,,,
690,270,420,0.6666666666666666,0.6666666666666666,-0.48304589153964794,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_model_Anthropic,genre-only,full,0.01,0.9052,4,зарегистрирован до прогона,,,,
690,270,420,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,holdout_model_Anthropic,source-only,full,0.01,0.5,24,зарегистрирован до прогона,,,,
690,270,420,1.0,1.0,0.9819805060619656,0.9928571428571429,1.0,0.014285714285714285,0.003125,0.034482758620689655,0.014285714285714285,0.029940119760479042,0.0,0.0136986301369863,holdout_model_Anthropic,format-only,full,1.0,0.978,4,зарегистрирован до прогона,,,,
690,270,420,0.9814814814814815,1.0,0.936067888551101,0.9738095238095238,0.9961640211640211,0.05238095238095238,0.01717557251908397,0.09921671018276762,0.05238095238095238,0.05389221556886228,0.06111111111111111,0.0273972602739726,holdout_model_Anthropic,main+M02,full,0.1,0.9956,23,зарегистрирован до прогона,,,,
,,,,,,,0.29700440917107584,,,,,,,,holdout_model_Anthropic,negative-control,full,,,,post hoc: серия кластерных перестановок вместо одной,20,0.33329897887866355,0.0017989417989417937,0.9719047619047618
