document_id,source,genre,false_positive,n_sentences,repeat_share,glued_per_1000w
human_seo_sosnovskij_ru_0021,sosnovskij_ru,seo,0,75,0.0267,0.0
human_seo_sosnovskij_ru_0022,sosnovskij_ru,seo,0,61,0.0,0.0
human_seo_madcats_ru_0005,madcats_ru,seo,0,100,0.0,0.0
human_seo_madcats_ru_0006,madcats_ru,seo,0,53,0.0,0.0
human_seo_madcats_ru_0007,madcats_ru,seo,0,51,0.2353,0.0
human_seo_madcats_ru_0008,madcats_ru,seo,0,57,0.0,0.0
human_seo_madcats_ru_0009,madcats_ru,seo,0,44,0.0,0.0
human_seo_madcats_ru_0010,madcats_ru,seo,0,42,0.0476,0.0
human_seo_madcats_ru_0012,madcats_ru,seo,0,43,0.0,0.0
human_seo_drmax_su_0003,drmax_su,seo,0,66,0.2424,0.9814
human_seo_drmax_su_0004,drmax_su,seo,1,251,0.1633,0.0
human_seo_drmax_su_0005,drmax_su,seo,0,185,0.2811,0.0
human_seo_drmax_su_0006,drmax_su,seo,1,193,0.0,0.0
human_seo_drmax_su_0007,drmax_su,seo,0,78,0.0,0.0
human_seo_drmax_su_0008,drmax_su,seo,1,280,0.2571,0.6952
human_seo_devaka_ru_0032,devaka_ru,seo,0,70,0.0,0.7418
human_seo_devaka_ru_0033,devaka_ru,seo,0,57,0.2456,0.0
human_seo_devaka_ru_0034,devaka_ru,seo,0,58,0.0,2.3401
human_seo_devaka_ru_0035,devaka_ru,seo,0,60,0.3333,0.0
human_seo_devaka_ru_0036,devaka_ru,seo,0,44,0.0,0.0
